STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	RefreshMonster	TrackInfo	SceneID	HideAccept	IsNeedCreator	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
5017	monrm010900	3		hunterinfo_5017_1	5		1				42106
5019	monrm011000	3		hunterinfo_5019	5		1				42114
5025	monrf071400	3		hunterinfo_5025	24		1		QiecuoTitle_5025	QiecuoMenu_5025	42152
5027	monrf071500	3		hunterinfo_5027	24		1		QiecuoTitle_5027	QiecuoMenu_5027	42159
5029	monrf071600	3		hunterinfo_5029_1	24		1		QiecuoTitle_5029	QiecuoMenu_5029	42171
5031	monrf071700	3		hunterinfo_5031	24		1		QiecuoTitle_5031	QiecuoMenu_5031	42177
5207	monrv023000	3		hunterinfo_5207	2		1				42263
5209	monrv023100	3		hunterinfo_5209	2		1				42269
5211	monrv023200	3		hunterinfo_5211	2		1				42277
5213	monrv023300	3		hunterinfo_5213	2		1				42281
5219	monrc044800	1		hunterinfo_5219	16		1				42313
5220	monrc044700	3		hunterinfo_5220	16		1				42317
5223	monm061400	6		hunterinfo_5223	10						42328
5227	monrm065800	3		hunterinfo_5227	10		1				42337
5229	monrm065900	3		hunterinfo_5229	10		1				42343
5231	monrm066000	3		hunterinfo_5231	10		1				42351
5233	monrm066100	3		hunterinfo_5233	10		1				42356
5234	monrm066200	3		hunterinfo_5234	10		1				42357
5236	monrm066300	4		hunterinfo_5236	10		1				42361
5237	monrm066400	3		hunterinfo_5237	10		1				42363
5239	monrm066500	1		hunterinfo_5239	10		1				42367
5300	WorldNpc04209	1		hunterinfo_5300	5			1	QiecuoTitle_5300	QiecuoMenu_5300	42388
5301	monrm076201	4		hunterinfo_5301	11						42392
5302	WorldNpc04406	1		hunterinfo_5302	11			1	QiecuoTitle_5302	QiecuoMenu_5302	42393
5303	WorldNpc04790	1		hunterinfo_5303	11			1	QiecuoTitle_5303	QiecuoMenu_5303	42399
5306	WorldNpc04792	1		hunterinfo_5306	11			1	QiecuoTitle_5306	QiecuoMenu_5306	42410
5308	WorldNpc04792	1		hunterinfo_5308	11			1	QiecuoTitle_5308	QiecuoMenu_5308	42416
5309	WorldNpc04794	1		hunterinfo_5309	11			1	QiecuoTitle_5309	QiecuoMenu_5309	42426
5311	monrf071301	3		hunterinfo_5311	24						42435
5313	monrf071303	4		hunterinfo_5313	24						42441
5316	monrf071304	4		hunterinfo_5316	24						42456
5323	monv013300	3		hunterinfo_5323	4						42489
5007	WorldNpc04104	1		hunterinfo_5007	5			1	QiecuoTitle_5007	QiecuoMenu_5007	42052
5011	WorldNpc04126	1		hunterinfo_5011	5			1	QiecuoTitle_5011	QiecuoMenu_5011	42080
5012	WorldNpc04125	1		hunterinfo_5012	5			1	QiecuoTitle_5012	QiecuoMenu_5012	42087
5013	WorldNpc04104	1		hunterinfo_5013	5			1	QiecuoTitle_5013	QiecuoMenu_5013	42091
5014	WorldNpc04126	1		hunterinfo_5014	5			1	QiecuoTitle_5014	QiecuoMenu_5014	42094
5036	monrf020605	1		hunterinfo_5036	19		1		QiecuoTitle_5036	QiecuoMenu_5036	42203
5200	WorldNpc09207	1		hunterinfo_5200	2			1	QiecuoTitle_5200	QiecuoMenu_5200	
5201	WorldNpc09210	1		hunterinfo_5201	2			1	QiecuoTitle_5201	QiecuoMenu_5201	42245
5202	WorldNpc09209	1		hunterinfo_5202	2			1	QiecuoTitle_5202	QiecuoMenu_5202	42247
5205	WorldNpc09215	1		hunterinfo_5205	2			1	QiecuoTitle_5205	QiecuoMenu_5205	42256
5206	WorldNpc09218	1		hunterinfo_5206	2			1	QiecuoTitle_5206	QiecuoMenu_5206	42259
5208	WorldNpc09220	1		hunterinfo_5208	2			1	QiecuoTitle_5208	QiecuoMenu_5208	42267
5210	WorldNpc09223	1		hunterinfo_5210	2			1	QiecuoTitle_5210	QiecuoMenu_5210	42275
5616	WorldNpc09219	1		hunterinfo_5616	2			1	QiecuoTitle_5616	QiecuoMenu_5616	42278
5212	WorldNpc09219	1		hunterinfo_5212	2			1	QiecuoTitle_5212	QiecuoMenu_5212	42280
5023	WorldNpc04126	1		hunterinfo_5023	5			1	QiecuoTitle_5023	QiecuoMenu_5023	42146
5024	WorldNpc05113	1		hunterinfo_5024	24			1	QiecuoTitle_5024	QiecuoMenu_5024	42149
5026	WorldNpc05116	1		hunterinfo_5026	24			1	QiecuoTitle_5026	QiecuoMenu_5026	42157
5030	WorldNpc05119	1		hunterinfo_5030_2	24			1	QiecuoTitle_5030	QiecuoMenu_5030	42171
5032	WorldNpc05120	1		hunterinfo_5032	24			1	QiecuoTitle_5032	QiecuoMenu_5032	42183
5033	monrf020603	3		hunterinfo_5033	19		1		QiecuoTitle_5033	QiecuoMenu_5033	42198
5034	monrf020604	3		hunterinfo_5034	19		1		QiecuoTitle_5034	QiecuoMenu_5034	42201
5040	monrf020608	1		hunterinfo_5040	19		1		QiecuoTitle_5040	QiecuoMenu_5040	42229
5041	monrf020609	1		hunterinfo_5041	19		1		QiecuoTitle_5041	QiecuoMenu_5041	42229
5042	monrf020607	3		hunterinfo_5042	19		1		QiecuoTitle_5042	QiecuoMenu_5042	42229
5203	WorldNpc09215	1		hunterinfo_5203	2			1	QiecuoTitle_5203	QiecuoMenu_5203	42255
5028	WorldNpc05118	1		hunterinfo_5028	24			1	QiecuoTitle_5028	QiecuoMenu_5028	42162
5035	WorldNpc02132	1		hunterinfo_5035	19			1	QiecuoTitle_5035	QiecuoMenu_5035	42203
5038	WorldNpc02135	1		hunterinfo_5038	19			1	QiecuoTitle_5038	QiecuoMenu_5038	42219
5039	WorldNpc02135	1		hunterinfo_5039	19			1	QiecuoTitle_5039	QiecuoMenu_5039	42226
5043	WorldNpc02137	1		hunterinfo_5043	19			1	QiecuoTitle_5043	QiecuoMenu_5043	42231
5045	WorldNpc02138	1		hunterinfo_5045	19			1	QiecuoTitle_5045	QiecuoMenu_5045	42233
5044	WorldNpc02140	1		hunterinfo_5044	19			1	QiecuoTitle_5044	QiecuoMenu_5044	42238
5016	WorldNpc04204	1		hunterinfo_5016	5			1	QiecuoTitle_5016	QiecuoMenu_5016	42102
5018	WorldNpc04205	1		hunterinfo_5018_2	5			1	QiecuoTitle_5018	QiecuoMenu_5018	42106
5008	monrm010700	1		hunterinfo_5008	5		1				42061
5010	monrm010800	3		hunterinfo_5010	5		1				42076
5015	monrm010901	3		hunterinfo_5015	5		1				42097
5020	monrm011001	3		hunterinfo_5020	5		1				42122
5021	monrm011002	3		hunterinfo_5021	5		1				42124
5022	monrm011003	3		hunterinfo_5022	5		1				42132
5600	monrf090500	3		hunterinfo_5600	26		1		QiecuoTitle_5600	QiecuoMenu_5600	42604
5601	monrf090600	1		hunterinfo_5601	26		1		QiecuoTitle_5601	QiecuoMenu_5601	42604
5603	WorldNpc06921	1		hunterinfo_5603	26			1	QiecuoTitle_5603	QiecuoMenu_5603	42612
5604	monrf090900	3		hunterinfo_5604	26		1		QiecuoTitle_5604	QiecuoMenu_5604	42615
5606	WorldNpc06924	1		hunterinfo_5606	26			1	QiecuoTitle_5606	QiecuoMenu_5606	42624
5608	monrf091100	3		hunterinfo_5608	26		1		QiecuoTitle_5608	QiecuoMenu_5608	42631
5609	monrf091200	1		hunterinfo_5609	26		1		QiecuoTitle_5609	QiecuoMenu_5609	42634
5610	monrf091300	1		hunterinfo_5610	26			1	QiecuoTitle_5610	QiecuoMenu_5610	42637
5612	monrf091500	1		hunterinfo_5612	26		1		QiecuoTitle_5612	QiecuoMenu_5612	42644
5613	monrf091600	1		hunterinfo_5613	26		1		QiecuoTitle_5613	QiecuoMenu_5613	42644
5614	monrf091700	1		hunterinfo_5614	26		1		QiecuoTitle_5614	QiecuoMenu_5614	42644
5605	WorldNpc06923	1		hunterinfo_5605	26			1	QiecuoTitle_5605	QiecuoMenu_5605	42620
5214	WorldNpc10568	1		hunterinfo_5214	16			1	QiecuoTitle_5214	QiecuoMenu_5214	42287
5215	WorldNpc10568	1		hunterinfo_5215	16			1	QiecuoTitle_5215	QiecuoMenu_5215	42288
5217	WorldNpc10569	1		hunterinfo_5217	16			1	QiecuoTitle_5217	QiecuoMenu_5217	42301
5218	WorldNpc10572	1		hunterinfo_5218	16			1	QiecuoTitle_5218	QiecuoMenu_5218	42309
5221	WorldNpc10572	1		hunterinfo_5221	16			1	QiecuoTitle_5221	QiecuoMenu_5221	42320
5222	WorldNpc10573	1		hunterinfo_5222	16			1	QiecuoTitle_5222	QiecuoMenu_5222	42322
5319	monrf071305	4		hunterinfo_5319_2	24		1				42464
5318	monrf071306	3		hunterinfo_5318_1	24		1				42464
5317	monrf071302	4		hunterinfo_5317	24		1				42462
5224	WorldNpc02732	1		hunterinfo_5224	10			1	QiecuoTitle_5224	QiecuoMenu_5224	42329
5225	WorldNpc02734	1		hunterinfo_5225	10			1	QiecuoTitle_5225	QiecuoMenu_5225	42334
5226	WorldNpc02631	1		hunterinfo_5226	10			1	QiecuoTitle_5226	QiecuoMenu_5226	42336
5228	WorldNpc02737	1		hunterinfo_5228	10			1	QiecuoTitle_5228	QiecuoMenu_5228	42339
5230	WorldNpc02738	1		hunterinfo_5230	10			1	QiecuoTitle_5230	QiecuoMenu_5230	42345
5232	WorldNpc02742	1		hunterinfo_5232	10			1	QiecuoTitle_5232	QiecuoMenu_5232	42355
5235	WorldNpc02743	1		hunterinfo_5235	10			1	QiecuoTitle_5235	QiecuoMenu_5235	42360
5238	WorldNpc02745	1		hunterinfo_5238	10			1	QiecuoTitle_5238	QiecuoMenu_5238	42365
5314	WorldNpc05046	1		hunterinfo_5314	24			1	QiecuoTitle_5314	QiecuoMenu_5314	42450
5315	WorldNpc05124	1		hunterinfo_5315	24			1	QiecuoTitle_5315	QiecuoMenu_5315	42454
5321	WorldNpc05125	1		hunterinfo_5321	24			1	QiecuoTitle_5321	QiecuoMenu_5321	42477
5322	WorldNpc04217	1		hunterinfo_5322	5			1	QiecuoTitle_5322	QiecuoMenu_5322	42483
5324	WorldNpc10906	1		hunterinfo_5324	4			1	QiecuoTitle_5324	QiecuoMenu_5324	42490
5326	WorldNpc10908	1		hunterinfo_5326	4			1	QiecuoTitle_5326	QiecuoMenu_5326	42498
5327	WorldNpc10909	1		hunterinfo_5327	4			1	QiecuoTitle_5327	QiecuoMenu_5327	42501
5328	WorldNpc10912	1		hunterinfo_5328	4			1	QiecuoTitle_5328	QiecuoMenu_5328	42509
5329	WorldNpc10913	1		hunterinfo_5329	4			1	QiecuoTitle_5329	QiecuoMenu_5329	42514
5330	WorldNpc10910	1		hunterinfo_5330	4			1	QiecuoTitle_5330	QiecuoMenu_5330	42520
5331	WorldNpc10914	1		hunterinfo_5331	4			1	QiecuoTitle_5331	QiecuoMenu_5331	42522
5310	WorldNpc04791	1		hunterinfo_5310	11			1	QiecuoTitle_5310	QiecuoMenu_5310	42427
5204	monrv022500	3		hunterinfo_5204	2		1				42255
5216	WorldNpc10570	1		hunterinfo_5216	16			1	QiecuoTitle_5216	QiecuoMenu_5216	42293
5611	monrf091400	4		hunterinfo_5611	26		1		QiecuoTitle_5611	QiecuoMenu_5611	42639
5312	monrf071302	4		hunterinfo_5312	24						
5602	monrf090700	3		hunterinfo_5602	26		1		QiecuoTitle_5602	QiecuoMenu_5602	
5615	WorldNpc06916	1		hunterinfo_5615	26			1	QiecuoTitle_5615	QiecuoMenu_5615	
5320	monrf071301	3		hunterinfo_5320	24						
5304	monrm076202	4		hunterinfo_5304	11						42408
5305	monrm076202	4		hunterinfo_5305	11						
5325	WorldNpc10907	1		hunterinfo_5325	4			1	QiecuoTitle_5325	QiecuoMenu_5325	42495
5307	monrm076100	4		hunterinfo_5307	11						
5618	monrv042802	1		hunterinfo_5618	5						42136
5619	monrf072100	3		hunterinfo_5619	24						42177
5620	monm010103	3		hunterinfo_5620	5						42008
5001	WorldNpc04284	1		hunterinfo_5001	5			1	QiecuoTitle_5001	QiecuoMenu_5001	42026
5622	monm010504	4		hunterinfo_5622	5						42019
