STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	CountEx	RefreshMonster	TrackInfo	SceneID	HideNpcID	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
53600	monm050106	9			hunterinfo_53600	9					84788
53601	monm050104	1			hunterinfo_53601	9					84789
53602	monm050205	1			hunterinfo_53602	9					84790
53603	monm050102	5			hunterinfo_53603	9					84791
53607	monm050704	10			hunterinfo_53607	9					84795
53609	monm051102	2			hunterinfo_53609	9					84797
53611	monm051105	5			hunterinfo_53611	9					84799
53612	monm052100	3			hunterinfo_53612	9					84800
53615	monm050702	10			hunterinfo_53615	9					84803
53616	monm052200	10			hunterinfo_53616	9					84804
53617	monm051500	1			hunterinfo_53617	9					84805
53620	monm050201	6			hunterinfo_53620	9					84808
53623	monm050300	1			hunterinfo_53623	9					84811
53624	monm052105	2			hunterinfo_53624	9					84812
53625	monm051200	5			hunterinfo_53625	9					84813
53626	monm051303	3			hunterinfo_53626	9					84814
53627	monm051201	4			hunterinfo_53627	9					84815
53628	monm050704	3			hunterinfo_53628	9					84816
53629	monm050201	7			hunterinfo_53629	9					84817
53619	monm052104	10			hunterinfo_53619	9					84807
53630	monm050607	1			hunterinfo_53630	9					84818
53631	monm050400	5			hunterinfo_53631	9					84819
53633	monm050502	10			hunterinfo_53633	9					84821
53637	monm051101	10			hunterinfo_53637	9					84825
53638	monm050704	5			hunterinfo_53638	9					84826
53639	monm050603	4			hunterinfo_53639	9					84827
53641	monm050601	5			hunterinfo_53641	9					84829
53651	monm050602	5			hunterinfo_53651	9					84829
53643	monm050400	10			hunterinfo_53643	9					84831
53653	monm052100	5			hunterinfo_53653	9					84831
53644	monm050701	1			hunterinfo_53644	9					84832
53654	monm050702	3			hunterinfo_53654	9					84832
53645	monm051101	5			hunterinfo_53645	9					84833
53655	monm051102	5			hunterinfo_53655	9					84833
53646	monm050106	1			hunterinfo_53646	9					84834
53656	monm052201	1			hunterinfo_53656	9					84834
53647	monm052202	1			hunterinfo_53647	9					84835
53657	monm052300	5			hunterinfo_53657	9					84835
53648	monm052600	1			hunterinfo_53648	9					84836
53658	monm052500	1			hunterinfo_53658	9					84836
53649	monm050504	8			hunterinfo_53649	9					84837
53659	monm050505	8			hunterinfo_53659	9					84837
53660	monm050201	2			hunterinfo_53660	9					84852
53661	monm050701	1			hunterinfo_53661	9					84853
53662	monm050702	5			hunterinfo_53662	9					84853
53663	monm050107	3			hunterinfo_53663	9					84854
53664	monm050704	5			hunterinfo_53664	9					84855
53665	WorldNpc02280				hunterinfo_53665	9		1	QiecuoTitle_53665	QiecuoMenu_53665	84856
53666	monm050205	1			hunterinfo_53666	9					84860
53605	monm050107	5			hunterinfo_53605	9					84793
53604	monm050204	3			hunterinfo_53604	9					84792
53606	monm050701	1			hunterinfo_53606	9					84794
53608	monm050206	8			hunterinfo_53608	9					84796
53610	monm051103	8			hunterinfo_53610	9					84798
53613	monm051400	8			hunterinfo_53613	9					84801
53614	monm051305	2			hunterinfo_53614	9					84802
53618	monm051203	8			hunterinfo_53618	9					84806
53621	monm050700	2			hunterinfo_53621	9					84809
53622	monm052101	3			hunterinfo_53622	9					84810
53669	monm051101	8			hunterinfo_53669	9					84816
53632	monm050700	5			hunterinfo_53632	9					84820
53635	monm050206	3			hunterinfo_53635	9					
53636	monm050100	2			hunterinfo_53636	9					
53640	monm050104	5			hunterinfo_53640	9					84828
53642	monm050502	5			hunterinfo_53642	9					84830
53652	monm050501	8			hunterinfo_53652	9					84830
53668	monm050600	1			hunterinfo_53668	9					84863
53634	monm051400	5			hunterinfo_53634	9					84822
53670	monm053205	5			hunterinfo_53670	9					84871
53671	monm053100	5			hunterinfo_53671	9					84872
53672	monm053200	6			hunterinfo_53672	9					84873
53673	monm053105	1			hunterinfo_53673	9					84874
53674	monm053700	3			hunterinfo_53674	9					84875
53675	monm053102	5			hunterinfo_53675	9					84876
53676	monm053300	3			hunterinfo_53676	9					84877
53677	montg17004				hunterinfo_53677	9					84878
53678	monm053500	5			hunterinfo_53678	9					84879
53667	WorldNpc02281	1			hunterinfo_53667	9		1	QiecuoTitle_53667	QiecuoMenu_53667	84860
53679	monm053101	5			hunterinfo_53679	9					84880
53650	monm050103	5			hunterinfo_53650	9					84828
