STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	RefreshMonster	TrackInfo	SceneID	HideAccept	IsNeedCreator	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID	QieCuoLevel
15261	month_gj001	1			13			0				
15254	monc022101	5		hunterinfo_15254	13							
15255	month_gj003	3		hunterinfo_15255	13							
15257	newmp_gumu_020	1		hunterinfo_15257	541			1	QiecuoTitle_15257	QiecuoMenu_15257	20513	1
15258	newmp_gumu_004	1		hunterinfo_15258	541			1	QiecuoTitle_15258	QiecuoMenu_15258	20713	1
15259	newmp_gumu_011	1		hunterinfo_15259	541			1	QiecuoTitle_15259	QiecuoMenu_15259	20714	1
15262	monc022101	5		hunterinfo_15262	13						20720	
15263	lmbj_zyb_001	3		hunterinfo_15263	15						20552	
15264	gmp_zyb_srz_001	1		hunterinfo_15264	15						20551	
15265	gmp_zyb_srz_002	4		hunterinfo_15265	15						20551	
15256	newmp_gumu_011_wd	1		hunterinfo_15256	11			1	QiecuoTitle_15256	QiecuoMenu_15256	20502	1
15481												
15260	monc022108	5		hunterinfo_15260	13						20715	
15369	newschool_rumen_qiyu_006	3		hunterinfo_15369	14						20679	
15250	newschool_rumen_qiyu_003	1		hunterinfo_15250	14			1			20673	
15300	wuxb			hunterinfo_15300								
15301	wuxb			hunterinfo_15301								
15302	wuxb			hunterinfo_15302								
15303	wuxb			hunterinfo_15303								
15304	wuxb			hunterinfo_15304								
15483		1		hunterinfo_15483				1				
15482	newmp_gumu_009	1		hunterinfo_15482	541			1			20652	-10
15484	montg02004	5		hunterinfo_15484	1						20654	
15485	montg03004	5		hunterinfo_15485	17						20655	
15486	montg04004	5		hunterinfo_15486	17						20656	
15487	montg07003	5		hunterinfo_15487	3						20657	
15488	montg28001	5		hunterinfo_15488	16						20658	
15489	montg07002	5		hunterinfo_15489	3						20659	
15490	montg04005	5		hunterinfo_15490	17						20660	
15491	montg28005	5		hunterinfo_15491	16						20666	
15492	montg28006	5		hunterinfo_15492	16						20667	
15493	montg29006	5		hunterinfo_15493	9						20668	
