STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	CountEx	RefreshMonster	TrackInfo	SceneID	HideNpcID	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
46826		1			hunterinfo_46826	24					
46827		1			hunterinfo_46827	24					
46828		1			hunterinfo_46828	24					
46829		1			hunterinfo_46829	24					
46830		1			hunterinfo_46830	24					
46831		1			hunterinfo_46831	24					
46832		1			hunterinfo_46832	24					
46833		1			hunterinfo_46833	24					
46834		1			hunterinfo_46834	24					
46835		1			hunterinfo_46835	24					
46836		1			hunterinfo_46836	24					
46837		1			hunterinfo_46837	24					
46838		1			hunterinfo_46838	24					
46839		1			hunterinfo_46839	24					
46840		1			hunterinfo_46840	24					
46841		1			hunterinfo_46841	24					
46842		1			hunterinfo_46842	24					
46800	monf071802	4			hunterinfo_46800	24					83600
46801	monf071800	3			hunterinfo_46801	24					83600
46802	monf071801	1			hunterinfo_46802	24					83601
46805	monf071500	4			hunterinfo_46805	24					83603
46806	monf071501	1			hunterinfo_46806	24					83603
46807	monf071301	3			hunterinfo_46807	24					83604
46808	monf071300	3			hunterinfo_46808	24					83604
46809	monf071302	6			hunterinfo_46809	24					83605
46810	monf071104	3			hunterinfo_46810	24					83606
46811	monf071100	5			hunterinfo_46811	24					83606
46812	monf071101	6			hunterinfo_46812	24					83607
46813	monf071102	4			hunterinfo_46813	24					83608
46815	monf071600	3			hunterinfo_46815	24					83609
46816	monf071200	5			hunterinfo_46816	24					83610
46817	monf071201	1			hunterinfo_46817	24					83610
46819	monf071701	3			hunterinfo_46819	24					83612
46820	monf071700	3			hunterinfo_46820	24					83612
46821	monf071600	3			hunterinfo_46821	24					83613
46822	monf071701	3			hunterinfo_46822	24					83613
46823	monf071400	5			hunterinfo_46823	24					83614
46824	monf071300	4			hunterinfo_46824	24					83614
46825	monf071401	3			hunterinfo_46825	24					83615
46814	monf071601	1			hunterinfo_46814	24					83609
46818	monf071702	3			hunterinfo_46818	24					83611
46804	monf071401	5			hunterinfo_46804	24					83602
46803	monf071400	5			hunterinfo_46803	24					83602
