STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	RefreshMonster	TrackInfo	SceneID	HideAccept	IsNeedCreator	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID	ActionID
4001	monv040100	3		hunterinfo_4001	1						24013	
4004	monv040200	2		hunterinfo_4004	1						24026	
4005	monv040200	3		hunterinfo_4005	1						24036	
4014	monv042300	6		hunterinfo_4014	1						24072	
4023	monf040400	6		hunterinfo_4023_1	21						24105	
4024	bossf040100	1		hunterinfo_4024_2	21						24105	
4026	monf041100	6		hunterinfo_4026	21						24115	
4027	monf041200	6		hunterinfo_4027	21						24116	
4028	monf041400	4		hunterinfo_4028_1	21						24119	
4029	bossf040200	1		hunterinfo_4029_2	21						24119	
4031	monf042100	6		hunterinfo_4031	21						24122	
4032	monf042300	5		hunterinfo_4032_1	21						24132	
4033	monf042400	5		hunterinfo_4033_2	21						24132	
4035	WorldNpc06010	1		hunterinfo_4035	21			1	QiecuoTitle_4035	QiecuoMenu_4035	24136	
4036	monf042600	6		hunterinfo_4036_1	21						24141	
4037	bossf040400	1		hunter24141_2	21							
4043	monf051200	5		hunterinfo_4043	22						24170	
4044	monrf051000	1		hunterinfo_4044	22		1				24176	
4045	bossf050100	1		hunterinfo_4045	22						24178	
4047	monf051700	6		hunterinfo_4047	22							
4048	monf051400	8		hunterinfo_4048	22						24190	
4049	WorldNpc09804	1		hunterinfo_4049	17			1	QiecuoTitle_4049	QiecuoMenu_4049	24200	
4050	monrc050300	1		hunterinfo_4050	17							
4051	monrc050400	1		hunterinfo_4051	17							
4052	WorldNpc09803	1		hunterinfo_4052	17			1	QiecuoTitle_4052	QiecuoMenu_4052	24209	
4055	monrc050900	1		hunterinfo_4055_1	17		1				24214	
4056	monrc051000	1		hunterinfo_4056_2	17		1				24214	
4057	monrc051100	1		hunterinfo_4057_3	17		1				24214	
4058	WorldNpc09806	1		hunterinfo_4058_1	17			1	QiecuoTitle_4058	QiecuoMenu_4058	24220	
4059	monrc050900	1	1023;1024;1025;1026	hunter24223_1	17							
4060	monrc051000	1		hunter24223_2	17							
4061	monrc051100	1		hunter24223_3	17							
4062	monrc051200	1		hunter24223_4	17							
4063	WorldNpc09601	1		hunterinfo_4063	17			1	QiecuoTitle_4063	QiecuoMenu_4063	24226	
4064	WorldNpc09813	1		hunterinfo_4064	17			1	QiecuoTitle_4064	QiecuoMenu_4064	24231	
4065	WorldNpc09611	1		hunterinfo_4065	17			1	QiecuoTitle_4065	QiecuoMenu_4065	24238	
4071	WorldNpc09616	1		hunterinfo_4071	17			1	QiecuoTitle_4071	QiecuoMenu_4071	24279	
4072	bossc050100	1		hunterinfo_4072	17						24281	
4073	monrv041000	1	1044	hunterinfo_4073	1							
4075	monc033500	6		hunterinfo_4075_2	15							
4076	WorldNpc08841	1		hunterinfo_4076	13			1	QiecuoTitle_4076	QiecuoMenu_4076	24299	
4080	monf031300	6		hunterinfo_4080	20						24309	
4081	monrf032900	4		hunterinfo_4081	20		1				24318	
4082	monrf033200	6		hunterinfo_4082	20		1				24321	
4085	monf031300	6		hunterinfo_4085	20							
4086	bossf030200	1		hunterinfo_4086	20							
4087	bossf030100	1		hunterinfo_4087	20						24334	
4088	WorldNpc08408	1		hunterinfo_4088	13			1	QiecuoTitle_4088	QiecuoMenu_4088	24338	
4090	WorldNpc08834	1		hunterinfo_4090	13			1	QiecuoTitle_4090	QiecuoMenu_4090	24350	
4091	WorldNpc08519	1		hunterinfo_4091	13			1	QiecuoTitle_4091	QiecuoMenu_4091	24354	
4092	WorldNpc08840	1		hunterinfo_4092	13			1	QiecuoTitle_4092	QiecuoMenu_4092	24358	
