STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	CountEx	RefreshMonster	TrackInfo	SceneID	HideNpcID	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
32686					hunterinfo_32686	2					
32687					hunterinfo_32687	2					
32688					hunterinfo_32688	2					
32689					hunterinfo_32689	2					
32600	monv020102	10			hunterinfo_32600	2					80342
32601	monv020303	10			hunterinfo_32601	2					80343
32602	monv020103	10			hunterinfo_32602	2					80344
32604	monv025101	10			hunterinfo_32604	2					80346
32606	monv020304	10			hunterinfo_32606	2					80348
32607	monv020102	10			hunterinfo_32607	2					80349
32608	monv023103	10			hunterinfo_32608	2					80350
32609	WorldNpc09220	1			hunterinfo_32609	2		1	QiecuoTitle_32609	QiecuoMenu_32609	80351
32611	WorldNpc09153	1			hunterinfo_32611	2		1	QiecuoTitle_32611	QiecuoMenu_32611	80353
32612	WorldNpc09407	1			hunterinfo_32612	2		1	QiecuoTitle_32612	QiecuoMenu_32612	80366
32613	monv025302	10			hunterinfo_32613	2					80367
32615	monv023401	10			hunterinfo_32615	2					80369
32616	monv023503	10			hunterinfo_32616	2					80370
32617	monv025201	10			hunterinfo_32617	2					80371
32618	monv022103	10			hunterinfo_32618	2					80372
32619	monv025502	10			hunterinfo_32619	2					80373
32620	WorldNpc09302	1			hunterinfo_32620	2		1	QiecuoTitle_32620	QiecuoMenu_32620	80374
32621	WorldNpc09222	1			hunterinfo_32621	2		1	QiecuoTitle_32621	QiecuoMenu_32621	80375
32622	monv020503	10			hunterinfo_32622	2					80376
32630	monv020301	10			hunterinfo_32630	2					80388
32624	monv024101	10			hunterinfo_32624	2					80394
32640	monv024102	10			hunterinfo_32640	2					80394
32626	monv022105	10			hunterinfo_32626	2					80396
32642	WorldNpc09218	1			hunterinfo_32642	2		1	QiecuoTitle_32642	QiecuoMenu_32642	80396
32629	monv023101	10			hunterinfo_32629	2					80393
32627	WorldNpc09221	1			hunterinfo_32627	2		1	QiecuoTitle_32627	QiecuoMenu_32627	80397
32643	WorldNpc09222	1			hunterinfo_32643	2		1	QiecuoTitle_32643	QiecuoMenu_32643	80397
32628	monv025401	10			hunterinfo_32628	2					80398
32644	monv025501	10			hunterinfo_32644	2					80398
32645	monv025301	10			hunterinfo_32645	2					80399
32646	monv025302	10			hunterinfo_32646	2					80400
32631	monv023202	10			hunterinfo_32631	2					80401
32647	monv023402	10			hunterinfo_32647	2					80401
32633	WorldNpc09408	1			hunterinfo_32633	2		1	QiecuoTitle_32633	QiecuoMenu_32633	80403
32649	WorldNpc09409	1			hunterinfo_32649	2		1	QiecuoTitle_32649	QiecuoMenu_32649	80403
32634	monv023301	10			hunterinfo_32634	2					80404
32650	monv023302	10			hunterinfo_32650	2					80404
32635	monv023202	10			hunterinfo_32635	2					80405
32651	monv023201	10			hunterinfo_32651	2					80405
32625	WorldNpc09306	1			hunterinfo_32625	2		1	QiecuoTitle_32625	QiecuoMenu_32625	80395
32641	WorldNpc09310	1			hunterinfo_32641	2		1	QiecuoTitle_32641	QiecuoMenu_32641	80395
32637	monv020301	10			hunterinfo_32637	2					80407
32653	monv020102	10			hunterinfo_32653	2					80407
32638	monv025103	10			hunterinfo_32638	2					80408
32654	monv025102	10			hunterinfo_32654	2					80408
32639	monv020203	10			hunterinfo_32639	2					80409
32655	monv020202	10			hunterinfo_32655	2					80409
32656	monv022101	10			hunterinfo_32656	2					80410
32657	monv024103	10			hunterinfo_32657	2					80411
32658	monv022103	10			hunterinfo_32658	2					80412
32659	monv025203	10			hunterinfo_32659	2					80413
32660	monv023201	10			hunterinfo_32660	2					80414
32661	monv020402	10			hunterinfo_32661	2					80415
32662	WorldNpc09207	1			hunterinfo_32662	2		1	QiecuoTitle_32662	QiecuoMenu_32662	80416
32663	WorldNpc09401	1			hunterinfo_32663	2		1	QiecuoTitle_32663	QiecuoMenu_32663	80434
32664	monv020301	10			hunterinfo_32664	2					80435
32665	WorldNpc09207	1			hunterinfo_32665	2		1	QiecuoTitle_32665	QiecuoMenu_32665	80436
32666	monv022205	10			hunterinfo_32666	2					80437
32667	monv020102	10			hunterinfo_32667	2					80438
32668	WorldNpc09311	1			hunterinfo_32668	2		1	QiecuoTitle_32668	QiecuoMenu_32668	80439
32669	monv020502	10			hunterinfo_32669	2					80440
32670	monv020103	10			hunterinfo_32670	2					80441
32671	monv025302	10			hunterinfo_32671	2					80442
32672	monv022206	10			hunterinfo_32672	2					80443
32673	WorldNpc09215	1			hunterinfo_32673	2		1	QiecuoTitle_32673	QiecuoMenu_32673	80444
32676	monv025101	10			hunterinfo_32676	2					80447
32680	monv025102	10			hunterinfo_32680	2					80447
32684	monv025103	10			hunterinfo_32684	2					80447
32677	monv024101	10			hunterinfo_32677	2					80448
32681	monv024102	10			hunterinfo_32681	2					80448
32685	monv024104	10			hunterinfo_32685	2					80448
32614	monv025103	10			hunterinfo_32614	2					80368
32623	monv020403	3			hunterinfo_32623	2					80377
32632	monv023102	10			hunterinfo_32632	2					80402
32648	monv023103	10			hunterinfo_32648	2					80402
32674	monv025103	10			hunterinfo_32674	2					80445
32678	monv025102	10			hunterinfo_32678	2					80445
32682	monv025303	10			hunterinfo_32682	2					80445
32610	WorldNpc09351	1			hunterinfo_32610	2		1	QiecuoTitle_32610	QiecuoMenu_32610	80352
32605	monv020203	3			hunterinfo_32605	2					80347
32683	monv022103	5			hunterinfo_32683	2					80446
32679	monv022102	5			hunterinfo_32679	2					80446
32675	monv022101	5			hunterinfo_32675	2					80446
32652	monv021600	3			hunterinfo_32652	2					80406
32636	monv021300	3			hunterinfo_32636	2					80406
32603	monv020201	5			hunterinfo_32603	2					80345
