STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	RefreshMonster	TrackInfo	SceneID	HideAccept	IsNeedCreator	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
10013	bossm060100	1		hunter40064	10						
10014	WorldNpc02691	1		hunter40074_1	10			1	QiecuoTitle_10014	QiecuoMenu_10014	
10015		3		hunter40074_2	10		1				
10016	WorldNpc02689	1		hunterinfo_10016	10			1	QiecuoTitle_10016	QiecuoMenu_10016	
10224	Summon00151	3		hunterinfo_10224	16		1				
10004	monrm062900	3		hunterinfo_10004	10		1				40098
10006	monrm063000	3		hunterinfo_10006	17		1				40111
10009	monrm063200	1		hunterinfo_10009	14		1				40124
10018	monrm064200	2		hunterinfo_10018	10		1				40055
10025	WorldNpc02629	1		hunterinfo_10025	10			1	QiecuoTitle_10025	QiecuoMenu_10025	40145
10185	monrm064100	3		hunterinfo_10185	10		1				40242
10186	WorldNpc02704	1		hunterinfo_10186	10			1	QiecuoTitle_10186	QiecuoMenu_10186	40246
10187	WorldNpc05807	1		hunterinfo_10187	21			1	QiecuoTitle_10187	QiecuoMenu_10187	40255
10188	WorldNpc05807	1		hunterinfo_10188	21			1	QiecuoTitle_10188	QiecuoMenu_10188	40258
10189	monf043400	6		hunterinfo_10189	21						40266
10190	monrf041100	1		hunterinfo_10190	21		1				40267
10191	monrm063900	3		hunterinfo_10191	10		1				40278
10192	monrm064000	3		hunterinfo_10192	10		1				40279
10200	WorldNpc09795	1		hunterinfo_10200	17			1	QiecuoTitle_10200	QiecuoMenu_10200	40291
10201	WorldNpc09798	1		hunterinfo_10201	17			1	QiecuoTitle_10201	QiecuoMenu_10201	40294
10205	WorldNpc09957	1		hunterinfo_10205	17			1	QiecuoTitle_10205	QiecuoMenu_10205	40304
10206	WorldNpc09958	1		hunterinfo_10206_1	17			1	QiecuoTitle_10206	QiecuoMenu_10206	40307
10208	WorldNpc09961	1		hunterinfo_10208	17			1	QiecuoTitle_10208	QiecuoMenu_10208	40308
10209	WorldNpc09959	1		hunterinfo_10209	17			1	QiecuoTitle_10209	QiecuoMenu_10209	40310
10210	monrc053600	1		hunterinfo_10210	17		1				40319
10211	monrf033400	10		hunterinfo_10211	20		1				40340
10213	WorldNpc06644	1		hunterinfo_10213_2	20			1	QiecuoTitle_10213	QiecuoMenu_10213	40341
10214	WorldNpc11002	1		hunterinfo_10214	13			1	QiecuoTitle_10214	QiecuoMenu_10214	40345
10216	WorldNpc11004	1		hunterinfo_10216	13			1	QiecuoTitle_10216	QiecuoMenu_10216	40347
10217	monrc030300	4		hunterinfo_10217	13		1				40348
10220	monrc030600	10		hunterinfo_10220	13		1				40352
10221	WorldNpc11008	1		hunterinfo_10221	13			1	QiecuoTitle_10221	QiecuoMenu_10221	40353
10222	WorldNpc10048	1		hunterinfo_10222	16			1	QiecuoTitle_10222	QiecuoMenu_10222	40356
10223	monrc043400	2		hunterinfo_10223	16		1				40359
10250	WorldNpc02656	1		hunterinfo_10250	10			1	QiecuoTitle_10250	QiecuoMenu_10250	40386
10252	monrc025002	3		hunterinfo_10252	13		1				40399
10253	WorldNpc08945	1		hunterinfo_10253	13			1	QiecuoTitle_10253	QiecuoMenu_10253	40410
10255	monrc025003	3		hunterinfo_10255	13		1				40422
