STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	RefreshMonster	TrackInfo	SceneID	HideAccept	IsNeedCreator	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
51304	FunnpcClone021019	1		hunterinfo_51304	16			1	QiecuoTitle_51304	QiecuoMenu_51304	7005
51305	2312412	1		hunterinfo_51305							7013
51306	2312	1		hunterinfo_51306							7014
51307	32412	1		hunterinfo_51307							7015
51308	23123	1		hunterinfo_51308							7017
51309	2312	1		hunterinfo_51309							7018
51310	23123	1		hunterinfo_51310							7019
51311	421412	1		hunterinfo_51311							7016
51312	monc042100										
51313	45234	1		hunterinfo_51313							7032
51314	241231	1		hunterinfo_51314							7033
51315	5312523	1		hunterinfo_51315							7034
51316	78356	1		hunterinfo_51316							7035
51317	94842	1		hunterinfo_51317							7036
51318	34127	1		hunterinfo_51318							7037
51319	54262	1		hunterinfo_51319							7038
51321											
51324	51324	1		hunterinfo_51324							7040
51326	51326	1		hunterinfo_51326							7041
51328	51328	1		hunterinfo_51328							7042
51320	241299	1		hunterinfo_51320							
51329	51329	1		hunterinfo_51329							
