STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	RefreshMonster	TrackInfo	SceneID	HideAccept	IsNeedCreator	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
9500	NpcSchool000002	1		hunterinfo_9500	72			0	QiecuoTitle_9500	QiecuoMenu_9500	51014
9501	NpcSchool000003	1		hunterinfo_9501	72			1	QiecuoTitle_9501	QiecuoMenu_9501	51011
9502	NpcSchool000001	1		hunterinfo_9502	2			1			51031
9503	bjyd001	1		hunterinfo_9503	17			1	QiecuoTitle_9503	QiecuoMenu_9503	51105
9504	monc050104	3		hunterinfo_9504	17						51111
9505	monc050601	3		hunterinfo_9505	17						51114
9506	monrc055702	5		hunterinfo_9506							51114
9571	npc_wmp_2nzy_tf	2		hunterinfo_9571	15						51281
9572	npc_wmp_2nzy_csz1	1		hunterinfo_9572	15						51282
9530	AttackNpc_wmp_2nglm_duhe	1		hunterinfo_9530	17						51242
9507	Npc_wmp_1n_cc_xex	1		hunterinfo_9507	17			1	QiecuoTitle_9507	QiecuoMenu_9507	51220
9601	9601w	1		hunterinfo_9601							51203
9600	Npc_wmp_2n_xx_l01	1		hunterinfo_9600	17						51202
9510	Npc_wmp_1n_cc_xzy	1		hunterinfo_9510	17			0	QiecuoTitle_9510	QiecuoMenu_9510	51223
9511	Npc_wmp_1n_cc_wdr	1		hunterinfo_9511	17			0	QiecuoTitle_9511	QiecuoMenu_9511	51223
9512	Npc_wmp_1n_cc_xsf	1		hunterinfo_9512	17			0	QiecuoTitle_9512	QiecuoMenu_9512	51223
9513	Npc_wmp_1n_cc_ylk	1			17			1			
9514	Npc_wmp_1n_cc_ylk	1			17			1			
9509	Npc_wmp_1n_cc_mz	1		hunterinfo_9509	14			0	QiecuoTitle_9509	QiecuoMenu_9509	51228
9610	9610w	1		hunterinfo_9610							51265
9611	Npc_wmp_2ndy_c_xex03	1		hunterinfo_9611							51269
9620	NPC_wmp_2ndy_xhh	2		hunterinfo_9620	15						51263
9573	npc_wmp_2nzy_bk	2		hunterinfo_9573	15						
9574	npc_wmp_2nzy_bk1	2		hunterinfo_9574	15						
9575	npc_wmp_2nzy_bk2	2		hunterinfo_9575	15						51282
9508	Npc_wmp_1n_cc_jbxs	1		hunterinfo_9508	17			0	QiecuoTitle_9508	QiecuoMenu_9508	51222
