STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	RefreshMonster	TrackInfo	SceneID	HideAccept	IsNeedCreator	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
6007	WorldNpc03128	1		hunterinfo_6007	6			1	QiecuoTitle_6007	QiecuoMenu_6007	44042
6011	monrm023000	3		hunterinfo_6011_1	6		1				44062
6012	WorldNpc03148	1		hunterinfo_6012_2	6			1	QiecuoTitle_6012	QiecuoMenu_6012	44062
6013	monrm023100	3		hunterinfo_6013	6		1				44069
6014	monrm023200	3		hunterinfo_6014_1	6		1				44073
6015	WorldNpc03152	1		hunterinfo_6015_2	6			1	QiecuoTitle_6015	QiecuoMenu_6015	44073
6017	WorldNpc03154	1		hunterinfo_6017_2	6			1	QiecuoTitle_6017	QiecuoMenu_6017	44078
6019	WorldNpc03156	1		hunterinfo_6019_1	6			1	QiecuoTitle_6019	QiecuoMenu_6019	44087
6021	WorldNpc03161	1		hunterinfo_6021	6			1	QiecuoTitle_6021	QiecuoMenu_6021	44123
6023	WorldNpc03166	1		hunterinfo_6023	6			1	QiecuoTitle_6023	QiecuoMenu_6023	44137
6050	monrv010100	1		hunterinfo_6050	4		1				44483
6051	monrv010200	1		hunterinfo_6051	4		1				44488
6052	monrv010300	2		hunterinfo_6052	4		1				44494
6054	monrv010500	2		hunterinfo_6054_1	4		1				44508
6056	monrv010600	2		hunterinfo_6056	4		1				44513
6057	monrv010900	3		hunterinfo_6057	4		1				44518
6058	monrv010700	1		hunterinfo_6058	4		1				44522
6060	monrm024000	1		hunterinfo_6060	6		1				44530
6062	monrm024100	2		hunterinfo_6062	6		1				44539
6065	monrm024200	3		hunterinfo_6065_2	26		1				44550
6066	monrm024300	2		hunterinfo_6066_1	26		1				44553
6067	monrm024400	3		hunterinfo_6067_2	26		1				44553
6068	monrm024500	4		hunterinfo_6068	26		1				44559
6070	monrm024600	4		hunterinfo_6070_2	26		1				44562
6103	monrm075600	3		hunterinfo_6103	11		1				44156
6104	monrm075700	1		hunterinfo_6104	11		1				44158
6130	WorldNpc02110	1		hunterinfo_6130_1	19			1	QiecuoTitl_6130	QiecuoMenu_6130	44196
6131	WorldNpc02111	1		hunterinfo_6131_2	19			1	QiecuoTitl_6131	QiecuoMenu_6131	44196
6132	monrf020100	1		hunterinfo_6132_1	19		1				44199
6135	monrf020300	3		hunterinfo_6135	19		1				44204
6136	monrf020600	3		hunterinfo_6136	19		1				44206
6137	WorldNpc02113	1		hunterinfo_6137	19			1	QiecuoTitl_6137	QiecuoMenu_6137	44209
6138	monrf020400	3		hunterinfo_6138_1	19		1				44210
6139	monrf020500	3		hunterinfo_6139_2	19		1				44210
6150	WorldNpc03137	1		hunterinfo_6150	6			1			44439
6152	monrv022700	3		hunterinfo_6152_1	2		1				44450
6153	monrv023400	4		hunterinfo_6153_2	2		1				44450
6154	monrv022800	3		hunterinfo_6154	2		1				44453
6170	monrf033800	3		hunterinfo_6170	20		1				44242
6172	WorldNpc06663	1		hunterinfo_6172	20			1	QiecuoTitl_6172	QiecuoMenu_6172	44245
6173	monf030100	3		hunterinfo_6173	20						44248
6175	monrf033900	3		hunterinfo_6175	20		1				44254
6176	monrf034100	3		hunterinfo_6176	20		1				44255
6200	WorldNpc10052	1		hunterinfo_6200	16			1	QiecuoTitle_6200	QiecuoMenu_6200	44290
6203	WorldNpc10056	1		hunterinfo_6203_2	16			1	QiecuoTitle_6203	QiecuoMenu_6203	44298
6204	WorldNpc08527	1		hunterinfo_6204	13			1	QiecuoTitle_6204	QiecuoMenu_6204	44302
6205	monrc022100	4		hunterinfo_6205	13		1				44303
6206	monc021500	5		hunterinfo_6206_1	13						44305
6207	monrc022200	5		hunterinfo_6207_2	13		1				44305
6208	WorldNpc08524	1		hunterinfo_6208	13			1	QiecuoTitle_6208	QiecuoMenu_6208	44306
6209	WorldNpc03116	1		hunterinfo_6209	6			1	QiecuoTitle_6209	QiecuoMenu_6209	44322
6210	WorldNpc03114	1		hunterinfo_6210_1	6			1	qiecuotitle_6210	QiecuoMenu_6210	44310
6211	WorldNpc03115	1		hunterinfo_6211_2	6			1	qiecuotitle_6211	QiecuoMenu_6211	44310
6220	monm075300	10		hunterinfo_6220	11				QiecuoTitl_6220	QiecuoMenu_6220	44387
6221	monrm075900	3		hunterinfo_6221	11		1		QiecuoTitl_6221	QiecuoMenu_6221	44389
6223	monrm076000	5		hunterinfo_6223	11		1		QiecuoTitl_6223	QiecuoMenu_6223	44392
6224	WorldNpc04770	1		hunterinfo_6224	11			1	QiecuoTitl_6224	QiecuoMenu_6224	44395
6226	monm074500	10		hunterinfo_6226	11						44400
6227	monm076400	10		hunterinfo_6227	11						44402
6228	monm073100	10		hunterinfo_6228	11						44403
6229	monm073200	5		hunterinfo_6229	11						44404
6230	WorldNpc04600	1		hunterinfo_6230	11			1	QiecuoTitl_6230	QiecuoMenu_6230	44405
6231	monrm076200	3		hunterinfo_6231	11		1				44406
6233	monrm076300	5		hunterinfo_6233	11		1				44408
6234	WorldNpc04583	1		hunterinfo_6234	11			1	QiecuoTitl_6234	QiecuoMenu_6234	44410
6235	monrm076400	4		hunterinfo_6235	11		1				44410
6237	WorldNpc04602	1		hunterinfo_6237	11			1	QiecuoTitl_6237	QiecuoMenu_6237	44413
6222	WorldNpc04596	1		hunterinfo_6222	11			1	QiecuoTitle_6222	QiecuoMenu_6222	44391
6212	monrc044200	5		hunterinfo_6212	16		1				44337
6213	monrc044300	5		hunterinfo_6213_1	16		1				44348
6214	WorldNpc10063	1		hunterinfo_6214_2	16			1	QiecuoTitle_6214	QiecuoMenu_6214	44348
6215	monrc044400	5		hunterinfo_6215	16		1				44351
6216	WorldNpc10059	1		hunterinfo_6216	16			1	QiecuoTitle_6216	QiecuoMenu_6216	44352
6217	monrc044500	8		hunterinfo_6217	16		1				44356
6218	monrc044600	10		hunterinfo_6218	16		1				44357
6219	WorldNpc10061	1		hunterinfo_6219	16			1	QiecuoTitle_6219	QiecuoMenu_6219	44363
6071	WorldNpc07002	1		hunterinfo_6071	26			1	QiecuoTitle_6071	QiecuoMenu_6071	44568
6072	WorldNpc06914	1		hunterinfo_6072	26			1	QiecuoTitle_6072	QiecuoMenu_6072	44575
6151	WorldNpc09404	1		hunterinfo_6151	2			1	QiecuoTitle_6151	QiecuoMenu_6151	44447
6055	WorldNpc10702	1		hunterinfo_6055_2	4			1	QiecuoTitle_6055	QiecuoMenu_6055	44508
6059	WorldNpc10704	1		hunterinfo_6059	4			1	QiecuoTitle_6059	QiecuoMenu_6059	44526
6061	WorldNpc03173	1		hunterinfo_6061	6			1	QiecuoTitle_6061	QiecuoMenu_6061	44533
6063	WorldNpc06907	1		hunterinfo_6063	26			1	QiecuoTitle_6063	QiecuoMenu_6063	44545
6064	WorldNpc06909	1		hunterinfo_6064_1	26			1	QiecuoTitle_6064	QiecuoMenu_6064	44550
6069	WorldNpc06913	1		hunterinfo_6069_1	26			1	QiecuoTitle_6069	QiecuoMenu_6069	44562
6053	WorldNpc10701	1		hunterinfo_6053	4			1	QiecuoTitle_6053	QiecuoMenu_6053	44507
6100	WorldNpc04441	1		hunterinfo_6100	11			1	QiecuoTitle_6100	QiecuoMenu_6100	44148
6238	WorldNpc10061	1		hunterinfo_6238	16			1	QiecuoTitle_6238	QiecuoMenu_6238	44364
6225	monrm076100	4		hunterinfo_6225	11		1				44400
6236	monrm076500	3		hunterinfo_6236	11		1				44412
6174	WorldNpc06665	1		hunterinfo_6174	20			1	QiecuoTitle_6174	QiecuoMenu_6174	44250
6157	monrv023600	1		hunterinfo_6157_3	2		1				44472
6177	monrf034000	1		hunterinfo_6177	20		1				44256
6134	WorldNpc02115	1		hunterinfo_6134	19			1	QiecuoTitle_6134	QiecuoMenu_6134	44201
6101	WorldNpc04441	1		hunterinfo_6101	11			1	QiecuoTitle_6101	QiecuoMenu_6101	44152
6155	monrv022900	3		hunterinfo_6155_1	2		1				44472
6156	monrv023500	2		hunterinfo_6156_2	2		1				44472
6102	WorldNpc04444	1		hunterinfo_6102	11			1	QiecuoTitle_6102	QiecuoMenu_6102	44154
6171	WorldNpc06662	1		hunterinfo_6171	20			1	QiecuoTitle_6171	QiecuoMenu_6171	44244
6201	monc043400	5		hunterinfo_6201	16						44292
6202	monrc044100	3		hunterinfo_6202_1	16		1				44298
6002	monrm024722	3		hunterinfo_6002	6		1				44017
6105	monrm079515	3		hunterinfo_6105	11						44161
6106	monrm079515	3		hunterinfo_6106	11		1				44162
6109	wd165	1		hunterinfo_6109	11			1	QiecuoTitle_6109	QiecuoMenu_6109	44165
6016	monrm023300	3		hunterinfo_6016_1	6		1				44078
6020	monrm023500	3		hunterinfo_6020_2	6		1				44087
6022	monrm023700	3		hunterinfo_6022	6		1				44134
6107	monrm079517	3		hunterinfo_6107_1	11						44164
6108	monrm079516	1		hunterinfo_6108_2	11		1				44164
6003	monrm022400	3		hunterinfo_6003	6		1				44026
6240	monrm022600	1		hunterinfo_6240	6						44026
6001	WorldNpc03155	1		hunterinfo_6001	6			1	QiecuoTitle_6001	QiecuoMenu_6001	44006
6008	monrm022700	2		hunterinfo_6008_1	6		1				44055
6009	monrm022800	3		hunterinfo_6009_2	6		1				44055
6010	monrm022900	3		hunterinfo_6010	6		1				
6241	WorldNpc03299	1		hunterinfo_6241	6			1	QiecuoTitle_6241	QiecuoMenu_6241	44082
6018	monrm023400	1		hunterinfo_6018	6		1				44081
6005	monm020700	4		hunterinfo_6005_1	6		1				44041
6006	monm020701	3		hunterinfo_6006_2	6		1				44041
6239	monrm024721	3		hunterinfo_6239	6						
6004	monrm024724	1		hunterinfo_6004	6				QiecuoTitle_6004	QiecuoMenu_6004	44030
