STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	CountEx	RefreshMonster	TrackInfo	SceneID	HideNpcID	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
71657	waiyuboss_wy_019	3			hunterinfo_71657						71652
71656	waiyuboss_wy_018	3			hunterinfo_71656						71652
71658	waiyuboss_wy_020	3			hunterinfo_71658						71652
71659	waiyuboss_wy_021	3			hunterinfo_71659						71652
71660	waiyuboss_wy_022	3			hunterinfo_71660						71652
71661	npc_mmzw_wyxg_area	5			hunterinfo_71661	12					71669
71662	npc_mmzw_wyxg_area	5			hunterinfo_71662	11					71671
71663	npc_mmzw_wyxg_area	5			hunterinfo_71663	10					71673
71664	npc_mmzw_wyxg_area	5			hunterinfo_71664	6					71675
71665	npc_mmzw_wyxg_area	5			hunterinfo_71665	8					71677
71666	npc_mmzw_wyxg_area	5			hunterinfo_71666	5					71679
71667	npc_mmzw_wyxg_area	5¡¯			hunterinfo_71667	9					71681
71668	npc_mmzw_wyxg_area	5			hunterinfo_71668	7					71683
71669	waiyuwulin_88_037	1			hunterinfo_71669	2		1	QiecuoTitle_71669	QiecuoMenu_71669	71655
71700	waiyuwulin_88_025	1			hunterinfo_71700	2		1	QiecuoTitle_71700	QiecuoMenu_71700	71658
71653	waiyuwulin_88_041	1			hunterinfo_71653	14		1	QiecuoTitle_71653	QiecuoMenu_71653	"7,166,071,661,716,620,000,000,000,000,000,000,000,000"
71654	waiyuwulin_88_042	1			hunterinfo_71654	14		1	QiecuoTitle_71654	QiecuoMenu_71654	"7,166,071,661,716,620,000,000,000,000,000,000,000,000"
71655	waiyuwulin_88_043	1			hunterinfo_71655	14		1	QiecuoTitle_71655	QiecuoMenu_71655	"7,166,071,661,716,620,000,000,000,000,000,000,000,000"
71804	npc_em_mxm02	4			hunterinfo_71804	651		0			71802
71805	npc_em_mxm03	4			hunterinfo_71805	651		0			71802
71701	waiyuwulin_88_026	1			hunterinfo_71701	2		1	QiecuoTitle_71701	QiecuoMenu_71701	71658
71651	waiyuwulin_88_039	1			hunterinfo_71651	17		1	QiecuoTitle_71651	QiecuoMenu_71651	"7,166,071,661,716,620,000,000,000,000,000,000,000,000"
71652	waiyuwulin_88_040	1			hunterinfo_71652	17		1	QiecuoTitle_71652	QiecuoMenu_71652	"7,166,071,661,716,620,000,000,000,000,000,000,000,000"
71816	npc_mmzw_other_005	1			hunterinfo_71816	14		1	QiecuoTitle_71816	QiecuoMenu_71816	71706
71817	npc_mmzw_other_006	1			hunterinfo_71817	14		1	QiecuoTitle_71817	QiecuoMenu_71817	71706
71818	npc_mmzw_other_007	1			hunterinfo_71818	14		1	QiecuoTitle_71818	QiecuoMenu_71818	71706
71819	npc_mmzw_other_008	1			hunterinfo_71819	14		1	QiecuoTitle_71819	QiecuoMenu_71819	71706
71820	npc_mmzw_other_009	1			hunterinfo_71820	14		1	QiecuoTitle_71820	QiecuoMenu_71820	71706
71800	npc_sl_mxm02	4			hunterinfo_71800	653		0			71800
71801	npc_sl_mxm03	4			hunterinfo_71801	653		0			71800
71802	npc_wd_mxm02	4			hunterinfo_71802	652		0			71801
71803	npc_wd_mxm03	4			hunterinfo_71803	652		0			71801
71812	npc_tm_mxm02	4				650		0			
71813	npc_tm_mxm03	4				650		0			
71806	npc_jlg_mxm02	4			hunterinfo_71806	649		0			71803
71807	npc_jlg_mxm03	4			hunterinfo_71807	649		0			71803
71808	npc_gb_mxm02	4			hunterinfo_71808	647		0			71804
71809	npc_gb_mxm03	4			hunterinfo_71809	647		0			71804
71810	npc_jzt_mxm02	4			hunterinfo_71810	648		0			71805
71811	npc_jzt_mxm03	4			hunterinfo_71811	648		0			71805
71814	npc_jyw_mxm02	4			hunterinfo_71814	646		0			71807
71815	npc_jyw_mxm03	4			hunterinfo_71815	646		0			71807
71703		2									71703
71704		4									71703
71828	mie_taskboss_002	2			hunterinfo_71828						71704
71824	mie_taskboss_001	2			hunterinfo_71824	650					71702
71827	NPC_mm_dy_34	1			hunterinfo_71827						
71826	NPC_mm_dy_33	1			hunterinfo_71826						
71825	NPC_mm_dy_32	1			hunterinfo_71825						
71702	mie_taskboss_004	1			hunterinfo_71702	646					71701
71829	mie_taskboss_005	1			hunterinfo_71829	646					71701
71830	mie_taskboss_006	1			hunterinfo_71830	646					71701
71823	NPC_mm_dy_28	1			hunterinfo_71823	647					71906
71822	NPC_mm_dy_27	1			hunterinfo_71822	647					71906
71821	NPC_mm_dy_26	1			hunterinfo_71821	647					71906
