STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	CountEx	RefreshMonster	TrackInfo	SceneID	HideNpcID	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
38840	monc043701	5			hunterinfo_38840	16					82000
38841	monc043700	5			hunterinfo_38841	16					82000
38842	monc043200	5			hunterinfo_38842	16					82001
38861	monc043602	5			hunterinfo_38861	16					82014
38860	monc043601	5			hunterinfo_38860	16					82014
38862	monc043300	5			hunterinfo_38862	16					
38858	monc043100	5			hunterinfo_38858	16					82013
38857	monc043400	5			hunterinfo_38857	16					82012
38856	monc043600	5			hunterinfo_38856	16					82011
38854	monc043300	5			hunterinfo_38854	16					82010
38855	monc043200	5			hunterinfo_38855	16					82010
38853	monc043601	5			hunterinfo_38853	16					82009
38849	monc043400	5			hunterinfo_38849	16					82006
38848	monc043100	5			hunterinfo_38848	16					82005
38846	monc043300	5			hunterinfo_38846	16					82004
38844	monc043200	6			hunterinfo_38844	16					82002
38843	monc043300	6			hunterinfo_38843	16					82002
38845	monc043100	5			hunterinfo_38845	16					82003
38847	monc043200	6			hunterinfo_38847	16					82004
38850	monc043101	6			hunterinfo_38850	16					82007
38852	monc043300	6			hunterinfo_38852	16					82008
38851	monc043602	3			hunterinfo_38851	16					82008
38859	monc043101	3			hunterinfo_38859	16					82013
