STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	CountEx	RefreshMonster	TrackInfo	SceneID	HideNpcID	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
58201	monm081503	3			hunterinfo_58201	12					86702
58202	monm081504	1			hunterinfo_58202	12					86702
58204	monrc047626	3			hunterinfo_58204	16					86708
58206	monrm079525	3			hunterinfo_58206	11					86718
58205	monrm089006	3			hunterinfo_58205	12					86719
58203	monrc013908	3			hunterinfo_58203	14					86704
58207	sl175	1			hunterinfo_58207	12		1	QiecuoTitle_58207	QiecuoMenu_58207	86712
58208	monrm079526	2				11					
58210	BossClone003005	1			hunterinfo_58210	29					86722
58209	smtzjy003	1			hunterinfo_58209	14		1	QiecuoTitle_58209	QiecuoMenu_58209	86722
