STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	CountEx	RefreshMonster	TrackInfo	SceneID	HideNpcID	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
73303	gmp_hd_02_011	1			hunterinfo_73303						
73201	sjy_zyb_003	3			hunterinfo_73201	13					73206
73215											
73204	newmp_jusjy_003	1			hunterinfo_73204	786		1	QiecuoTitle_73204	QiecuoMenu_73204	73212
73205	newmp_jusjy_004	1			hunterinfo_73205	786		1	QiecuoTitle_73205	QiecuoMenu_73205	73212
73203	newmp_jusjy_002	1			hunterinfo_73203	786		1	QiecuoTitle_73203	QiecuoMenu_73203	73212
73206	newmp_sjy_004	1			hunterinfo_73206	786		1	QiecuoTitle_73206	QiecuoMenu_73206	73212
73308		1									
73305	newschool_sjy_qcbl001	1			hunterinfo_73305	15					
73202	sjy_zyb_007	3			hunterinfo_73202	13					73208
73310	newschool_sjy_njxl001	50			hunterinfo_73310	9053					
73311	newschool_sjy_swdy001	15			hunterinfo_73311						73311
73312	newschool_sjy_swdy002	15			hunterinfo_73312						73311
73313	newschool_sjy_swdy003	1			hunterinfo_73313						73311
73401	newschool_lzy_sjy_ysjz001	3			hunterinfo_73401	786					
73210	hunter_sjyzyb_001	13			hunterinfo_73210	786					
73209	hunter_sjyzyb_001	13			hunterinfo_73209	786					
73207	zybmp_jusjy_003	3			hunterinfo_73207	13					73221
73208	zybmp_jusjy_004	1			hunterinfo_73208	13					73221
