STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	CountEx	RefreshMonster	TrackInfo	SceneID	HideNpcID	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
41657	monm070100	1			hunterinfo_41657	11					
41658	monm070100	1			hunterinfo_41658	11					
41659	monm070100	1			hunterinfo_41659	11					
41660	monm070100	1			hunterinfo_41660	11					
41661	monm070100	1			hunterinfo_41661	11					
41662	monm070100	1			hunterinfo_41662	11					
41663	monm070100	1			hunterinfo_41663	11					
41664	monm070100	1			hunterinfo_41664	11					
41665	monm070100	1			hunterinfo_41665	11					
41666	monm070100	1			hunterinfo_41666	11					
41667	monm070100	1			hunterinfo_41667	11					
41668	monm070100	1			hunterinfo_41668	11					
41669	monm070100	1			hunterinfo_41669	11					
41670	monm070100	1			hunterinfo_41670	11					
41671	monm070100	1			hunterinfo_41671	11					
41672	monm070100	1			hunterinfo_41672	11					
41673	monm070100	1			hunterinfo_41673	11					
41674	monm070100	1			hunterinfo_41674	11					
41675	monm070100	1			hunterinfo_41675	11					
41676	monm070100	1			hunterinfo_41676	11					
41677	monm070100	1			hunterinfo_41677	11					
41678	monm070100	1			hunterinfo_41678	11					
41679	monm070100	1			hunterinfo_41679	11					
41680	monm070100	1			hunterinfo_41680	11					
41681	monm070100	1			hunterinfo_41681	11					
41682	monm070100	1			hunterinfo_41682	11					
41683	monm070100	1			hunterinfo_41683	11					
41684	monm070100	1			hunterinfo_41684	11					
41685	monm070100	1			hunterinfo_41685	11					
41643	monm076603	5			hunterinfo_41643	11					86205
41646	monm076101	6			hunterinfo_41646	11					86210
41647	monm076300	3			hunterinfo_41647	11					86211
41649	monm076603	5			hunterinfo_41649	11					86217
41650	monm076400	5			hunterinfo_41650	11					86220
41651	monm076400	5			hunterinfo_41651	11					86223
41652	monm076603	5			hunterinfo_41652	11					86223
41653	monm076201	3			hunterinfo_41653	11					86224
41655	monm076601	5			hunterinfo_41655	11					86225
41656	monm076700	3			hunterinfo_41656	11					86226
41648	monm076200	3			hunterinfo_41648	11					86211
41654	monm076301	3			hunterinfo_41654	11					86224
41644	monm076301	5			hunterinfo_41644	11					86206
41645	monm076201	5			hunterinfo_41645	11					86206
