STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	RefreshMonster	TrackInfo	SceneID	HideAccept	IsNeedCreator	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
11009	monrm071900	3		hunterinfo_11009	11		1				
11017	WorldNpc04705	1		hunterinfo_11017	11			1			
11020	monm072600	10		hunterinfo_11020	11						
11021	WorldNpc04812	1		hunterinfo_11021	11			1			
11036	monrm073100	1		hunterinfo_11036	17						
11076	monrm073900	1		hunterinfo_11076	11						
11094	monc022300	10		hunterinfo_11094	13						
11096	monc022600	10		hunterinfo_11096	13						
11023	monrm074000	3		hunterinfo_11023	11		1				36107
11025	monrm072700	1		hunterinfo_11025	11		1				36113
11032	WorldNpc09624	1		hunterinfo_11032	17			1			36158
11033	WorldNpc09625	1		hunterinfo_11033	17			1			36160
11034	monrc053000	6		hunterinfo_11034	17		1				36164
11035	monc051500	5		hunterinfo_11035	17						36167
11037	WorldNpc09812	1		hunterinfo_11037	17			1			36178
11043	WorldNpc00386	1		hunterinfo_11043	12			1			36197
11045	WorldNpc00394	1		hunterinfo_11045	12			1			36209
11046	WorldNpc00395	1		hunterinfo_11046	12			1			36213
11050	WorldNpc00487	1		hunterinfo_11050	12			1			36224
11051	monrm081800	3		hunterinfo_11051	12		1				36233
11052	monrm081900	3		hunterinfo_11052	12		1				36237
11053	monrm082200	1		hunterinfo_11053	12		1				36238
11054	WorldNpc04431	1		hunterinfo_11054	11			1			36243
11055	monrm073600	3		hunterinfo_11055	11		1				36247
11061	WorldNpc06618	1		hunterinfo_11061	20			1			36269
11063	WorldNpc06621	1		hunterinfo_11063	20			1			36275
11065	WorldNpc06625	1		hunterinfo_11065	20			1			36281
11067	WorldNpc04566	1		hunterinfo_11067	11			1			36292
11068	WorldNpc04432	1		hunterinfo_11068	11			1			36295
11069	WorldNpc09901	1		hunterinfo_11069	17			1			36302
11071	WorldNpc09903	1		hunterinfo_11071	17			1			36306
11075	WorldNpc04432	1		hunterinfo_11075	11			1			36332
11077	WorldNpc04572	1		hunterinfo_11077	11			1			36340
11078	monrm074300	2		hunterinfo_11078	11		1				36344
11079	WorldNpc04573	1		hunterinfo_11079	11			1			36346
11080	monrc042600	3		hunterinfo_11080	16		1				36355
11081	WorldNpc10036	1		hunterinfo_11081	16			1			36356
11082	monrc042800	3		hunterinfo_11082	16		1				36372
11083	WorldNpc10040	1		hunterinfo_11083	16			1			36373
11084	monrc021900	3		hunterinfo_11084	13		1				36387
11085	WorldNpc08611	1		hunterinfo_11085	13			1			36388
11086	monc022300	5		hunterinfo_11086	13						36395
11088	monc022200	5		hunterinfo_11088	13						36400
