STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	CountEx	RefreshMonster	TrackInfo	SceneID	HideNpcID	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
102											
104	monrm079523	1			hunterinfo_104	11		1	QiecuoTitle_104	QiecuoMenu_104	
103	WorldNpc04439	1			hunterinfo_103	11		1	QiecuoTitle_103	QiecuoMenu_103	1231
105	WorldNpc04512	1			hunterinfo_105	11		1	QiecuoTitle_105	QiecuoMenu_105	1232
116											
106	WorldNpc04507	1			hunterinfo_106	11		1	QiecuoTitle_106	QiecuoMenu_106	1235
108	WorldNpc02272	1			hunterinfo_108	9		1	QiecuoTitle_108	QiecuoMenu_108	1239
109	WorldNpc02305	1			hunterinfo_109	9		1	QiecuoTitle_109	QiecuoMenu_109	1240
110	WorldNpc02344	1			hunterinfo_110	9		1	QiecuoTitle_110	QiecuoMenu_110	1243
113	WorldNpc00332	1			hunterinfo_113	12		1	QiecuoTitle_113	QiecuoMenu_113	1248
114	Qiecuo007	1			hunterinfo_114	12		1	QiecuoTitle_114	QiecuoMenu_114	1251
117	WorldNpc02672	1			hunterinfo_117	10		1	QiecuoTitle_117	QiecuoMenu_117	1255
118	WorldNpc02628	1			hunterinfo_118	10		1	QiecuoTitle_118	QiecuoMenu_118	1256
119	WorldNpc02658	1			hunterinfo_119	10		1	QiecuoTitle_119	QiecuoMenu_119	1259
129	WorldNpc03130	1			hunterinfo_129	6		1	QiecuoTitle_129	QiecuoMenu_129	1279
131	WorldNpc03038	1			hunterinfo_131	6		1	QiecuoTitle_131	QiecuoMenu_131	1283
132	WorldNpc03035	1			hunterinfo_132	6		1	QiecuoTitle_132	QiecuoMenu_132	1284
503	WorldNpc02304	1			hunterinfo_503	9		1	QiecuoTitle_503	QiecuoMenu_503	1406
504	WorldNpc02229	1			hunterinfo_504	9		1	QiecuoTitle_504	QiecuoMenu_504	1407
505	Qiecuo008	1			hunterinfo_505	12		1	QiecuoTitle_505	QiecuoMenu_505	1410
