STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	RefreshMonster	TrackInfo	SceneID	HideAccept	IsNeedCreator	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID	HideNpcID	ActionID
12006	monrm081500	3	3006;3007;3008	hunterinfo_12006	12						38066		
12012	bossm080200	1		hunterinfo_12012	12						38101		
12017	monm081300	8		hunterinfo_12017	12						38136		
12020	WorldNpc00206	1		hunterinfo_12020	12			1			38170		
12022	WorldNpc06609	1		hunterinfo_12022	20			1			38179		
12024	WorldNpc06609	1		hunterinfo_12024	20			1			38187		
12025	WorldNpc10001	1		hunterinfo_12025	16			1			38202		
12026	WorldNpc10003	1		hunterinfo_12026	16			1			38207		
12027	WorldNpc10005	1		hunterinfo_12027	16			1			38213		
12028	WorldNpc10007	1		hunterinfo_12028	16			1			38217		
12029	WorldNpc10009	1		hunterinfo_12029	16			1			38224		
12031	WorldNpc10019	1		hunterinfo_12031	16			1			38238		
12033	WorldNpc00480	1		hunterinfo_12033	12			1			38244		
12034	WorldNpc00480	1		hunterinfo_12034	12			1			38250		
12037	monrv021900	3		hunterinfo_12037	2		1				38267		
12038	monv022500	8		hunterinfo_12038	2						38268		
12039	bossv020200	1		hunterinfo_12039	2						38270		
12040	WorldNpc09303	1		hunterinfo_12040	2			1			38286		
12041	WorldNpc00377	1		hunterinfo_12041	12			1			38293		
12043	WorldNpc01392	1		hunterinfo_12043	14			1			38321		
12044	WorldNpc01308	1		hunterinfo_12044	14			1			38310		
12046	WorldNpc08913	1		hunterinfo_12046	13			1			38338		
12047	WorldNpc08914	1		hunterinfo_12047	13			1			38344		
12048	WorldNpc08925	1		hunterinfo_12048	13			1			38348		
12049	WorldNpc08926	1		hunterinfo_12049	13			1			38349		
12050	WorldNpc08924	1		hunterinfo_12050	13			1			38356		
12051	WorldNpc08920	1		hunterinfo_12051	13			1			38364		
12053	WorldNpc08927	1		hunterinfo_12053	13			1			38370		
12054	monrc024000	1		hunterinfo_12054_1	13		1				38374		
12055	WorldNpc08923	1		hunterinfo_12055	13			1			38378		
12056	WorldNpc00380	1		hunterinfo_12056_1	12			1			38392		
12060	WorldNpc08830	1		hunterinfo_12060	13			1			38403		
12061	WorldNpc10016	1		hunterinfo_12061_1	16			1			38412		
12063	WorldNpc10018	1		hunterinfo_12063	16			1			38419		
12064	WorldNpc00381	1		hunterinfo_12064	12			1			38423		
12065	WorldNpc08833	1		hunterinfo_12065	13			1			38426		
12066	WorldNpc02519	1		hunterinfo_12066	9			1			38507		
12067	monrf050100	1		hunterinfo_12067	22		1				38437		
12068	monrf050200	4		hunterinfo_12068	22		1				38438		
12069	monrf052000	1		hunterinfo_12069	22		1				38443		
12070	WorldNpc09201	1		hunterinfo_12070	2			1			38450		
12071	WorldNpc09401	1		hunterinfo_12071	2			1			38454		
12072	WorldNpc05043	1		hunterinfo_12072	24			1			38460		
12076	WorldNpc01457	1		hunterinfo_12076	14			1			38478		
12078	WorldNpc05797	1		hunterinfo_12078	21			1			38549		
12079	WorldNpc05798	1		hunterinfo_12079	21			1			38551		
12080	WorldNpc05794	1		hunterinfo_12080	21			1			38556		
12086	WorldNpc02510	1		hunterinfo_12086	9			1			38490		
12087	monrm050700	1		hunterinfo_12087	9		1				38498		
12089	monrm050300	1		hunterinfo_12089	9		1				38524		
12090	monrm050400	1		hunterinfo_12090	9		1				38526		
12092	WorldNpc01617	1		hunterinfo_12092	14			1			38330		
12093	monrc024001	1		hunterinfo_12093_2	13		1				38374		
12094	monrc025000	1		hunterinfo_12094_3	13		1				38374		
12095	monrc025001	1		hunterinfo_12095_4	13		1				38374		
12096	monrc043100	1		hunterinfo_12096_1	16		1				38215		
12102	monrc010600	3		hunterinfo_12102	14		1				38471		
12103	monrf041200	1		hunter38566_1	21		1				38566		
12104	monrf041300	3		hunter38566_2	21		1				38566		
12084	WorldNpc05799	1		hunterinfo_12084	21			1	QiecuoTitle_12084	QiecuoMenu_12084	38574		
12036	monrm081600	3		hunterinfo_12036	12		1				38261		
12062	monrc047908	3		hunterinfo_12062_2	16						38412		
12075	monrc010100	3		hunterinfo_12075	14		1				38473		
12030	monc042100	4		hunterinfo_12030	16						38232		
12032	monrm085906	3		hunterinfo_12032	12						38241		
12035	monrm085907	3		hunterinfo_12035	12						38258		
12085	monrm070010	2		hunterinfo_12085	9						38488		
12088	monrm070012	2		hunterinfo_12088	9						38521		
12052	monrm085910	3		hunterinfo_12052	13						38368		
12091	monrv021701	4		hunterinfo_12091	2		1				38283		
12045	monrc013200	3		hunterinfo_12045	14						38329		
12059	monrc025069	3		hunterinfo_12059	13						38400		
12100	monrf070300	2		hunterinfo_12100_2	24		1				38458		
12077	monrf043416	3		hunterinfo_12077	21						38533		
12081	monrf043419	3		hunterinfo_12081	21						38562		
12083	monrf043420	3		hunterinfo_12083	21						38573		
12097	monrc043200	1		hunterinfo_12097_2	16		1				38215		
12098	monrc043300	1		hunterinfo_12098_3	16		1				38215		
12013	WorldNpc00201	1		hunterinfo_12013	12			1	QiecuoTitle_12013	QiecuoMenu_12013	38116		
12101	WorldNpc00377	1		hunterinfo_12101	12			1	QiecuoTitle_12101	QiecuoMenu_12101	38118		
12016	WorldNpc00374	1		hunterinfo_12016	12			1	QiecuoTitle_12016	QiecuoMenu_12016	38129		
12018	WorldNpc00206	1		hunterinfo_12018	12			1	QiecuoTitle_12018	QiecuoMenu_12018	38149		
12019	WorldNpc00208	1		hunterinfo_12019	12			1	QiecuoTitle_12019	QiecuoMenu_12019	38166		
12021	monrf035923	3		hunterinfo_12021	20						38174		
12023	monrf035926	3		hunterinfo_12023	20						38183		
12057	monrm085909	3		hunterinfo_12057_2	12						38392		
12099	monrf070200	1		hunterinfo_12099_1	24		1				38458		
12014	WorldNpc00272	1		hunterinfo_12014	12			1	QiecuoTitle_12014	QiecuoMenu_12014	38124		
12015	WorldNpc00375	1		hunterinfo_12015	12			1	QiecuoTitle_12015	QiecuoMenu_12015	38125		
