STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	RefreshMonster	TrackInfo	SceneID	HideAccept	IsNeedCreator	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
49000	WorldNpc04349	1			5			1	QiecuoTitle_49000	QiecuoMenu_49000	
49009								1			
49002	WorldNpc04103	1		hunterinfo_49002	5			1	QiecuoTitle_49002	QiecuoMenu_49002	
49003	monm010303	6		hunterinfo_49003	5						17410
49007	WorldNpc04258	2		hunterinfo_49007	5						17421
49299											
49011	WorldNpc09040	1		hunterinfo_49011	13			1	QiecuoTitle_49011	QiecuoMenu_49011	17434
49012											
49013	WorldNpc04364	1		hunterinfo_49013	5			1	QiecuoTitle_49013	QiecuoMenu_49013	17437
49014	qy_jysm_ll	3		hunterinfo_49014	5			0			17440
49015	qyjysmtsbl2	1		hunterinfo_49015	5			0			17440
49006	gb018	1		hunterinfo_49006	6			1	QiecuoTitle_49006	QiecuoMenu_49006	17424
49004	WorldNpc04106	1		hunterinfo_49004	5			1	QiecuoTitle_49004	QiecuoMenu_49004	17408
49005	monm011401	6		hunterinfo_49005	5						17409
49010	monc021200	8		hunterinfo_49010	13						17433
49016	qy_jysm_ll	2		hunterinfo_49016	5			0			
