STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	RefreshMonster	TrackInfo	SceneID	HideNpcID	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
33793	WorldNpc00665	1			3		1			
33728	monv033600	5		hunterinfo_33728	3					80711
33730	monv033704	1		hunterinfo_33730	3					80712
33731	monv033703	5		hunterinfo_33731	3					80712
33732	monrv030209	1		hunterinfo_33732	3					80711
33722	WorldNpc00665	1		hunterinfo_33722	3		1	QiecuoTitle_33722	QiecuoMenu_33722	80704
33733	monv033102	3		hunterinfo_33733	3					80706
33725	WorldNpc00701	1		hunterinfo_33725	3		1	QiecuoTitle_33725	QiecuoMenu_33725	80707
33735	monv033501	5		hunterinfo_33735	3					80713
33736	monv033502	5		hunterinfo_33736	3					80713
33737	monrv03303	1		hunterinfo_33737	3					80715
33720	monrv030212	3		hunterinfo_33720	3					80700
33721	monv033100	3		hunterinfo_33721	3					80702
33723	monv033103	3		hunterinfo_33723	3					80706
33734	monv033104	3		hunterinfo_33734	3					80706
33729	monv033601	3		hunterinfo_33729	3					80710
33739	monv033602	3		hunterinfo_33739	3					80719
33726	WorldNpc00667	1		hunterinfo_33726	3		1	QiecuoTitle_33726	QiecuoMenu_33726	80709
33727	WorldNpc00666	1		hunterinfo_33727	3		1	QiecuoTitle_33727	QiecuoMenu_33727	80709
33738	monv033410	1		hunterinfo_33738	3					80715
