STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	CountEx	RefreshMonster	TrackInfo	SceneID	HideNpcID	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
73902	boss_jqmz_001	1			hunterinfo_73902	12					73904
73901	mzjq_sl_001	1			hunterinfo_73901			1	QiecuoTitle_73901	QiecuoMenu_73901	73902
73904	boss_jqmz_005	1			hunterinfo_73904						73907
73903	mzjq_sl_003	1			hunterinfo_73903	12		1	QiecuoTitle_73903	QiecuoMenu_73903	73905
73905	boss_jqmz_010	1			hunterinfo_73905						73908
73911	npc_2019jq_lzy_004	1			hunterinfo_73911	899		1	QiecuoTitle_73911	QiecuoMenu_73911	73912
73914	attacknpc_2019jq_lzy_004	1			hunterinfo_73914	899					
73916	attacknpc_2019jq_lzy_005	1			hunterinfo_73916	899					73916
73917	attacknpc_2019jq_lzy_006	1			hunterinfo_73917	899					73916
73918	attacknpc_2019jq_lzy_007	1			hunterinfo_73918	899					73916
73912	attacknpc_2019jq_lzy_002	1			hunterinfo_73912	899					73913
73915	EventNpc_2019jq_lzy_008	1			hunterinfo_73915	899					73914
73913	attacknpc_2019jq_lzy_003	1			hunterinfo_73913	899					73913
