STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	RefreshMonster	TrackInfo	SceneID	HideAccept	IsNeedCreator	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
27002	bossclone001003	1		hunterinfo_27002	27						2016
27003	bossclone002003	1		hunterinfo_27003	28						2236
27004	BossClone017005	1		hunterinfo_27004	43						
27005	BossClone017006	1		hunterinfo_27005_1	43						
27006	BossClone017014	1		hunterinfo_27006_2	43						
27007	BossClone017015	1		hunterinfo_27007_3	43						
27008	BossClone017007	1		hunterinfo_27008	43						
27009	BossClone017004	1		hunterinfo_27009	43						
27010	BossClone017013	1		hunterinfo_27010	43						2814
27011	BossClone017002	1		hunterinfo_27011	43						
27013	bossclone002017	1		hunterinfo_27013	28						2084
27014	bossclone002009	1		hunterinfo_27014_1	28						2087
27015	bossclone002010	1		hunterinfo_27015_2	28						2087
27017	monm010303	10		hunterinfo_27017	5						2804
27016	monm010304	10		hunterinfo_27016	5						2804
27018	jyw041	1		hunterinfo_27018	5			1	QiecuoTitle_27018	QiecuoMenu_27018	2806
27019	bossclone002004	1		hunterinfo_27019_1	28						2832
27020	bossclone002006	1		hunterinfo_27020_2	28						2832
27021	bossclone002028	1		hunterinfo_27021_2	28						2833
27036	bossclone002007	1		hunterinfo_27036	28						2231
27038	bossclone002014	1		hunterinfo_27038	28						2090
27040	bossclone002017	1		hunterinfo_27040	28						2098
27041	bossclone002013	1		hunterinfo_27041	28						2099
27042	bossclone002014	1		hunterinfo_27042_1	28						2833
27044	bossclone002013	1		hunterinfo_27044	28						2843
27045	bossclone002009	1		hunterinfo_27045_1	28						2846
27046	bossclone002010	1		hunterinfo_27046_2	28						2846
27048	funnpcclone002045	1		hunterinfo_27048	43						2818
27056	bossclone002007	1		hunterinfo_27056	28						2438
27057	bossclone002002	1		hunterinfo_27057	28						2093
27058	funnpcclone002068	1		hunterinfo_27058	28						2069
27060	funnpcclone003014	3		hunterinfo_27060	56						2102
27061	BossClone003004	1		hunterinfo_27061	29						2106
27062	BossClone003001	1		hunterinfo_27062	29						2105
27063	BossClone003002	1		hunterinfo_27063	29						2109
27064	BossClone003003	1		hunterinfo_27064	29						2110
27071	NpcClone004012	8		hunterinfo_27071	12						2179
27072	NpcClone004033	5		hunterinfo_27072	20						2188
27073	BossClone004002	1		hunterinfo_27073	30						2190
27075	NpcClone004019	10		hunterinfo_27075	30						2164
27076	BossClone004011	1		hunterinfo_27076	30						2165
27077	BossClone004010	1		hunterinfo_27077	30						2166
27078	BossClone004006	1		hunterinfo_27078	30						2167
27101	BossClone007004	1		hunterinfo_27101_1	11						2302
27102	BossClone007005	1		hunterinfo_27102_2	11						2302
27103	NpcClone007009	1		hunterinfo_27103	11						2306
27104	NpcClone007010	1		hunterinfo_27104	11						2307
27140	Qiecuo007	1		hunterinfo_27140	12			1	QiecuoTitle_27140	QiecuoMenu_27140	2203
27141	NpcClone005048	10		hunterinfo_27141	12						2209
27142	BossClone005018	1		hunterinfo_27142_1	31						2218
27143	BossClone005011	1		hunterinfo_27143_2	31						
27144	BossClone005013	1		hunterinfo_27144_3	31						
27145	BossClone005018	1		hunterinfo_27145	31						2219
27070	WorldNpc02224	1		hunterinfo_27070	9			1	QiecuoTitle_27070	QiecuoMenu_27070	2174
27261	NpcClone009034	1		hunterinfo_27261	10						2406
27055	NpcClone009004	6		hunterinfo_27055	35						
27079	NpcClone009048	1		hunterinfo_27079	35						
27051	NpcClone009043	2		hunterinfo_27051	35						
27053	BossClone009005	1		hunterinfo_27053	35						
27068	BossClone009008	1		hunterinfo_27068	35						
27066	BossClone009007	1		hunterinfo_27066	35						
27054	BossClone009006	1		hunterinfo_27054	35						
27320	bossclone011001	1		hunterinfo_27320	37						2515
27034	funnpcclone002055	10		hunterinfo_27034	28						2332
27032	funnpcclone002055	10		hunterinfo_27032	28						2837
27388											
27560	NpcClone019050	1		hunterinfo_27560	8		1				
27561	WorldNpc03811	1		hunterinfo_27561	8			1	QiecuoTitle_27561	QiecuoMenu_27561	2904
27620	FunnpcClone021009	1		hunterinfo_27620							3003
27624	FunnpcClone021019	1		hunterinfo_27624	16			1	QiecuoTitle_27624	QiecuoMenu_27624	3021
27441	NpcClone015012	5		hunterinfo_27441	41			0			2721
27442	NpcClone015013	5		hunterinfo_27442	41			0			2721
27443	NpcClone015011	1		hunterinfo_27443	41			0			2721
27621	bossclone021003	1		hunterinfo_27621	48						3011
27622	bossclone021006	1		hunterinfo_27622	48						3012
27623	FunnpcClone021018	1		hunterinfo_27623	16			1	QiecuoTitle_27623	QiecuoMenu_27623	
27383	BossClone013002	1		hunterinfo_27383				0			2616
27562	BlockClone019021	1		hunterinfo_27562	19						2906
27626	NpcClone021058	1		hunterinfo_27626	48						3030
27634	NpcClone021057	1		hunterinfo_27634	48						3039
27635	NpcClone021049	1		hunterinfo_27635	48						3057
27625	NpcClone021040	1		hunterinfo_27625	48						3028
27629	NpcClone021040	1		hunterinfo_27629	48						3037
27627	NpcClone021041	5		hunterinfo_27627	48						3032
27630	NpcClone021040	1		hunterinfo_27630	48						3046
27631	NpcClone021040	1		hunterinfo_27631	48						3055
27628	NpcClone021041	1		hunterinfo_27628	48						
27633	NpcClone021056	1		hunterinfo_27633	48						3048
27638	NpcClone021041	3		hunterinfo_27638	48						3050
27639	NpcClone021041	2		hunterinfo_27639	48						3059
27636	NpcClone021050	1		hunterinfo_27636	48						"3,031,304,030,493,050"
27637	NpcClone021051	1		hunterinfo_27637	48						"3,031,304,030,493,050"
22											3026
27462	NpcClone021065	1			48						
27640	NpcClone021063	1		hunterinfo_27640	48						3026
27641	NpcClone021064	1		hunterinfo_27641	48						3035
27642	NpcClone021065	1		hunterinfo_27642	48						3044
27643	NpcClone021066	1		hunterinfo_27643	48						3053
27570	BlockClone019021	1		hunterinfo_27570	45						
27382	Bossclone013002	1		hunterinfo_27382	39			0			2612
27381	npcclone013053	5		hunterinfo_27381	9			0			
27563	WorldNpc03943	1		hunterinfo_27563	8			1	QiecuoTitle_27563	QiecuoMenu_27563	
27569	BossClone019009	1		hunterinfo_27569	19						
27564	BossClone019002	1		hunterinfo_27564_1	45						
27565	BossClone019003	1		hunterinfo_27565_2	45						
27566	BossClone019004	1		hunterinfo_27566_3	45						
27567	BossClone019005	1		hunterinfo_27567_4	45						
27568	BlockClone019021	1		hunterinfo_27568_5	45						
27571	BossClone019009p	1		hunterinfo_27571	45						2931
27572	BossClone019010p	1		hunterinfo_27572	45						2930
27632	NpcClone021041	4		hunterinfo_27632	48						3041
27644	NpcClone021061	4		hunterinfo_27644	48						3033
27645	NpcClone021061	3		hunterinfo_27645	48						3042
27646	NpcClone021061	2		hunterinfo_27646	48						3051
27647	NpcClone021061	1		hunterinfo_27647	48						3060
27648	NpcClone021062	4		hunterinfo_27648	48						3061
27649	NpcClone021062	3		hunterinfo_27649	48						3062
27650	NpcClone021062	2		hunterinfo_27650	48						3063
27651	NpcClone021062	1		hunterinfo_27651	48						3064
27444	monc012102	10		hunterinfo_27444	14			0			2723
27105	BossClone007003	1		hunterinfo_27105	33						2319
27106	BossClone007002	1		hunterinfo_27106	33				QiecuoTitle_27106	QiecuoMenu_27106	2319
27107	BossClone007018	1		hunterinfo_27107	33						2319
27108	BossClone007019	1		hunterinfo_27108	33						2319
27109	BossClone007001	1		hunterinfo_27109	33						2320
27001	bossclone001013	1		hunterinfo_27001	27						
27047	npcclone001057	20		hunterinfo_27047	9						
27110	BossClone007016	1		hunterinfo_27110				1	QiecuoTitle_27110	QiecuoMenu_27110	2321
27276	monm052200	3		hunterinfo_27276	9						2029
28508	FunnpcClone004150	20			30						
28502	FunnpcClone004063	20		hunterinfo_28502	30						4502
28501	BossClone004003	1		hunterinfo_28501	30						4503
28503	BossClone004005	1		hunterinfo_28503	30						4505
28505	BossClone004010	1		hunterinfo_28505	30						4507
28504	BossClone004006	1		hunterinfo_28504	30						4506
28506	BossClone004201	1		hunterinfo_28506	30						4512
28510	FunnpcClone004351	10			30						
28511	BossClone004114	1		hunterinfo_28511	30						4523
28513	BossClone004116	1		hunterinfo_28513	30						4524
28514	BossClone004301	1		hunterinfo_28514	30						4532
28515	BossClone004302	1		hunterinfo_28515	30						4533
28516	BossClone004303	1		hunterinfo_28516	30						4534
28517	BossClone004308	1		hunterinfo_28517	30						4536
28519	BossClone004309	1		hunterinfo_28519	30						4538
28523	BossClone004404	1		hunterinfo_28523	30						4544
28524	BossClone004410	1		hunterinfo_28524	30						4545
28509	FunnpcClone004150	20			30						
28518	BossClone004305	1		hunterinfo_28518	30						4537
28520	BossClone004011	1			30						
28525	BossClone004310	1		hunterinfo_28525	30						4539
27260	WorldNpc02605	1		hunterinfo_27260	10			1	QiecuoTitle_27260	QiecuoMenu_27260	2405
28528	BossClone017002	1		hunterinfo_28528	43						2810
27059	bossclone002028	1		hunterinfo_27059	28						
27263	BossClone009010	1		hunterinfo_27263	35						
27264	BossClone009006	1		hunterinfo_27264	35						
27262	BossClone009005	1		hunterinfo_27262	35						
28521	BossClone004401	1		hunterinfo_28521	30						
