STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	RefreshMonster	TrackInfo	SceneID	HideAccept	IsNeedCreator	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
34639	monv010500	5		hunterinfo_34639	4						80916
34638	monv011303	10		hunterinfo_34638	4						80915
34637	monv010700	10		hunterinfo_34637	4						80914
34636	monv010200	1		hunterinfo_34636	4						80913
34635	monv010600	1		hunterinfo_34635	4						80912
34633	monv011400	1		hunterinfo_34633	4						80910
34634	monv011401	1		hunterinfo_34634	4						80911
34632	monv013700	1		hunterinfo_34632	4						80909
34631	monv013500	5		hunterinfo_34631	4						80908
34630	monv011601	5		hunterinfo_34630	4						80907
34619	monv011500	5		hunterinfo_34619	4						80906
34629	monv011600	5		hunterinfo_34629	4						80906
34618	monv011501	5		hunterinfo_34618	4						80905
34628	monv011502	5		hunterinfo_34628	4						80905
34617	monv011700	5		hunterinfo_34617	4						80904
34627	monv011701	5		hunterinfo_34627	4						80904
34625	monv011101	1		hunterinfo_34625	4						80902
34623	monv011302	1		hunterinfo_34623	4						80900
34612	monv012100	5		hunterinfo_34612	4						80899
34622	monv012101	5		hunterinfo_34622	4						80899
34608	monv012400	3		hunterinfo_34608	4						80887
34645	monv013601	1		hunterinfo_34645	4						80884
34605	monv013600	5		hunterinfo_34605	4						80884
34603	monv013701	3		hunterinfo_34603	4						80882
34641	monv013502	3		hunterinfo_34641	4						80880
34600	monv012701	3		hunterinfo_34600	4						80879
34640	monv012702	3		hunterinfo_34640	4						80879
34659	monv012105	3		hunterinfo_34659	4						80945
34658	monv012106	3		hunterinfo_34658	4						80945
34657	monv011702	3		hunterinfo_34657	4						80948
34649	monv011601	3		hunterinfo_34649	4						80955
34601	monv012703	1		hunterinfo_34601	4						80879
34648	monv011602	1		hunterinfo_34648	4			0	QiecuoTitle_34648	QiecuoMenu_34648	80955
34647	monv012103	5		hunterinfo_34647	4						80886
34607	monv012104	3		hunterinfo_34607	4						80886
34663	monv012500	1		hunterinfo_34663	4						80887
34661	WorldNpc10680	1		hunterinfo_34661	4			1	QiecuoTitle_34661	QiecuoMenu_34661	80951
34660	monv012105	3		hunterinfo_34660	4						
34604	monv010602	5		hunterinfo_34604	4						80883
34610	monv010301	5		hunterinfo_34610	4						80897
34620	monv010302	5		hunterinfo_34620	4						80897
34611	monv012102	5		hunterinfo_34611	4						80898
34621	monv012103	5		hunterinfo_34621	4						80898
34615	monv011100	5		hunterinfo_34615	4						80902
34616	monv010400	5		hunterinfo_34616	4						80903
34626	monv010401	5		hunterinfo_34626	4						80903
34606	monv013200	3		hunterinfo_34606	4						
34646	monv013201	3		hunterinfo_34646	4						
34643	monv013703	3		hunterinfo_34643	4						80882
34613	monv011301	3		hunterinfo_34613	4						80900
34644	monv010603	5		hunterinfo_34644	4						
34614	monv010201	5		hunterinfo_34614	4						
34624	monv010202	5		hunterinfo_34624	4						
34609	monv010203	1		hunterinfo_34609	4			1			
