STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	RefreshMonster	TrackInfo	SceneID	HideAccept	IsNeedCreator	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
51000	monm030800	3		hunterinfo_51000	7						17801
51001	monm032101	3		hunterinfo_51001	7						17802
51007	monm032701	3		hunterinfo_51007	7						17808
51015	worldnpc03813	1		hunterinfo_51015	14						
51006	worldnpc03813	1		hunterinfo_51006	14						
51020	21515	1		hunterinfo_51020							17831
51021	2424	1		hunterinfo_51021							17832
51022	4242	1		hunterinfo_51022							17833
51023	423	1		hunterinfo_51023							17834
51024	24123	1		hunterinfo_51024							17835
51025	4241	1		hunterinfo_51025							17836
51026	25242	1		hunterinfo_51026							17837
51027	13213	1		hunterinfo_51027							17838
51028	3432	1		hunterinfo_51028							17839
51029	23123	1		hunterinfo_51029							17840
51030	35234	1		hunterinfo_51030							17841
51031	2321	1		hunterinfo_51031							17842
51032	34234	1		hunterinfo_51032							17843
51033	2342	1		hunterinfo_51033							17844
51034	24231	1		hunterinfo_51034							17845
51035	23123	1		hunterinfo_51035							17846
51036	34234	1		hunterinfo_51036							17847
51037	23123	1		hunterinfo_51037							17848
51038	2312	1		hunterinfo_51038							17849
51039	2312	1		hunterinfo_51039							17850
51040	13215	1		hunterinfo_51040							17851
51041	231222	1		hunterinfo_51041							17852
51042	111221	1		hunterinfo_51042							17853
51043	WorldNpc03628	1		hunterinfo_51043	7			1	QiecuoTitle_51043	QiecuoMenu_51043	17854
51044	monm032901	5		hunterinfo_51044	7						17855
51008	23123	1		hunterinfo_51008							
51009	4535234	1		hunterinfo_51009							
51010	23123	1		hunterinfo_51010							
51011	5234	1		hunterinfo_51011							
51012	5133	1		hunterinfo_51012							
51013	87456	1		hunterinfo_51013							
51002	monm031304	3		hunterinfo_51002	7						17803
51005	monm031401	3		hunterinfo_51005	7						17806
51045	qy_111030_junzitang_xingjunke	1		hunterinfo_51045	7			1	QiecuoTitle_51045	QiecuoMenu_51045	17857
51046	WorldNpc03307	1		hunterinfo_51046	7			1	QiecuoTitle_51046	QiecuoMenu_51046	17865
51047	WorldNpc03441	1		hunterinfo_51047	7			1	QiecuoTitle_51047	QiecuoMenu_51047	17871
51049	51049	1		hunterinfo_51049							17891
51048	bossclone021008	1		hunterinfo_51048	29						
51052	monm031300	3		hunterinfo_51052	7			0			17885
51055	1111	1		hunterinfo_51055	7			0			17893
51056	monm033100	10		hunterinfo_51056	7			0			17879
51054	monm033502	2		hunterinfo_51054	7			0			
51057	monm030700	10		hunterinfo_51057	7			0			17877
51050	monm032700	3		hunterinfo_51050	7			0			
51051	monm032100	5		hunterinfo_51051	7			0			17883
51053	monm033501	10		hunterinfo_51053	7			0			17888
51058	Bossclone003001	1		hunterinfo_51058							17897
51059	BossClone003004	1		hunterinfo_51059							17897
51060	Bossclone003003	1		hunterinfo_51060							17897
