STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	RefreshMonster	TrackInfo	SceneID	HideAccept	IsNeedCreator	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
54677	monm062505	10		hunterinfo_54677	10						
54678	monm062400	10		hunterinfo_54678	10						
54683	monm062300	10		hunterinfo_54683	10						
54681	WorldNpc02902	1		hunterinfo_54681	10			1	QiecuoTitle_54681	QiecuoMenu_54681	85006
54684	WorldNpc02908	1		hunterinfo_54684	10			1	QiecuoTitle_54684	QiecuoMenu_54684	85009
54682	WorldNpc02640	1		hunterinfo_54682	10			1	QiecuoTitle_54682	QiecuoMenu_54682	85007
54675	monm062500	5		hunterinfo_54675	10						85000
54679	monm062300	5		hunterinfo_54679	10						85000
54676	monm062400	5		hunterinfo_54676	10						85005
54680	monm062401	5		hunterinfo_54680	10						85005
54685	monm062301	5		hunterinfo_54685	10						85049
