STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	Count	RefreshMonster	TrackInfo	SceneID	HideNpcID	IsNeedCreator	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID
8030	monrm040026	3		hunterinfo_8030	17		1				48150
8043	monrf070500	1		hunterinfo_8043_2	24		1				48092
8047	monf070500	6		hunterinfo_8047	24						48105
8050	WorldNpc05107	1		hunterinfo_8050	24			1	QiecuoTitle_8050	QiecuoMenu_8050	48120
8054	WorldNpc05102	1		hunterinfo_8054	24			1	QiecuoTitle_8054	QiecuoMenu_8054	48130
8066	monrm040034	1		hunterinfo_8066	8		1				48238
8070	monrv022100	1		hunterinfo_8070	2		1				48257
8083	monc013600	6		hunterinfo_8083	14						48310
8152	monrc010900	1		hunterinfo_8152	14		1				48423
8155	monrc011000	3		hunterinfo_8155	14		1				48429
8156	monrm083500	3		hunterinfo_8156_1	12		1				48432
8157	monrm083600	3		hunterinfo_8157_2	12		1				48432
8161	monrm083800	3		hunterinfo_8161	12		1				48438
8170	monrm040045	3		hunterinfo_8170	8		1				48471
8171	monrm050004	3		hunterinfo_8171	9		1				48473
8173	monrm050005	3		hunterinfo_8173_2	9		1				48474
8177	monrm050006	1		hunterinfo_8177	9		1				48481
8180	monrm040046	3		hunterinfo_8180	8		1				48487
8181	monrm076600	3		hunterinfo_8181_1	11		1				48490
8182	monm074700	4		hunterinfo_8182_2	11						48490
8184	monrm011500	1		hunterinfo_8184_1	5		1				48524
8187	monf045100	6		hunterinfo_8187_1	21						48536
8188	monf045300	6		hunterinfo_8188_2	21						48536
8189	monrf041400	5		hunterinfo_8189	21		1				48538
8190	monrf041500	1		hunterinfo_8190	21		1				48541
8191	monf045500	6		hunterinfo_8191	21						48547
8193	monrf041600	6		hunterinfo_8193	21		1				48552
8196	monrf041700	6		hunterinfo_8196	21		1				48566
8020	WorldNpc03928	1		hunterinfo_8020	8			1	QiecuoTitle_8020	QiecuoMenu_8020	48059
8014	monrm040008	3		hunterinfo_8014	8						48036
8017	monrm040009	3		hunterinfo_8017	8						48049
8022	monrm040011	3		hunterinfo_8022	8						48067
8024	monrm040013	3		hunterinfo_8024	8						48075
8025	monrm040014	3		hunterinfo_8025	8						48079
8031	monrm040021	3		hunterinfo_8031	17						48153
8037	monrm040024	3		hunterinfo_8037	17						48164
8021	monrm040064	3		hunterinfo_8021	8						48063
8026	WorldNpc03811	1		hunterinfo_8026	8			1	QiecuoTitle_8026	QiecuoMenu_8026	48134
8028	WorldNpc03822	1		hunterinfo_8028	8			1	QiecuoTitle_8028	QiecuoMenu_8028	48143
8032	WorldNpc09799	1		hunterinfo_8032_1	17			1	QiecuoTitle_8032	QiecuoMenu_8032	48155
8038	WorldNpc09816	1		hunterinfo_8038	17			1	QiecuoTitle_8038	QiecuoMenu_8038	48169
8039	WorldNpc03825	1		hunterinfo_8039	8			1	QiecuoTitle_8039	QiecuoMenu_8039	48174
8040	monrm040025	3		hunterinfo_8040	8						48177
8064	WorldNpc04008	1		hunterinfo_8064	8			1	QiecuoTitle_8064	QiecuoMenu_8064	48227
8068	WorldNpc04404	1		hunterinfo_8068	11			1	QiecuoTitle_8068	QiecuoMenu_8068	48247
8073	WorldNpc09206	1		hunterinfo_8073	2			1	QiecuoTitle_8073	QiecuoMenu_8073	48265
8076	WorldNpc01620	1		hunterinfo_8076	14			1	QiecuoTitle_8076	QiecuoMenu_8076	48273
8077	WorldNpc01622	1		hunterinfo_8077	14			1	QiecuoTitle_8077	QiecuoMenu_8077	48276
8058	monrm040027	3		hunterinfo_8058	8		1				48197
8059	monrm040028	3		hunterinfo_8059	8		1				48201
8060	monrm040029	3		hunterinfo_8060	8		1				48207
8061	monrm040030	3		hunterinfo_8061	8		1				48216
8062	monrm040031	3		hunterinfo_8062	8		1				48222
8063	monrm040032	3		hunterinfo_8063	8		1				48223
8034	monrm040023	3		hunterinfo_8034	17						48158
8048	WorldNpc05105	1		hunterinfo_8048	24			1	QiecuoTitle_8048	QiecuoMenu_8048	48109
8052	monrf071000	3		hunterinfo_8052	24		1				48124
8053	WorldNpc05108	1		hunterinfo_8053	24			1	QiecuoTitle_8053	QiecuoMenu_8053	48127
8036	monc051600	3		hunterinfo_8036	17						48162
8162	WorldNpc00488	1		hunterinfo_8162	12			1	QiecuoTitle_8162	QiecuoMenu_8162	48439
8160	WorldNpc00489	1		hunterinfo_8160	12			1	QiecuoTitle_8160	QiecuoMenu_8160	48437
8159	WorldNpc00360	1		hunterinfo_8159	12			1	QiecuoTitle_8159	QiecuoMenu_8159	48436
8154	WorldNpc01701	1		hunterinfo_8154	14			1	QiecuoTitle_8154	QiecuoMenu_8154	48427
8151	WorldNpc01289	1		hunterinfo_8151	14			1	QiecuoTitle_8151	QiecuoMenu_8151	48422
8172	WorldNpc02211	1		hunterinfo_8172_1	9			1	QiecuoTitle_8172	QiecuoMenu_8172	48474
8174	WorldNpc02266	1		hunterinfo_8174	9			1	QiecuoTitle_8174	QiecuoMenu_8174	48475
8175	WorldNpc02431	1		hunterinfo_8175	9			1	QiecuoTitle_8175	QiecuoMenu_8175	48478
8178	WorldNpc03937	1		hunterinfo_8178	8			1	QiecuoTitle_8178	QiecuoMenu_8178	48485
8179	WorldNpc03938	1		hunterinfo_8179	8			1	QiecuoTitle_8179	QiecuoMenu_8179	48486
8195	WorldNpc05816	1		hunterinfo_8195	21			1	QiecuoTitle_8195	QiecuoMenu_8195	48561
8082	WorldNpc01329	1		hunterinfo_8082	14			1	QiecuoTitle_8082	QiecuoMenu_8082	48298
8107	WorldNpc03816	1		hunterinfo_8107	8			1	QiecuoTitle_8107	QiecuoMenu_8107	48394
8110	WorldNpc04711	1		hunterinfo_8110	11			1	QiecuoTitle_8110	QiecuoMenu_8110	48411
8112	monrm040044	1		hunterinfo_8112	8				QiecuoTitle_8112	QiecuoMenu_8112	48418
8105	monrm040042	3		hunterinfo_8105	11		1				48386
8090	WorldNpc03417	1		hunterinfo_8090	7			1	QiecuoTitle_8090	QiecuoMenu_8090	48349
8092	WorldNpc03307	1		hunterinfo_8092	7			1	QiecuoTitle_8092	QiecuoMenu_8092	48354
8095	WorldNpc03807	1		hunterinfo_8095	8			1	QiecuoTitle_8095	QiecuoMenu_8095	48362
8096	WorldNpc03808	1		hunterinfo_8096	8			1	QiecuoTitle_8096	QiecuoMenu_8096	48364
8099	WorldNpc00702	1		hunterinfo_8099	3			1	QiecuoTitle_8099	QiecuoMenu_8099	48373
8102	WorldNpc03817	1		hunterinfo_8102	8			1	QiecuoTitle_8102	QiecuoMenu_8102	48380
8106	WorldNpc03824	1		hunterinfo_8106	8			1	QiecuoTitle_8106	QiecuoMenu_8106	48389
8109	WorldNpc03809	1		hunterinfo_8109	8			1	QiecuoTitle_8109	QiecuoMenu_8109	48404
8183	WorldNpc03807	1		hunterinfo_8183	8			1	QiecuoTitle_8183	QiecuoMenu_8183	48493
8185	monrm011600	3		hunterinfo_8185_2	5		1				48524
8081	monc013702	6		hunterinfo_8081	14						48297
8186	monrm011800	3		hunterinfo_8186	5		1				48530
8093	WorldNpc03823	1		hunterinfo_8093	8			1	QiecuoTitle_8093	QiecuoMenu_8093	48356
8194	WorldNpc05798	1		hunterinfo_8194	21			1	QiecuoTitle_8194	QiecuoMenu_8194	48558
8044	monrf071100	3		hunterinfo_8044_3	24		1				48092
8046	monrf070600	3		hunterinfo_8046	24		1				48103
8049	monrf070900	3		hunterinfo_8049	24		1				48113
8057	monm041502	3		hunterinfo_8057	8						48189
8192	monf045400	6		hunterinfo_8192	21						48550
8197	monrm040066	4		hunterinfo_8197	8		1				48200
8065	monrm040033	1		hunterinfo_8065	8		1				48233
8176	monrm050007	4		hunterinfo_8176	9						48479
8045	monf070100	3		hunterinfo_8045	24						48101
8027	monrm040073	3		hunterinfo_8027	8						48139
8055	monm041500	4		hunterinfo_8055	8						48183
8056	monrm040078	3		hunterinfo_8056	8						48185
8067	monrm075800	3		hunterinfo_8067	11						48245
8069	monrv022000	3		hunterinfo_8069	2		1				48253
8071	monrv022200	3		hunterinfo_8071_1	2		1				48259
