STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemID	ProCount	AddPro	TrackInfoID	DeleteSelf	LockTarget	Radius	SceneID	Water	AddItems	DeleteItems	TargetConfig	TaskID
56720		1	1	useiteminfo_56720	1	1	5	20	0				
56721		1	1	useiteminfo_56721	1	1	5	20	0				
56722		1	1	useiteminfo_56722	1	1	5	20	0				
56723		1	1	useiteminfo_56723	1	1	5	20	0				
56724		1	1	useiteminfo_56724	1	1	5	20	0				
56725		1	1	useiteminfo_56725	1	1	5	20	0				
56726		1	1	useiteminfo_56726	1	1	5	20	0				
56727		1	1	useiteminfo_56727	1	1	5	20	0				
56728		1	1	useiteminfo_56728	1	1	5	20	0				
56729		1	1	useiteminfo_56729	1	1	5	20	0				
56730		1	1	useiteminfo_56730	1	1	5	20	0				
56731		1	1	useiteminfo_56731	1	1	5	20	0				
56732		1	1	useiteminfo_56732	1	1	5	20	0				
56733		1	1	useiteminfo_56733	1	1	5	20	0				
56734		1	1	useiteminfo_56734	1	1	5	20	0				
56735		1	1	useiteminfo_56735	1	1	5	20	0				
56736		1	1	useiteminfo_56736	1	1	5	20	0				
56737		1	1	useiteminfo_56737	1	1	5	20	0				
56738		1	1	useiteminfo_56738	1	1	5	20	0				
56739		1	1	useiteminfo_56739	1	1	5	20	0				
56740		1	1	useiteminfo_56740	1	1	5	20	0				
56741		1	1	useiteminfo_56741	1	1	5	20	0				
56742		1	1	useiteminfo_56742	1	1	5	20	0				
56743		1	1	useiteminfo_56743	1	1	5	20	0				
56744		1	1	useiteminfo_56744	1	1	5	20	0				
56745		1	1	useiteminfo_56745	1	1	5	20	0				
56746		1	1	useiteminfo_56746	1	1	5	20	0				
56747		1	1	useiteminfo_56747	1	1	5	20	0				
56748		1	1	useiteminfo_56748	1	1	5	20	0				
56749		1	1	useiteminfo_56749	1	1	5	20	0				
56750		1	1	useiteminfo_56750	1	1	5	20	0				
56751		1	1	useiteminfo_56751	1	1	5	20	0				
56752		1	1	useiteminfo_56752	1	1	5	20	0				
56753		1	1	useiteminfo_56753	1	1	5	20	0				
56754		1	1	useiteminfo_56754	1	1	5	20	0				
56755		1	1	useiteminfo_56755	1	1	5	20	0				
56756		1	1	useiteminfo_56756	1	1	5	20	0				
56757		1	1	useiteminfo_56757	1	1	5	20	0				
56758		1	1	useiteminfo_56758	1	1	5	20	0				
56759		1	1	useiteminfo_56759	1	1	5	20	0				
56760		1	1	useiteminfo_56760	1	1	5	20	0				
56761		1	1	useiteminfo_56761	1	1	5	20	0				
56762		1	1	useiteminfo_56762	1	1	5	20	0				
