STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemID	ProCount	AddPro	TrackInfoID	DeleteSelf	LockTarget	Radius	SceneID	Water	AddItems	DeleteItems	TargetConfig	TaskID
9001	useitem_8h	1	1	useiteminfo_9001_1	0	1	5	9	0	taskitem_9h	taskitem_8h	ItemNpc02003	50003
9002	useitem_15h	1	1	useiteminfo_9002_2	0	1	5	9	0	taskitem_26h	taskitem_34h	ItemNpc02004	50003
9009	useitem_12h	1	1	useiteminfo_9009	1	1	5	9	0			WorldNpc02240	50093
9011	useitem_4d	1	1	useiteminfo_9011	1	1	5	9	0			Gather00006d	50127
9012	useitem_5d	1	1	useiteminfo_9012	1	0	5	9	0			EventNpc50131	50130
9013	useitem_6d	1	1	useiteminfo_9013	1	1	5	9	0			WorldNpc02230	50140
9014	useitem_7d	1	1	useiteminfo_9014	1	1	5	9	0			WorldNpc02230	50142
9015	useitem_8d	1	1	useiteminfo_9015	0	1	5	9	0			ItemNpc02007	50154
9016	useitem_9d	1	1	useiteminfo_9016	1				0	taskitem_34d			50175
9017	useitem_1e	1	1	useiteminfo_9017	0	1	5	1	0			ItemNpc00008	50211
9018	useitem_2e	1	1	useiteminfo_9018	0				0	taskitem_17e	taskitem_3m		50232
9019	useitem_7e	1	1	useiteminfo_9019	1	1	5	1	0			ItemNpc00008	50234
9020	useitem_9e	1	1	useiteminfo_9020	1	1	5	9	0			ItemNpc02008	50241
9021	useitem_3e	1	1	useiteminfo_9021	1				0	taskitem_5m	taskitem_24e		50251
9022	useitem_4e	1	1	useiteminfo_9022	1	1	5	9	0			GatherNpc00213	50259
9023	useitem_5e	1	1	useiteminfo_9023	1	1	5	9	0			WorldNpc02256	50275
9024	useitem_8e	1	1	useiteminfo_9024	1				0				50280
9025	useitem_6e	1	1	useiteminfo_9025	1	1	5	21	0			WorldNpc05805	50285
9026	useitem_1l	1	1	useiteminfo_9026	1	0	5	9	0			ItemNpc02006	50291
9027	useitem_2l	1	1	useiteminfo_9027	1	1	0	16	0			WorldNpc10021	50296
9028	useitem_3l	1	1	useiteminfo_9028	1	1	0	16	0			WorldNpc10025	50304
9030	useitem_5l	1	1	useiteminfo_9030	1	1	0	16	0			WorldNpc10030	50316
9031	useitem_6l	1	1	useiteminfo_9031	1	0	0		0				50319
9032	useitem_7l	1	1	useiteminfo_9032	1	1	0	16	0			WorldNpc10035	50334
9033	useitem_1k	1	1	useiteminfo_9033	1				0				50344
9034	useitem_2k	1	1	useiteminfo_9034_1	0	1	0	9	0			Gather00005k	50371
9035	useitem_3k	1	1	useiteminfo_9035_2	1	1	0	9	0			Gather00005k	50371
