STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemID	ProCount	AddPro	TrackInfoID	DeleteSelf	LockTarget	Radius	SceneID	Water	AddItems	DeleteItems	TargetConfig	TaskID
56661		1	1	useiteminfo_56661	1	1	5	20	0				
56662		1	1	useiteminfo_56662	1	1	5	20	0				
56663		1	1	useiteminfo_56663	1	1	5	20	0				
56664		1	1	useiteminfo_56664	1	1	5	20	0				
56665		1	1	useiteminfo_56665	1	1	5	20	0				
56666		1	1	useiteminfo_56666	1	1	5	20	0				
56667		1	1	useiteminfo_56667	1	1	5	20	0				
56668		1	1	useiteminfo_56668	1	1	5	20	0				
56669		1	1	useiteminfo_56669	1	1	5	20	0				
56670		1	1	useiteminfo_56670	1	1	5	20	0				
56671		1	1	useiteminfo_56671	1	1	5	20	0				
56672		1	1	useiteminfo_56672	1	1	5	20	0				
56673		1	1	useiteminfo_56673	1	1	5	20	0				
56674		1	1	useiteminfo_56674	1	1	5	20	0				
56675		1	1	useiteminfo_56675	1	1	5	20	0				
56676		1	1	useiteminfo_56676	1	1	5	20	0				
56677		1	1	useiteminfo_56677	1	1	5	20	0				
56678		1	1	useiteminfo_56678	1	1	5	20	0				
56679		1	1	useiteminfo_56679	1	1	5	20	0				
56680		1	1	useiteminfo_56680	1	1	5	20	0				
56681		1	1	useiteminfo_56681	1	1	5	20	0				
56682		1	1	useiteminfo_56682	1	1	5	20	0				
56683		1	1	useiteminfo_56683	1	1	5	20	0				
56684		1	1	useiteminfo_56684	1	1	5	20	0				
56685		1	1	useiteminfo_56685	1	1	5	20	0				
56686		1	1	useiteminfo_56686	1	1	5	20	0				
56687		1	1	useiteminfo_56687	1	1	5	20	0				
56688		1	1	useiteminfo_56688	1	1	5	20	0				
56689		1	1	useiteminfo_56689	1	1	5	20	0				
56690		1	1	useiteminfo_56690	1	1	5	20	0				
56691		1	1	useiteminfo_56691	1	1	5	20	0				
56692		1	1	useiteminfo_56692	1	1	5	20	0				
56693		1	1	useiteminfo_56693	1	1	5	20	0				
56694		1	1	useiteminfo_56694	1	1	5	20	0				
56695		1	1	useiteminfo_56695	1	1	5	20	0				
56696		1	1	useiteminfo_56696	1	1	5	20	0				
56697		1	1	useiteminfo_56697	1	1	5	20	0				
56698		1	1	useiteminfo_56698	1	1	5	20	0				
56699		1	1	useiteminfo_56699	1	1	5	20	0				
56700		1	1	useiteminfo_56700	1	1	5	20	0				
56701		1	1	useiteminfo_56701	1	1	5	20	0				
56702		1	1	useiteminfo_56702	1	1	5	20	0				
56660	taskitem_022sj	1	1	useiteminfo_56660	1	0	0	20	0	taskitem_023sj			
