STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemID	ProCount	AddPro	TrackInfoID	DeleteSelf	LockTarget	Radius	SceneID	Water	AddItems	DeleteItems	TargetConfig	TaskID
11007	useitem_19h	1	1	useitem36040	1	1	0	11	0			WorldNpc04413	
11009	useitem_20h	1	1	useiteminfo_11009	1	0	0	11	0				
11012	useitem_28b	1	1	useiteminfo_11012	1	1	3	11	0			ItemNpc03208	
11016	useitem_32b	1	1	useitem36179	1	1	3	17	0			ItemNpc12005	
11017	useitem_33b	1	1	useiteminfo_11017	1	1	3	17	0			WorldNpc09812	
11018	useitem_34b	1	1		1	0	0	17	0	taskitem_47b		ItemNpc12004	
11021	useitem_16l	1	1	useiteminfo_11021	1	0		12	0	taskitem_26l	taskitem_25l		
11023	useitem_18l	1	1	useitem36274	1	0	5	20	0			WorldNpc06621	
11037	useitem_14e	1	1	useitem36466	1				0			GatherNpc00219	
11001	useitem_16h	1	1	useiteminfo_11001	1	1	0	11	0			WorldNpc04412	36004
11003	useitem_17h	1	1	useiteminfo_11003	1	1	0	11	0			WorldNpc04552	36027
11004	useitem_18h	1	1	useiteminfo_11004_1	1	1	0	11	0			WorldNpc04414	36035
11005	useitem_18h	1	1	useiteminfo_11005_2	1	1	0	11	0			WorldNpc04415	36035
11006	useitem_18h	1	1	useiteminfo_11006_3	1	1	0	11	0			WorldNpc04416	36035
11008	useitem_21h	1	1	useiteminfo_11008	1	1	0	11	0			WorldNpc04419	36060
11010	useitem_35b	1	1	useiteminfo_11010	1	1	3	11	0			WorldNpc04812	36102
11011	useitem_27b	1	1	useiteminfo_11011	1	1	3	11	0			ItemNpc03209	36113
11013	useitem_29b	1	1	useiteminfo_11013	0	1	3	11	0			ItemNpc03210	36124
11014	useitem_30b	1	1	useiteminfo_11014	1	1	3	11	0			WorldNpc04560	36130
11015	useitem_31b	1	1	useiteminfo_11015	0	1	3	17	0	taskitem_45b;taskitem_36b		ItemNpc12004	36171
11019	useitem_14l	1	1	useiteminfo_11019	1	1	0	12	0			WorldNpc00386	36216
11020	useitem_15l	1	1	useiteminfo_11020	1	0		12	0				36223
11022	useitem_17l	1	1	useiteminfo_11022	1	1	0	12	0			WorldNpc00386	36231
11024	useitem_19l	1	1	useiteminfo_11024	1	1	0	20	0			WorldNpc06621	36287
11026	useitem_12j	1	1	useiteminfo_11026	1	1	0	17	0			WorldNpc09903	36322
11027	useitem_13j	1	1	useiteminfo_11027	1	1	0	11	0			WorldNpc04432	36327
11028	useitem_15j	1	1	useiteminfo_11028	1	1	5	16	0			WorldNpc10042	36359
11029	useitem_16j			useiteminfo_11029	1	0		16	1	taskitem_9k			36364
11030	useitem_17j	1	1	useiteminfo_11030	1	0		16	1				36369
11031	useitem_18j	1	1	useiteminfo_11031	1	1	5	16	0			WorldNpc10043	36378
11035	useitem_34a	1	1	useiteminfo_11035	1				0				36465
11038	useitem_31a	1	1	useiteminfo_11038_1	1	0		18	0	useitem_30a	taskitem_57a		36503
11039	useitem_30a	1	1	useiteminfo_11039_2	1	0		18	0				36503
11040	useitem_27a	1	1	useiteminfo_11040	1	1	2	11	0			Gather00029a	36530
11041	useitem_28a	1	1	useiteminfo_11041	1	1	2	2	0			Gather00037a	36547
11042	useitem_29a	1	1	useiteminfo_11042	1	1	2	2	0			WorldNpc09309	36552
11043	useitem_39a	1	1	useiteminfo_11043	1	0	0	26	0				36568
11025	useitem_14j			useiteminfo_11025	1	0		17	1	taskitem_9k			36315
11034	useitem_12e	1	1	useiteminfo_11034	1			20	0				36460
11032	useitem_32a	1	1	useiteminfo_11032	1			13	0				36392
11033	useitem_33a	1	1	useiteminfo_11033	1			13	0				36420
11044	useitem_004mm	1	1	useiteminfo_11044	1	0	0	11	0				
11002	useitem_22h	1	1	useiteminfo_11002	1	0	0	11	0				36026
