STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemID	ProCount	AddPro	TrackInfoID	DeleteSelf	LockTarget	Radius	SceneID	Water	AddItems	DeleteItems	TargetConfig	TaskID
41687	useitem_1a	1	1	useiteminfo_41687	1	1	5	11	0			WorldNpc04603	
41688	useitem_1a	1	1	useiteminfo_41688	1	1	5	11	0			WorldNpc04603	
41689	useitem_1a	1	1	useiteminfo_41689	1	1	5	11	0			WorldNpc04603	
41690	useitem_1a	1	1	useiteminfo_41690	1	1	5	11	0			WorldNpc04603	
41691	useitem_1a	1	1	useiteminfo_41691	1	1	5	11	0			WorldNpc04603	
41692	useitem_1a	1	1	useiteminfo_41692	1	1	5	11	0			WorldNpc04603	
41693	useitem_1a	1	1	useiteminfo_41693	1	1	5	11	0			WorldNpc04603	
41694	useitem_1a	1	1	useiteminfo_41694	1	1	5	11	0			WorldNpc04603	
41695	useitem_1a	1	1	useiteminfo_41695	1	1	5	11	0			WorldNpc04603	
41696	useitem_1a	1	1	useiteminfo_41696	1	1	5	11	0			WorldNpc04603	
41697	useitem_1a	1	1	useiteminfo_41697	1	1	5	11	0			WorldNpc04603	
41698	useitem_1a	1	1	useiteminfo_41698	1	1	5	11	0			WorldNpc04603	
41699	useitem_1a	1	1	useiteminfo_41699	1	1	5	11	0			WorldNpc04603	
41700	useitem_1a	1	1	useiteminfo_41700	1	1	5	11	0			WorldNpc04603	
41701	useitem_1a	1	1	useiteminfo_41701	1	1	5	11	0			WorldNpc04603	
41702	useitem_1a	1	1	useiteminfo_41702	1	1	5	11	0			WorldNpc04603	
41703	useitem_1a	1	1	useiteminfo_41703	1	1	5	11	0			WorldNpc04603	
41704	useitem_1a	1	1	useiteminfo_41704	1	1	5	11	0			WorldNpc04603	
41705	useitem_1a	1	1	useiteminfo_41705	1	1	5	11	0			WorldNpc04603	
41706	useitem_1a	1	1	useiteminfo_41706	1	1	5	11	0			WorldNpc04603	
41707	useitem_1a	1	1	useiteminfo_41707	1	1	5	11	0			WorldNpc04603	
41708	useitem_1a	1	1	useiteminfo_41708	1	1	5	11	0			WorldNpc04603	
41709	useitem_1a	1	1	useiteminfo_41709	1	1	5	11	0			WorldNpc04603	
41710	useitem_1a	1	1	useiteminfo_41710	1	1	5	11	0			WorldNpc04603	
41711	useitem_1a	1	1	useiteminfo_41711	1	1	5	11	0			WorldNpc04603	
41712	useitem_1a	1	1	useiteminfo_41712	1	1	5	11	0			WorldNpc04603	
41713	useitem_1a	1	1	useiteminfo_41713	1	1	5	11	0			WorldNpc04603	
41714	useitem_1a	1	1	useiteminfo_41714	1	1	5	11	0			WorldNpc04603	
41715	useitem_1a	1	1	useiteminfo_41715	1	1	5	11	0			WorldNpc04603	
41716	useitem_1a	1	1	useiteminfo_41716	1	1	5	11	0			WorldNpc04603	
41717	useitem_1a	1	1	useiteminfo_41717	1	1	5	11	0			WorldNpc04603	
41718	useitem_1a	1	1	useiteminfo_41718	1	1	5	11	0			WorldNpc04603	
41719	useitem_1a	1	1	useiteminfo_41719	1	1	5	11	0			WorldNpc04603	
41720	useitem_1a	1	1	useiteminfo_41720	1	1	5	11	0			WorldNpc04603	
41721	useitem_1a	1	1	useiteminfo_41721	1	1	5	11	0			WorldNpc04603	
41722	useitem_1a	1	1	useiteminfo_41722	1	1	5	11	0			WorldNpc04603	
41723	useitem_1a	1	1	useiteminfo_41723	1	1	5	11	0			WorldNpc04603	
41724	useitem_1a	1	1	useiteminfo_41724	1	1	5	11	0			WorldNpc04603	
41725	useitem_1a	1	1	useiteminfo_41725	1	1	5	11	0			WorldNpc04603	
41726	useitem_1a	1	1	useiteminfo_41726	1	1	5	11	0			WorldNpc04603	
41727	useitem_1a	1	1	useiteminfo_41727	1	1	5	11	0			WorldNpc04603	
41728	useitem_1a	1	1	useiteminfo_41728	1	1	5	11	0			WorldNpc04603	
41686	useitem_1sj	1	1	useiteminfo_41686	1	1	5	11	0			WorldNpc04627	
