STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemID	ProCount	AddPro	TrackInfoID	DeleteSelf	LockTarget	Radius	SceneID	Water	AddItems	DeleteItems	TargetConfig	TaskID
34601		1	1	useiteminfo_34601				4					
34602		1	1	useiteminfo_34602				4					
34603		1	1	useiteminfo_34603				4					
34604		1	1	useiteminfo_34604				4					
34605		1	1	useiteminfo_34605				4					
34606		1	1	useiteminfo_34606				4					
34607		1	1	useiteminfo_34607				4					
34608		1	1	useiteminfo_34608				4					
34609		1	1	useiteminfo_34609				4					
34610		1	1	useiteminfo_34610				4					
34611		1	1	useiteminfo_34611				4					
34612		1	1	useiteminfo_34612				4					
34613		1	1	useiteminfo_34613				4					
34614		1	1	useiteminfo_34614				4					
34615		1	1	useiteminfo_34615				4					
34616		1	1	useiteminfo_34616				4					
34617		1	1	useiteminfo_34617				4					
34618		1	1	useiteminfo_34618				4					
34619		1	1	useiteminfo_34619				4					
34600	useitem_008zs	1	1	useiteminfo_34600	1	0	3	4	1	taskitem_02zs		EventNpc80952	80952
34620	useitem_143b	1	1	useiteminfo_34620	0	0	3	4	0	taskitem_288b		EventNpc80892	
