STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemID	ProCount	AddPro	TrackInfoID	DeleteSelf	LockTarget	Radius	SceneID	Water	AddItems	DeleteItems	TargetConfig	TaskID
6017	useitem_74b	1	1	useiteminfo_6017_1	1	1	2	6	0			Gather00075b	
6020	useitem_77b	1	1	useiteminfo_6020_1	1	0	0	6	0				
6001	useitem_58b	1	1	useiteminfo_6001	0	0	0	6	0				44001
6003	useitem_60b	1	1	useiteminfo_6003	1	1	5	6	0			WorldNpc03132	44008
6004	useitem_61b	1	1	useiteminfo_6004_1	1	0	0	6	0				44011
6007	useitem_64b	1	1	useiteminfo_6007	1	1	5	6	0			WorldNpc03150	44064
6008	useitem_65b	1	1	useiteminfo_6008_1	1	0	0	6	0				44077
6009	useitem_66b	1	1	useiteminfo_6009_2	1	0	0	6	0			EventNpc44077	44077
6012	useitem_69b	1	1	useiteminfo_6012_2	1	0	0	6	0				44103
6013	useitem_70b	1	1	useiteminfo_6013_3	1	0	0	6	0				44103
6015	useitem_72b	1	1	useiteminfo_6015	1	1	2	6	0	taskitem_116b		Gather00073b	44104
6016	useitem_73b	1	1	useiteminfo_6016	0	1	2	6	0			Gather00074b	44119
6018	useitem_75b	1	1	useiteminfo_6018_2	1	0	0	6	0				44126
6019	useitem_76b	1	1	useiteminfo_6019_3	1	0	0	6	0				44126
6050	useitem_31j	1	1	useiteminfo_6050_1	1	0	20	4	0			EventNpc44489_1	44489
6051	useitem_31j	1	1	useiteminfo_6051_2	1	0	20	4	0			EventNpc44489_2	44489
6052	useitem_29j	1	1	useiteminfo_6052_1	1	0	0	4	0	useitem_30j			44502
6053	useitem_30j	1	1	useiteminfo_6053_2	1	0	5	4	0			EventNpc44502	44502
6054	useitem_32j	1	1	useiteminfo_6054_1	1	0	0	6	0	useitem_33j			44534
6055	useitem_33j	1	1	useiteminfo_6055_2	1	1	5	6	0			WorldNpc03174	44534
6056	useitem_34j	1	1	useiteminfo_6056	1	0	0	26	0				44543
6057	useitem_35j	1	1	useiteminfo_6057	1	1	5	26	0			WorldNpc06908	44547
6100	useitem_6m	1	1	useiteminfo_6100	1	1	5	11	0			WorldNpc04446	44158
6130	useitem_9m	1	1	useiteminfo_6130	1	1	5	19	0			WorldNpc02109	44195
6131	useitem_8m	1	1	useiteminfo_6131	0	1	5	19	0			WorldNpc02119	44210
6150	useitem_21j	1	1	useiteminfo_6150_1	1	0	0	6	0	useitem_22j			44437
6151	useitem_22j	1	1	useiteminfo_6151_2	1	0	0	6	0	taskitem_50j			44437
6152	useitem_26j	1	1	useiteminfo_6152	1	0	0	2	0	useitem_23j			44453
6153	useitem_23j	1	1	useiteminfo_6153	1	1	5	2	0			WorldNpc09406	44457
6154	useitem_24j	1	1	useiteminfo_6154	0	0	20	2	0			EventNpc44461	44461
6155	useitem_28j	1	1	useiteminfo_6155_1	1	1	5	2	0			WorldNpc09406	44464
6156	useitem_27j	1	1	useiteminfo_6156_2	0	1	5	2	0			WorldNpc09406	44464
6157	useitem_25j	1	1	useiteminfo_6157_1	1	0	20	2	1			EventNpc44475_1	44475
6158	useitem_25j	1	1	useiteminfo_6158_2	1	0	20	2	1			EventNpc44475_2	44475
6159	useitem_25j	1	1	useiteminfo_6159_3	1	0	20	2	1			EventNpc44475_3	44475
6170	useitem_10m	1	1	useiteminfo_6170	1	1	5	20	0			WorldNpc06661	44243
6171	useitem_11m	1	1	useiteminfo_6171	1	1	5	20	0			WorldNpc06666	44252
6172	useitem_12m	1	1	useiteminfo_6172	1	0	3	20	0			EventNpc44259	44259
6200	useitem_41a	1	1	useiteminfo_6200	0	1	5	13	0			WorldNpc08523	44300
6202	useitem_43a	1	1	useiteminfo_6202_1	1	1	5	16	0			WorldNpc01402	44342
6011	useitem_68b	1	1	useiteminfo_6011_1	0	0	0	6	0		taskitem_108b		44103
6010	useitem_67b	1	1	useiteminfo_6010	0	0	0	6	0	useitem_71b	taskitem_117b		44101
6014	useitem_71b	1	1	useiteminfo_6014_4	1	1	2	6	0			Gather00072b	44103
6201	useitem_142b	1	1	useiteminfo_6201	0	1	5	16	0			WorldNpc10027	44313
6203	useitem_44a	1	1	useiteminfo_6203	1	0	5	11	0			EventNpc44399	44399
6021	useitem_78b	1	1	useiteminfo_6021_2	1	0	0	6	0		useitem_77b		44136
6101	useitem_7m	1	1	useiteminfo_6101	1	0	0	11	0				44164
6005	useitem_62b	1	1	useiteminfo_6005_2	1	0	0	6	0	useitem_63b	taskitem_90b_1		44011
6002	useitem_59b	1	1	useiteminfo_6002	0	0	0	6	0	taskitem_89b			44005
6204	useitem_005mm	1	1	useiteminfo_6204	1			6	1	taskitem_036mm			
6006	useitem_63b	1	1	useiteminfo_6006_3	1	0	20	6	0			EventNpc44009	44011
6242	useitem_006mm	1	1	useiteminfo_6242	1		10	6		taskitem_035mm		EventNpc44027	
