STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemID	ProCount	AddPro	TrackInfoID	DeleteSelf	LockTarget	Radius	SceneID	Water	AddItems	DeleteItems	TargetConfig	TaskID
7199													
7000	useitem_1w	1	1	useiteminfo_7000	1	0	0	7	0				46027
7004	useitem_5w	1	1	useiteminfo_7004	1	1	5	7	0			WorldNpc03443	46060
7005	useitem_6w	1	1	useiteminfo_7005	1	0	0	24	1	taskitem_w115			46102
7006	useitem_7w	1	1	useiteminfo_7006	1	1	5	24	0			WorldNpc05050	46110
7007	useitem_8w	1	1	useiteminfo_7007	1	1	5	11	0			WorldNpc04579	46181
7008	useitem_9w	1	1	useiteminfo_7008	1	1	5	20	0			WorldNpc06646	46241
7009	useitem_10w	1	1	useiteminfo_7009	1	1	5	20	0			WorldNpc06646	46255
7010	useitem_11w	1	1	useiteminfo_7010	1	0	0	20	0				46260
7011	useitem_12w	1	1	useiteminfo_7011	1	1	5	20	0			WorldNpc06660	46267
7200	useitem_1yc	1	1	useiteminfo_7200	1	1	5	13	0			WorldNpc08516	46296
7201	useitem_2yc	1	1	useiteminfo_7201	1	0	0	13	0				46328
7202	useitem_3yc	1	1	useiteminfo_7202	1	0	0	13	0				46328
7203	useitem_4yc	1	1	useiteminfo_7203	0	1	15	10	0			WorldNpc02700	46340
7204	useitem_5yc	1	1	useiteminfo_7204	1	1	10	10	0			WorldNpc02693	46367
7205	useitem_6yc	1	1	useiteminfo_7205	1	1	15	9	0			WorldNpc02576	46410
7206	useitem_9yc	1	1	useiteminfo_7206	1	0	0	22	0				46443
7207	useitem_7yc	1	1	useiteminfo_7207	1	1	15	22	0			WorldNpc06239	46457
7208	useitem_8yc	1	1	useiteminfo_7208	1	1	15	22	0			WorldNpc06230	46478
7209	useitem_10yc	1	1	useiteminfo_7209	1	0	0	18	0				46500
7210	useitem_11yc	1	1	useiteminfo_7210	1	0	0	18	0				46505
7211	useitem_12yc	1	1	useiteminfo_7211	1	0	0	18	0				46521
7003	useitem_4w	1	1	useiteminfo_7003	1	1	5	7	0			Addjunzicyh001	46046
7002	useitem_3w	1	1	useiteminfo_7002_2	1	1	5	7	0			WorldNpc03335	46039
7001	useitem_2w	1	1	useiteminfo_7001	1	0	0	7	0				46039
