STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemID	ProCount	AddPro	TrackInfoID	DeleteSelf	LockTarget	Radius	SceneID	Water	AddItems	DeleteItems	TargetConfig	TaskID
51675		1	1	useiteminfo_51675	1	1	5	7	0				
51676		1	1	useiteminfo_51676	1	1	5	7	0				
51677		1	1	useiteminfo_51677	1	1	5	7	0				
51678		1	1	useiteminfo_51678	1	1	5	7	0				
51679		1	1	useiteminfo_51679	1	1	5	7	0				
51680		1	1	useiteminfo_51680	1	1	5	7	0				
51681		1	1	useiteminfo_51681	1	1	5	7	0				
51682		1	1	useiteminfo_51682	1	1	5	7	0				
51683		1	1	useiteminfo_51683	1	1	5	7	0				
51684		1	1	useiteminfo_51684	1	1	5	7	0				
51685		1	1	useiteminfo_51685	1	1	5	7	0				
51686		1	1	useiteminfo_51686	1	1	5	7	0				
51687		1	1	useiteminfo_51687	1	1	5	7	0				
51688		1	1	useiteminfo_51688	1	1	5	7	0				
51689		1	1	useiteminfo_51689	1	1	5	7	0				
51690		1	1	useiteminfo_51690	1	1	5	7	0				
51691		1	1	useiteminfo_51691	1	1	5	7	0				
51692		1	1	useiteminfo_51692	1	1	5	7	0				
51693		1	1	useiteminfo_51693	1	1	5	7	0				
51694		1	1	useiteminfo_51694	1	1	5	7	0				
51695		1	1	useiteminfo_51695	1	1	5	7	0				
51696		1	1	useiteminfo_51696	1	1	5	7	0				
51697		1	1	useiteminfo_51697	1	1	5	7	0				
51698		1	1	useiteminfo_51698	1	1	5	7	0				
51699		1	1	useiteminfo_51699	1	1	5	7	0				
51700		1	1	useiteminfo_51700	1	1	5	7	0				
51701		1	1	useiteminfo_51701	1	1	5	7	0				
51702		1	1	useiteminfo_51702	1	1	5	7	0				
51703		1	1	useiteminfo_51703	1	1	5	7	0				
51704		1	1	useiteminfo_51704	1	1	5	7	0				
51705		1	1	useiteminfo_51705	1	1	5	7	0				
51706		1	1	useiteminfo_51706	1	1	5	7	0				
51707		1	1	useiteminfo_51707	1	1	5	7	0				
51708		1	1	useiteminfo_51708	1	1	5	7	0				
51709		1	1	useiteminfo_51709	1	1	5	7	0				
51710		1	1	useiteminfo_51710	1	1	5	7	0				
51711		1	1	useiteminfo_51711	1	1	5	7	0				
51712		1	1	useiteminfo_51712	1	1	5	7	0				
51713		1	1	useiteminfo_51713	1	1	5	7	0				
51714		1	1	useiteminfo_51714	1	1	5	7	0				
51715		1	1	useiteminfo_51715	1	1	5	7	0				
51716		1	1	useiteminfo_51716	1	1	5	7	0				
51717		1	1	useiteminfo_51717	1	1	5	7	0				
