STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemID	ProCount	AddPro	TrackInfoID	DeleteSelf	LockTarget	Radius	SceneID	Water	AddItems	DeleteItems	TargetConfig	TaskID
41772	useitem_1a	1	1	useiteminfo_41772	1	1	5	11	0			WorldNpc04603	86351
41773	useitem_1a	1	1	useiteminfo_41773	1	1	5	11	0			WorldNpc04603	86352
41774	useitem_1a	1	1	useiteminfo_41774	1	1	5	11	0			WorldNpc04603	86353
41775	useitem_1a	1	1	useiteminfo_41775	1	1	5	11	0			WorldNpc04603	86354
41776	useitem_1a	1	1	useiteminfo_41776	1	1	5	11	0			WorldNpc04603	86355
41777	useitem_1a	1	1	useiteminfo_41777	1	1	5	11	0			WorldNpc04603	86356
41778	useitem_1a	1	1	useiteminfo_41778	1	1	5	11	0			WorldNpc04603	86357
41779	useitem_1a	1	1	useiteminfo_41779	1	1	5	11	0			WorldNpc04603	86358
41780	useitem_1a	1	1	useiteminfo_41780	1	1	5	11	0			WorldNpc04603	86359
41781	useitem_1a	1	1	useiteminfo_41781	1	1	5	11	0			WorldNpc04603	86360
41782	useitem_1a	1	1	useiteminfo_41782	1	1	5	11	0			WorldNpc04603	86361
41783	useitem_1a	1	1	useiteminfo_41783	1	1	5	11	0			WorldNpc04603	86362
41784	useitem_1a	1	1	useiteminfo_41784	1	1	5	11	0			WorldNpc04603	86363
41785	useitem_1a	1	1	useiteminfo_41785	1	1	5	11	0			WorldNpc04603	86364
41786	useitem_1a	1	1	useiteminfo_41786	1	1	5	11	0			WorldNpc04603	86365
41787	useitem_1a	1	1	useiteminfo_41787	1	1	5	11	0			WorldNpc04603	86366
41788	useitem_1a	1	1	useiteminfo_41788	1	1	5	11	0			WorldNpc04603	86367
41789	useitem_1a	1	1	useiteminfo_41789	1	1	5	11	0			WorldNpc04603	86368
41790	useitem_1a	1	1	useiteminfo_41790	1	1	5	11	0			WorldNpc04603	86369
41791	useitem_1a	1	1	useiteminfo_41791	1	1	5	11	0			WorldNpc04603	86370
41792	useitem_1a	1	1	useiteminfo_41792	1	1	5	11	0			WorldNpc04603	86371
41793	useitem_1a	1	1	useiteminfo_41793	1	1	5	11	0			WorldNpc04603	86372
41794	useitem_1a	1	1	useiteminfo_41794	1	1	5	11	0			WorldNpc04603	86373
41795	useitem_1a	1	1	useiteminfo_41795	1	1	5	11	0			WorldNpc04603	86374
41796	useitem_1a	1	1	useiteminfo_41796	1	1	5	11	0			WorldNpc04603	86375
41797	useitem_1a	1	1	useiteminfo_41797	1	1	5	11	0			WorldNpc04603	86376
41798	useitem_1a	1	1	useiteminfo_41798	1	1	5	11	0			WorldNpc04603	86377
41799	useitem_1a	1	1	useiteminfo_41799	1	1	5	11	0			WorldNpc04603	86378
41800	useitem_1a	1	1	useiteminfo_41800	1	1	5	11	0			WorldNpc04603	86379
41801	useitem_1a	1	1	useiteminfo_41801	1	1	5	11	0			WorldNpc04603	86380
41802	useitem_1a	1	1	useiteminfo_41802	1	1	5	11	0			WorldNpc04603	86381
41803	useitem_1a	1	1	useiteminfo_41803	1	1	5	11	0			WorldNpc04603	86382
41804	useitem_1a	1	1	useiteminfo_41804	1	1	5	11	0			WorldNpc04603	86383
41805	useitem_1a	1	1	useiteminfo_41805	1	1	5	11	0			WorldNpc04603	86384
41806	useitem_1a	1	1	useiteminfo_41806	1	1	5	11	0			WorldNpc04603	86385
41807	useitem_1a	1	1	useiteminfo_41807	1	1	5	11	0			WorldNpc04603	86386
41808	useitem_1a	1	1	useiteminfo_41808	1	1	5	11	0			WorldNpc04603	86387
41809	useitem_1a	1	1	useiteminfo_41809	1	1	5	11	0			WorldNpc04603	86388
41810	useitem_1a	1	1	useiteminfo_41810	1	1	5	11	0			WorldNpc04603	86389
41811	useitem_1a	1	1	useiteminfo_41811	1	1	5	11	0			WorldNpc04603	86390
41812	useitem_1a	1	1	useiteminfo_41812	1	1	5	11	0			WorldNpc04603	86391
41813	useitem_1a	1	1	useiteminfo_41813	1	1	5	11	0			WorldNpc04603	86392
41771	useitem_001fj	1	1	useiteminfo_41771	1	1	5	11	0			monm073601	86350
