STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemID	ProCount	AddPro	TrackInfoID	DeleteSelf	LockTarget	Radius	SceneID	Water	AddItems	DeleteItems	TargetConfig	TaskID
5001	useitem_001x	1	1	useiteminfo_5001	1	1	5	5	0			WorldNpc04126	42071
5002	useitem_002x	1	1	useiteminfo_5002	1	1	5	5	0			WorldNpc04124	42074
5005	useitem_005x	1	1	useiteminfo_5005	1	1	5	5	0			WorldNpc04211	42138
5010	useitem_010x	1	1	useiteminfo_5010	1	1	5	24	0			WorldNpc05116	42162
5011	useitem_011x	1	1	useiteminfo_5011	1	1	5	24	0				42181
5200	useitem_13w	1	1	useiteminfo_5200	1	0	0	2	0				42250
5203	useitem_16w	1	1	useiteminfo_5203	1	1	5	2	0			WorldNpc09217	42261
5204	useitem_17w	1	1	useiteminfo_5204	1	0	0	2	0				42263
5205	useitem_18w	1	1	useiteminfo_5205	1	0	0	2	0				42279
5206	useitem_19w	1	1	useiteminfo_5206	1	1	5	16	0			WorldNpc10569	42291
5207	useitem_20w	1	1	useiteminfo_5207	1	1	5	16	0			WorldNpc10575	42295
5208	useitem_21w	1	1	useiteminfo_5208	1	1	5	16	0			WorldNpc10567	42312
5209	useitem_22w	1	1	useiteminfo_5209	1	1	5	16	0			WorldNpc10567	42325
5210	useitem_23w	1	1	useiteminfo_5210	1	0	0	10	0				42359
5300	useitem_13yc	1	1	useiteminfo_5300	1	1	10	11	0			WorldNpc04790	42400
5301	useitem_16yc	1	1	useiteminfo_5301	1	1	10	11	0			WorldNpc04451	42423
5003	useitem_003x	1	1	useiteminfo_5003	1	1	5	5	0			WorldNpc04211	42120
5009	useitem_009x	1	1	useiteminfo_5009	1	1	5	24	0			WorldNpc05115	42155
5013	useitem_013x	1	1	useiteminfo_5013	1	0	5	24	0				42189
5014	useitem_014x	1	1	useiteminfo_5014	1	1	5	19	0			WorldNpc02142	42197
5015	useitem_014x	1	1	useiteminfo_5015	1	1	5	19	0			WorldNpc02143	42197
5018	useitem_016x	1	1	useiteminfo_5018	1	1	5	19	0			WorldNpc02136	42225
5201	useitem_14w	1	1	useiteminfo_5201	1	0	0	2	0				42252
5202	useitem_15w	1	1	useiteminfo_5202	1	1	5	2	0			WorldNpc09213	42252
5606	useitem_008jx	1	1	useiteminfo_5606	1	1	2	2	0			WorldNpc09219	42280
5007	useitem_007x	1	1	useiteminfo_5007	1	1	5	5	0			WorldNpc04212	42140
5008	useitem_008x	1	1	useiteminfo_5008	1	0	0	24	0			Eventnpc42152	42152
5012	useitem_012x	1	1	useiteminfo_5012	1	1	5	24	0			WorldNpc05120	42186
5302	useitem_14yc	1	1	useiteminfo_5302	1	0		24	0				42448
5017	useitem_015x	1	1	useiteminfo_5017	0	0	5	19	0			EventNpc42219	42219
5303	useitem_15yc	1	1	useiteminfo_5303	1	0		24	0				42475
5605	useitem_006hy	1	1	useiteminfo_5605	1	1	2	26	0			WorldNpc06916	42646
5602	useitem_003hy	1	1	useiteminfo_5602	1	0	10	26	0			EventNpc42637	42637
5603	useitem_004hy	1	1	useiteminfo_5603	1	0	0	26	0				42637
5604	useitem_005hy	1	1	useiteminfo_5604	1	0	0	26	0				42639
5006	useitem_006x	1	1	useiteminfo_5006	1	0	0	5	0				42140
5609	useitem_009jx	1	1	useiteminfo_5609	0	0	0	26	0				42608
5016	useitem_014x	1	1	useiteminfo_5016	1	1	5	19	0			WorldNpc02131	
5610	useitem_128m	1	1	useiteminfo_5610	1	1	20	5	0			WorldNpc04287	
5611		1	1	useiteminfo_5611	1		20	5	0				
5004	useitem_71y	1	1	useiteminfo_5004	1		20	5	0				42017
