STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemID	ProCount	AddPro	TrackInfoID	DeleteSelf	LockTarget	Radius	SceneID	Water	AddItems	DeleteItems	TargetConfig	TaskID
56841		1	1	useiteminfo_56841	1	1	5	20	0				
56842		1	1	useiteminfo_56842	1	1	5	20	0				
56843		1	1	useiteminfo_56843	1	1	5	20	0				
56844		1	1	useiteminfo_56844	1	1	5	20	0				
56845		1	1	useiteminfo_56845	1	1	5	20	0				
56846		1	1	useiteminfo_56846	1	1	5	20	0				
56847		1	1	useiteminfo_56847	1	1	5	20	0				
56848		1	1	useiteminfo_56848	1	1	5	20	0				
56849		1	1	useiteminfo_56849	1	1	5	20	0				
56850		1	1	useiteminfo_56850	1	1	5	20	0				
56851		1	1	useiteminfo_56851	1	1	5	20	0				
56852		1	1	useiteminfo_56852	1	1	5	20	0				
56853		1	1	useiteminfo_56853	1	1	5	20	0				
56854		1	1	useiteminfo_56854	1	1	5	20	0				
56855		1	1	useiteminfo_56855	1	1	5	20	0				
56856		1	1	useiteminfo_56856	1	1	5	20	0				
56857		1	1	useiteminfo_56857	1	1	5	20	0				
56858		1	1	useiteminfo_56858	1	1	5	20	0				
56859		1	1	useiteminfo_56859	1	1	5	20	0				
56860		1	1	useiteminfo_56860	1	1	5	20	0				
56861		1	1	useiteminfo_56861	1	1	5	20	0				
56862		1	1	useiteminfo_56862	1	1	5	20	0				
56863		1	1	useiteminfo_56863	1	1	5	20	0				
56864		1	1	useiteminfo_56864	1	1	5	20	0				
56865		1	1	useiteminfo_56865	1	1	5	20	0				
56866		1	1	useiteminfo_56866	1	1	5	20	0				
56867		1	1	useiteminfo_56867	1	1	5	20	0				
56868		1	1	useiteminfo_56868	1	1	5	20	0				
56869		1	1	useiteminfo_56869	1	1	5	20	0				
56870		1	1	useiteminfo_56870	1	1	5	20	0				
56871		1	1	useiteminfo_56871	1	1	5	20	0				
56872		1	1	useiteminfo_56872	1	1	5	20	0				
56873		1	1	useiteminfo_56873	1	1	5	20	0				
56874		1	1	useiteminfo_56874	1	1	5	20	0				
56875		1	1	useiteminfo_56875	1	1	5	20	0				
56876		1	1	useiteminfo_56876	1	1	5	20	0				
56877		1	1	useiteminfo_56877	1	1	5	20	0				
56878		1	1	useiteminfo_56878	1	1	5	20	0				
56879		1	1	useiteminfo_56879	1	1	5	20	0				
56880		1	1	useiteminfo_56880	1	1	5	20	0				
56881		1	1	useiteminfo_56881	1	1	5	20	0				
56882		1	1	useiteminfo_56882	1	1	5	20	0				
56840	useitem_030hy	1	1	useiteminfo_56840	1	0	0	20	0	taskitem_hy052	taskitem_hy053		
