STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemID	ProCount	AddPro	TrackInfoID	DeleteSelf	LockTarget	Radius	SceneID	Water	AddItems	DeleteItems	TargetConfig	TaskID
46700		1	1	useiteminfo_46700	1	1	5	24	0				
46701		1	1	useiteminfo_46701	1	1	5	24	0				
46702		1	1	useiteminfo_46702	1	1	5	24	0				
46703		1	1	useiteminfo_46703	1	1	5	24	0				
46704		1	1	useiteminfo_46704	1	1	5	24	0				
46705		1	1	useiteminfo_46705	1	1	5	24	0				
46706		1	1	useiteminfo_46706	1	1	5	24	0				
46707		1	1	useiteminfo_46707	1	1	5	24	0				
46708		1	1	useiteminfo_46708	1	1	5	24	0				
46709		1	1	useiteminfo_46709	1	1	5	24	0				
46710		1	1	useiteminfo_46710	1	1	5	24	0				
46711		1	1	useiteminfo_46711	1	1	5	24	0				
46712		1	1	useiteminfo_46712	1	1	5	24	0				
46713		1	1	useiteminfo_46713	1	1	5	24	0				
46714		1	1	useiteminfo_46714	1	1	5	24	0				
46715		1	1	useiteminfo_46715	1	1	5	24	0				
46716		1	1	useiteminfo_46716	1	1	5	24	0				
46717		1	1	useiteminfo_46717	1	1	5	24	0				
46718		1	1	useiteminfo_46718	1	1	5	24	0				
46719		1	1	useiteminfo_46719	1	1	5	24	0				
46720		1	1	useiteminfo_46720	1	1	5	24	0				
46721		1	1	useiteminfo_46721	1	1	5	24	0				
46722		1	1	useiteminfo_46722	1	1	5	24	0				
46723		1	1	useiteminfo_46723	1	1	5	24	0				
46724		1	1	useiteminfo_46724	1	1	5	24	0				
46725		1	1	useiteminfo_46725	1	1	5	24	0				
46726		1	1	useiteminfo_46726	1	1	5	24	0				
46727		1	1	useiteminfo_46727	1	1	5	24	0				
46728		1	1	useiteminfo_46728	1	1	5	24	0				
46729		1	1	useiteminfo_46729	1	1	5	24	0				
46730		1	1	useiteminfo_46730	1	1	5	24	0				
46731		1	1	useiteminfo_46731	1	1	5	24	0				
46732		1	1	useiteminfo_46732	1	1	5	24	0				
46733		1	1	useiteminfo_46733	1	1	5	24	0				
46734		1	1	useiteminfo_46734	1	1	5	24	0				
46735		1	1	useiteminfo_46735	1	1	5	24	0				
46736		1	1	useiteminfo_46736	1	1	5	24	0				
46737		1	1	useiteminfo_46737	1	1	5	24	0				
46738		1	1	useiteminfo_46738	1	1	5	24	0				
46739		1	1	useiteminfo_46739	1	1	5	24	0				
46740		1	1	useiteminfo_46740	1	1	5	24	0				
46741		1	1	useiteminfo_46741	1	1	5	24	0				
46742		1	1	useiteminfo_46742	1	1	5	24	0				
