STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemID	ProCount	AddPro	TrackInfoID	DeleteSelf	LockTarget	Radius	SceneID	Water	AddItems	DeleteItems	TargetConfig	TaskID
50750		1	1	useiteminfo_50750	1	1	5	6	0				
50751		1	1	useiteminfo_50751	1	1	5	6	0				
50752		1	1	useiteminfo_50752	1	1	5	6	0				
50753		1	1	useiteminfo_50753	1	1	5	6	0				
50754		1	1	useiteminfo_50754	1	1	5	6	0				
50755		1	1	useiteminfo_50755	1	1	5	6	0				
50756		1	1	useiteminfo_50756	1	1	5	6	0				
50757		1	1	useiteminfo_50757	1	1	5	6	0				
50758		1	1	useiteminfo_50758	1	1	5	6	0				
50759		1	1	useiteminfo_50759	1	1	5	6	0				
50760		1	1	useiteminfo_50760	1	1	5	6	0				
50761		1	1	useiteminfo_50761	1	1	5	6	0				
50762		1	1	useiteminfo_50762	1	1	5	6	0				
50763		1	1	useiteminfo_50763	1	1	5	6	0				
50764		1	1	useiteminfo_50764	1	1	5	6	0				
50765		1	1	useiteminfo_50765	1	1	5	6	0				
50766		1	1	useiteminfo_50766	1	1	5	6	0				
50767		1	1	useiteminfo_50767	1	1	5	6	0				
50768		1	1	useiteminfo_50768	1	1	5	6	0				
50769		1	1	useiteminfo_50769	1	1	5	6	0				
50770		1	1	useiteminfo_50770	1	1	5	6	0				
50771		1	1	useiteminfo_50771	1	1	5	6	0				
50772		1	1	useiteminfo_50772	1	1	5	6	0				
50773		1	1	useiteminfo_50773	1	1	5	6	0				
50774		1	1	useiteminfo_50774	1	1	5	6	0				
50775		1	1	useiteminfo_50775	1	1	5	6	0				
50776		1	1	useiteminfo_50776	1	1	5	6	0				
50777		1	1	useiteminfo_50777	1	1	5	6	0				
50778		1	1	useiteminfo_50778	1	1	5	6	0				
50779		1	1	useiteminfo_50779	1	1	5	6	0				
50780		1	1	useiteminfo_50780	1	1	5	6	0				
50781		1	1	useiteminfo_50781	1	1	5	6	0				
50782		1	1	useiteminfo_50782	1	1	5	6	0				
50783		1	1	useiteminfo_50783	1	1	5	6	0				
50784		1	1	useiteminfo_50784	1	1	5	6	0				
50785		1	1	useiteminfo_50785	1	1	5	6	0				
50786		1	1	useiteminfo_50786	1	1	5	6	0				
50787		1	1	useiteminfo_50787	1	1	5	6	0				
50788		1	1	useiteminfo_50788	1	1	5	6	0				
50789		1	1	useiteminfo_50789	1	1	5	6	0				
50790		1	1	useiteminfo_50790	1	1	5	6	0				
50791		1	1	useiteminfo_50791	1	1	5	6	0				
50792		1	1	useiteminfo_50792	1	1	5	6	0				
