STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemID	ProCount	AddPro	TrackInfoID	DeleteSelf	LockTarget	Radius	SceneID	Water	AddItems	DeleteItems	TargetConfig	TaskID
41732	useitem_1a	1	1	useiteminfo_41732	1	1	5	11	0			WorldNpc04603	
41733	useitem_1a	1	1	useiteminfo_41733	1	1	5	11	0			WorldNpc04603	
41734	useitem_1a	1	1	useiteminfo_41734	1	1	5	11	0			WorldNpc04603	
41735	useitem_1a	1	1	useiteminfo_41735	1	1	5	11	0			WorldNpc04603	
41736	useitem_1a	1	1	useiteminfo_41736	1	1	5	11	0			WorldNpc04603	
41737	useitem_1a	1	1	useiteminfo_41737	1	1	5	11	0			WorldNpc04603	
41738	useitem_1a	1	1	useiteminfo_41738	1	1	5	11	0			WorldNpc04603	
41739	useitem_1a	1	1	useiteminfo_41739	1	1	5	11	0			WorldNpc04603	
41740	useitem_1a	1	1	useiteminfo_41740	1	1	5	11	0			WorldNpc04603	
41741	useitem_1a	1	1	useiteminfo_41741	1	1	5	11	0			WorldNpc04603	
41742	useitem_1a	1	1	useiteminfo_41742	1	1	5	11	0			WorldNpc04603	
41743	useitem_1a	1	1	useiteminfo_41743	1	1	5	11	0			WorldNpc04603	
41744	useitem_1a	1	1	useiteminfo_41744	1	1	5	11	0			WorldNpc04603	
41745	useitem_1a	1	1	useiteminfo_41745	1	1	5	11	0			WorldNpc04603	
41746	useitem_1a	1	1	useiteminfo_41746	1	1	5	11	0			WorldNpc04603	
41747	useitem_1a	1	1	useiteminfo_41747	1	1	5	11	0			WorldNpc04603	
41748	useitem_1a	1	1	useiteminfo_41748	1	1	5	11	0			WorldNpc04603	
41749	useitem_1a	1	1	useiteminfo_41749	1	1	5	11	0			WorldNpc04603	
41750	useitem_1a	1	1	useiteminfo_41750	1	1	5	11	0			WorldNpc04603	
41751	useitem_1a	1	1	useiteminfo_41751	1	1	5	11	0			WorldNpc04603	
41752	useitem_1a	1	1	useiteminfo_41752	1	1	5	11	0			WorldNpc04603	
41753	useitem_1a	1	1	useiteminfo_41753	1	1	5	11	0			WorldNpc04603	
41754	useitem_1a	1	1	useiteminfo_41754	1	1	5	11	0			WorldNpc04603	
41755	useitem_1a	1	1	useiteminfo_41755	1	1	5	11	0			WorldNpc04603	
41756	useitem_1a	1	1	useiteminfo_41756	1	1	5	11	0			WorldNpc04603	
41757	useitem_1a	1	1	useiteminfo_41757	1	1	5	11	0			WorldNpc04603	
41758	useitem_1a	1	1	useiteminfo_41758	1	1	5	11	0			WorldNpc04603	
41759	useitem_1a	1	1	useiteminfo_41759	1	1	5	11	0			WorldNpc04603	
41760	useitem_1a	1	1	useiteminfo_41760	1	1	5	11	0			WorldNpc04603	
41761	useitem_1a	1	1	useiteminfo_41761	1	1	5	11	0			WorldNpc04603	
41762	useitem_1a	1	1	useiteminfo_41762	1	1	5	11	0			WorldNpc04603	
41763	useitem_1a	1	1	useiteminfo_41763	1	1	5	11	0			WorldNpc04603	
41764	useitem_1a	1	1	useiteminfo_41764	1	1	5	11	0			WorldNpc04603	
41765	useitem_1a	1	1	useiteminfo_41765	1	1	5	11	0			WorldNpc04603	
41766	useitem_1a	1	1	useiteminfo_41766	1	1	5	11	0			WorldNpc04603	
41767	useitem_1a	1	1	useiteminfo_41767	1	1	5	11	0			WorldNpc04603	
41768	useitem_1a	1	1	useiteminfo_41768	1	1	5	11	0			WorldNpc04603	
41769	useitem_1a	1	1	useiteminfo_41769	1	1	5	11	0			WorldNpc04603	
41770	useitem_1a	1	1	useiteminfo_41770	1	1	5	11	0			WorldNpc04603	
41729	useitem_41j	1	1	useiteminfo_41729	1	0	0	11	0				86311
41730	useitem_42j	1	1	useiteminfo_41730	1	0	0	11	0				86306
41731	useitem_43j	1	1	useiteminfo_41731	1	1	5	11	0			WorldNpc04587	
