STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemID	ProCount	AddPro	TrackInfoID	DeleteSelf	LockTarget	Radius	SceneID	Water	AddItems	DeleteItems	TargetConfig	TaskID
46600		1	1	useiteminfo_46600	1	1	5	24	0				
46601		1	1	useiteminfo_46601	1	1	5	24	0				
46602		1	1	useiteminfo_46602	1	1	5	24	0				
46603		1	1	useiteminfo_46603	1	1	5	24	0				
46604		1	1	useiteminfo_46604	1	1	5	24	0				
46605		1	1	useiteminfo_46605	1	1	5	24	0				
46606		1	1	useiteminfo_46606	1	1	5	24	0				
46607		1	1	useiteminfo_46607	1	1	5	24	0				
46608		1	1	useiteminfo_46608	1	1	5	24	0				
46609		1	1	useiteminfo_46609	1	1	5	24	0				
46610		1	1	useiteminfo_46610	1	1	5	24	0				
46611		1	1	useiteminfo_46611	1	1	5	24	0				
46612		1	1	useiteminfo_46612	1	1	5	24	0				
46613		1	1	useiteminfo_46613	1	1	5	24	0				
46614		1	1	useiteminfo_46614	1	1	5	24	0				
46615		1	1	useiteminfo_46615	1	1	5	24	0				
46616		1	1	useiteminfo_46616	1	1	5	24	0				
46617		1	1	useiteminfo_46617	1	1	5	24	0				
46618		1	1	useiteminfo_46618	1	1	5	24	0				
46619		1	1	useiteminfo_46619	1	1	5	24	0				
46620		1	1	useiteminfo_46620	1	1	5	24	0				
46621		1	1	useiteminfo_46621	1	1	5	24	0				
46622		1	1	useiteminfo_46622	1	1	5	24	0				
46623		1	1	useiteminfo_46623	1	1	5	24	0				
46624		1	1	useiteminfo_46624	1	1	5	24	0				
46625		1	1	useiteminfo_46625	1	1	5	24	0				
46626		1	1	useiteminfo_46626	1	1	5	24	0				
46627		1	1	useiteminfo_46627	1	1	5	24	0				
46628		1	1	useiteminfo_46628	1	1	5	24	0				
46629		1	1	useiteminfo_46629	1	1	5	24	0				
46630		1	1	useiteminfo_46630	1	1	5	24	0				
46631		1	1	useiteminfo_46631	1	1	5	24	0				
46632		1	1	useiteminfo_46632	1	1	5	24	0				
46633		1	1	useiteminfo_46633	1	1	5	24	0				
46634		1	1	useiteminfo_46634	1	1	5	24	0				
46635		1	1	useiteminfo_46635	1	1	5	24	0				
46636		1	1	useiteminfo_46636	1	1	5	24	0				
46637		1	1	useiteminfo_46637	1	1	5	24	0				
46638		1	1	useiteminfo_46638	1	1	5	24	0				
46639		1	1	useiteminfo_46639	1	1	5	24	0				
46640		1	1	useiteminfo_46640	1	1	5	24	0				
46641		1	1	useiteminfo_46641	1	1	5	24	0				
46642		1	1	useiteminfo_46642	1	1	5	24	0				
