STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemID	ProCount	AddPro	TrackInfoID	DeleteSelf	LockTarget	Radius	SceneID	Water	AddItems	DeleteItems	TargetConfig	TaskID
49600		1	1	useiteminfo_49600				5					
49601		1	1	useiteminfo_49601				5					
49602		1	1	useiteminfo_49602				5					
49603		1	1	useiteminfo_49603				5					
49604		1	1	useiteminfo_49604				5					
49605		1	1	useiteminfo_49605				5					
49606		1	1	useiteminfo_49606				5					
49607		1	1	useiteminfo_49607				5					
49608		1	1	useiteminfo_49608				5					
49609		1	1	useiteminfo_49609				5					
49610		1	1	useiteminfo_49610				5					
49611		1	1	useiteminfo_49611				5					
49612		1	1	useiteminfo_49612				5					
49613		1	1	useiteminfo_49613				5					
49614		1	1	useiteminfo_49614				5					
49617	useitem_49a	1	1	useiteminfo_49617	1	1	3	5	0			WorldNpc04390	84243
49615	useitem_60a	1	1	useiteminfo_49615	1			5	0	taskitem_001cyh	taskitem_hs74		84234
