STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemID	ProCount	AddPro	TrackInfoID	DeleteSelf	LockTarget	Radius	SceneID	Water	AddItems	DeleteItems	TargetConfig	TaskID
51600		1	1	useiteminfo_51600	1	1	5	7	0				
51601		1	1	useiteminfo_51601	1	1	5	7	0				
51602		1	1	useiteminfo_51602	1	1	5	7	0				
51603		1	1	useiteminfo_51603	1	1	5	7	0				
51604		1	1	useiteminfo_51604	1	1	5	7	0				
51605		1	1	useiteminfo_51605	1	1	5	7	0				
51606		1	1	useiteminfo_51606	1	1	5	7	0				
51607		1	1	useiteminfo_51607	1	1	5	7	0				
51608		1	1	useiteminfo_51608	1	1	5	7	0				
51609		1	1	useiteminfo_51609	1	1	5	7	0				
51610		1	1	useiteminfo_51610	1	1	5	7	0				
51611		1	1	useiteminfo_51611	1	1	5	7	0				
51612		1	1	useiteminfo_51612	1	1	5	7	0				
51613		1	1	useiteminfo_51613	1	1	5	7	0				
51614		1	1	useiteminfo_51614	1	1	5	7	0				
51615		1	1	useiteminfo_51615	1	1	5	7	0				
51616		1	1	useiteminfo_51616	1	1	5	7	0				
51617		1	1	useiteminfo_51617	1	1	5	7	0				
51618		1	1	useiteminfo_51618	1	1	5	7	0				
51619		1	1	useiteminfo_51619	1	1	5	7	0				
51620		1	1	useiteminfo_51620	1	1	5	7	0				
51621		1	1	useiteminfo_51621	1	1	5	7	0				
51622		1	1	useiteminfo_51622	1	1	5	7	0				
51623		1	1	useiteminfo_51623	1	1	5	7	0				
51624		1	1	useiteminfo_51624	1	1	5	7	0				
51625		1	1	useiteminfo_51625	1	1	5	7	0				
51626		1	1	useiteminfo_51626	1	1	5	7	0				
51627		1	1	useiteminfo_51627	1	1	5	7	0				
51628		1	1	useiteminfo_51628	1	1	5	7	0				
51629		1	1	useiteminfo_51629	1	1	5	7	0				
51630		1	1	useiteminfo_51630	1	1	5	7	0				
51631		1	1	useiteminfo_51631	1	1	5	7	0				
51632		1	1	useiteminfo_51632	1	1	5	7	0				
51633		1	1	useiteminfo_51633	1	1	5	7	0				
51634		1	1	useiteminfo_51634	1	1	5	7	0				
51635		1	1	useiteminfo_51635	1	1	5	7	0				
51636		1	1	useiteminfo_51636	1	1	5	7	0				
51637		1	1	useiteminfo_51637	1	1	5	7	0				
51638		1	1	useiteminfo_51638	1	1	5	7	0				
51639		1	1	useiteminfo_51639	1	1	5	7	0				
51640		1	1	useiteminfo_51640	1	1	5	7	0				
51641		1	1	useiteminfo_51641	1	1	5	7	0				
51642		1	1	useiteminfo_51642	1	1	5	7	0				
