STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemID	ProCount	AddPro	TrackInfoID	DeleteSelf	LockTarget	Radius	SceneID	Water	AddItems	DeleteItems	TargetConfig	TaskID
51750		1	1	useiteminfo_51750	1	1	5	7	0				
51751		1	1	useiteminfo_51751	1	1	5	7	0				
51752		1	1	useiteminfo_51752	1	1	5	7	0				
51753		1	1	useiteminfo_51753	1	1	5	7	0				
51754		1	1	useiteminfo_51754	1	1	5	7	0				
51755		1	1	useiteminfo_51755	1	1	5	7	0				
51756		1	1	useiteminfo_51756	1	1	5	7	0				
51757		1	1	useiteminfo_51757	1	1	5	7	0				
51758		1	1	useiteminfo_51758	1	1	5	7	0				
51759		1	1	useiteminfo_51759	1	1	5	7	0				
51760		1	1	useiteminfo_51760	1	1	5	7	0				
51761		1	1	useiteminfo_51761	1	1	5	7	0				
51762		1	1	useiteminfo_51762	1	1	5	7	0				
51763		1	1	useiteminfo_51763	1	1	5	7	0				
51764		1	1	useiteminfo_51764	1	1	5	7	0				
51765		1	1	useiteminfo_51765	1	1	5	7	0				
51766		1	1	useiteminfo_51766	1	1	5	7	0				
51767		1	1	useiteminfo_51767	1	1	5	7	0				
51768		1	1	useiteminfo_51768	1	1	5	7	0				
51769		1	1	useiteminfo_51769	1	1	5	7	0				
51770		1	1	useiteminfo_51770	1	1	5	7	0				
51771		1	1	useiteminfo_51771	1	1	5	7	0				
51772		1	1	useiteminfo_51772	1	1	5	7	0				
51773		1	1	useiteminfo_51773	1	1	5	7	0				
51774		1	1	useiteminfo_51774	1	1	5	7	0				
51775		1	1	useiteminfo_51775	1	1	5	7	0				
51776		1	1	useiteminfo_51776	1	1	5	7	0				
51777		1	1	useiteminfo_51777	1	1	5	7	0				
51778		1	1	useiteminfo_51778	1	1	5	7	0				
51779		1	1	useiteminfo_51779	1	1	5	7	0				
51780		1	1	useiteminfo_51780	1	1	5	7	0				
51781		1	1	useiteminfo_51781	1	1	5	7	0				
51782		1	1	useiteminfo_51782	1	1	5	7	0				
51783		1	1	useiteminfo_51783	1	1	5	7	0				
51784		1	1	useiteminfo_51784	1	1	5	7	0				
51785		1	1	useiteminfo_51785	1	1	5	7	0				
51786		1	1	useiteminfo_51786	1	1	5	7	0				
51787		1	1	useiteminfo_51787	1	1	5	7	0				
51788		1	1	useiteminfo_51788	1	1	5	7	0				
51789		1	1	useiteminfo_51789	1	1	5	7	0				
51790		1	1	useiteminfo_51790	1	1	5	7	0				
51791		1	1	useiteminfo_51791	1	1	5	7	0				
51792		1	1	useiteminfo_51792	1	1	5	7	0				
