STRING	STRING	STRING	STRING	STRING	STRING
ID	QuestionNpc	SceneID	QuestionID	TrackInfoID	TaskID
41600	WorldNpc04603	11		quest85150	
41601	WorldNpc04603	11		quest85151	
41602	WorldNpc04603	11		quest85152	
41603	WorldNpc04603	11		quest85153	
41604	WorldNpc04603	11		quest85154	
41605	WorldNpc04603	11		quest85155	
41606	WorldNpc04603	11		quest85156	
41607	WorldNpc04603	11		quest85157	
41608	WorldNpc04603	11		quest85158	
41609	WorldNpc04603	11		quest85159	
41610	WorldNpc04603	11		quest85160	
41611	WorldNpc04603	11		quest85161	
41612	WorldNpc04603	11		quest85162	
41613	WorldNpc04603	11		quest85163	
41614	WorldNpc04603	11		quest85164	
41615	WorldNpc04603	11		quest85165	
41616	WorldNpc04603	11		quest85166	
41617	WorldNpc04603	11		quest85167	
41618	WorldNpc04603	11		quest85168	
41619	WorldNpc04603	11		quest85169	
41620	WorldNpc04603	11		quest85170	
41621	WorldNpc04603	11		quest85171	
41622	WorldNpc04603	11		quest85172	
41623	WorldNpc04603	11		quest85173	
41624	WorldNpc04603	11		quest85174	
41625	WorldNpc04603	11		quest85175	
41626	WorldNpc04603	11		quest85176	
41627	WorldNpc04603	11		quest85177	
41628	WorldNpc04603	11		quest85178	
41629	WorldNpc04603	11		quest85179	
41630	WorldNpc04603	11		quest85180	
41631	WorldNpc04603	11		quest85181	
41632	WorldNpc04603	11		quest85182	
41633	WorldNpc04603	11		quest85183	
41634	WorldNpc04603	11		quest85184	
41635	WorldNpc04603	11		quest85185	
41636	WorldNpc04603	11		quest85186	
41637	WorldNpc04603	11		quest85187	
41638	WorldNpc04603	11		quest85188	
41639	WorldNpc04603	11		quest85189	
41640	WorldNpc04603	11		quest85190	
41641	WorldNpc04603	11		quest85191	
41642	WorldNpc04603	11		quest85192	
