STRING	STRING	STRING	STRING	STRING	STRING
ID	QuestionNpc	SceneID	QuestionID	TrackInfoID	TaskID
40	WorldNpc00212	12	rumen01	task_TrackInfo_41	41
41	WorldNpc04401	11	rumen02	task_TrackInfo_42	42
42	WorldNpc03305	7	rumen03	questioninfo_42	
50	QingMingnpc_001	14	qixi1	questioninfo_50	195
52	QingMingnpc_003	13	qixi3	questioninfo_52	197
53	QingMingnpc_001	14	qixi4	questioninfo_53	209
54	QingMingnpc_001	14	qixi5	questioninfo_54	210
55	QingMingnpc_001	14	qixi6	questioninfo_55	211
56	QingMingnpc_001	14	qixi7	questioninfo_56	212
57	QingMingnpc_001	14	qixi8	questioninfo_57	213
58	QingMingnpc_001	14	qixi9	questioninfo_58	214
59	QingMingnpc_002	17	qixi10	questioninfo_59	215
60	QingMingnpc_002	17	qixi11	questioninfo_60	216
61	QingMingnpc_002	17	qixi12	questioninfo_61	217
62	QingMingnpc_002	17	qixi13	questioninfo_62	218
63	QingMingnpc_002	17	qixi14	questioninfo_63	219
64	QingMingnpc_002	17	qixi15	questioninfo_64	220
65	QingMingnpc_003	13	qixi16	questioninfo_65	221
66	QingMingnpc_003	13	qixi17	questioninfo_66	222
67	QingMingnpc_003	13	qixi18	questioninfo_67	223
68	QingMingnpc_003	13	qixi19	questioninfo_68	224
69	QingMingnpc_003	13	qixi20	questioninfo_69	225
70	QingMingnpc_003	13	qixi21	questioninfo_70	226
51	QingMingnpc_002	17	qixi2	questioninfo_51	196
71	QingMingnpc_001	14	cjdt_1	questioninfo_71	200
72	QingMingnpc_001	14	cjdt_2	questioninfo_72	200
80	QingMingnpc_001	14	cjdt_3	questioninfo_80	
73	QingMingnpc_001	14	cjdt_4	questioninfo_73	200
74	QingMingnpc_001	14	cjdt_5	questioninfo_74	200
75	QingMingnpc_001	14	cjdt_6	questioninfo_75	200
76	QingMingnpc_001	14	cjdt_7	questioninfo_76	200
77	QingMingnpc_001	14	cjdt_8	questioninfo_77	200
78	QingMingnpc_001	14	cjdt_9	questioninfo_78	200
79	QingMingnpc_001	14	cjdt_10	questioninfo_79	
81	QingMingnpc_002	17	cjdt_1	questioninfo_81	
82	QingMingnpc_002	17	cjdt_2	questioninfo_82	
83	QingMingnpc_002	17	cjdt_3	questioninfo_83	
84	QingMingnpc_002	17	cjdt_4	questioninfo_84	
85	QingMingnpc_002	17	cjdt_5	questioninfo_85	
86	QingMingnpc_002	17	cjdt_6	questioninfo_86	
87	QingMingnpc_002	17	cjdt_7	questioninfo_87	
88	QingMingnpc_002	17	cjdt_8	questioninfo_88	
89	QingMingnpc_002	17	cjdt_9	questioninfo_89	
90	QingMingnpc_002	17	cjdt_10	questioninfo_90	
91	QingMingnpc_003	13	cjdt_1	questioninfo_91	
92	QingMingnpc_003	13	cjdt_2	questioninfo_92	
93	QingMingnpc_003	13	cjdt_3	questioninfo_93	
94	QingMingnpc_003	13	cjdt_4	questioninfo_94	
95	QingMingnpc_003	13	cjdt_5	questioninfo_95	
96	QingMingnpc_003	13	cjdt_6	questioninfo_96	
97	QingMingnpc_003	13	cjdt_7	questioninfo_97	
98	QingMingnpc_003	13	cjdt_8	questioninfo_98	
99	QingMingnpc_003	13	cjdt_9	questioninfo_99	
100	QingMingnpc_003	13	cjdt_10	questioninfo_100	
