NPC编号	对象类型	副本分组场景刷新属性包	ini注释名称	表现AI包编号	NPC类型	黑幕对话	选择操作	鼠标形状	停留时间	是否转身	模型编号	图片	模型半径	NPC种类ID	脚本编号	走路速度	跑步速度	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	响应范围	武器名称	武器持握方式	武器类型	出生状态	随机动作	门派	称号	籍贯	阵营	是否是切磋NPC	名字表序号	生平表序号	生平	进入切磋前对话	结束切磋后对话	空闲状态对话	空闲说话概率	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	缩放	碰撞时对话	商店ID	仓库ID	职业ID	接任务表	交任务表	可获得的身份表	复活点	驿站	对话规则	输入关系包编号	战斗AI命令表	组成材料	实力包编号	级别	怪物强度	修为经验	掉落	掉落数量	锁定位移攻击	拾取权限清空时间(秒）	无拾取物消失时间(秒）	最大消失时间(秒）	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	是否随机出现	敌人NPC编号表	队友编号	不能攻击	不能被攻击	不能被杀死	是否停止AI	攻击防御比重	"战斗频率,毫秒"	"追击范围,米"	使用锁定技能概率	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	势力归属	势力关系表	AI编辑包	直接触发	善恶参数	格挡模式(-1不格挡)	格挡CD	连招表	使用轻功	穿云纵速度	摔落致死高度	保护	时间轴	在客户端是否显示	是否可见	破防几率	存在时间	脱战回血	表演动作	表演时间	只关心距离脱离战斗	防御概率	破防使用技能	不开启战斗(无法反击)AI	动态图标	护卫跟随点X	护卫跟随点Z	动作集	NPC优先显示	是否预载入	质量	奴役类型	优先显示	宠物类型	跟随距离	跟随位置	不能移动	上半身受击动作（1不播放）	动态副本积分	动态buff包	动态技能包	无受击动作（1不播放）	进入战斗动作修改（不长于1.5s）	马匹坐标合集	马匹上限	灵宠坐标	灵宠刷新范围	家园对应职业	篝火围坐坐标	雇佣坐标点	雇佣路径表	家园窝棚	建筑最大等级
STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	string	string	string	string	STRING	STRING	STRING	string	STRING	string	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	script	ModifyPropID	Name	AIParaNo	NpcType	NpcTalkType	SelectState	CursorShape	StopTime	NeedRotate	Resource	Photo	CollideRadius	CKindID	LuaScript	WalkSpeed	RunSpeed	SpringEffect	AITemplate	PatrolMode	PatrolRange	PathID	SpringRange	WeaponName	WeaponMode	WeaponType	table@BornActionRec	RandomAction	School	Call	Hometown	Camp	CanQiecuo	SNameTable	StoryTable	Story	BeginQiecuoTalk	EndQiecuoTalk	FreeTalk	FreeRate	BeginFightTalk	EndFightTalk	DieTalk	SummonTalk	BeAttackTalk	Scale	KnockTalk	ShopID	DepotID	Job	table@TaskCanAccept	table@TaskCanSubmit	table@OriginCanGet	RelivePos	TransFuncID	NpcTalkRule	RelationInputNo	table@PlusHandleRec	Material	PowerNo	Level	BossLevel	FacultyExp	DropID	DropCount	Fixed	PickChangeTime	DestroyTime1	DestroyTime2	AddPropID	NormalSkill	table@SkillRec	NotPositive	RefreshTime	RandomBorn	table@EnemyNpcRec	FriendNpc	CantAttack	CantBeAttack	CantBeKilled	StopAI	AttackRate	AIFightFreq	ChaseRange	UseLockRate	SkillHoldTime	CallHelpID	CallHelpRange	CallHelpType	ShowRate	ShowTime	SelfForceID	table@ForceRec	AIEditorPackID	DirectSpring	Character	ParrayID	ParryCD	table@TaoluRec	UseQingGong	AirRushSpeed	FallDeadValue	Protected	AxisId	InVisibleForEnemy	Invisible	AIBreakParryRate	LifeTime	RecoverType	ActName	ActTimer	OnlyCareDistance	AIParrayRate	BreakParrySkill	CantFight	TrendsIcon	PatrolOffsetX	PatrolOffsetZ	ActionSet	RefreshAtonce	PreLoad	QualityModulus	EnSlaveType	RefreshAtOnce	PetType	TraceDist	TraceFix	CantMove	FixedBeHitAct	DynamicCloneScore	DynamicBuffPackID	DynamicSkillPackID	CantPlayHurtAction	EnterFightAction	HorsePoint	HorseMax	PetPoint	PetRange	HomeLifeNpcJob	sitpoint	table@BuildingHirePointRec	table@BuildingHirePathRec	HomeFarmSubType	BuildingLevelMax
																																																																																																																																																
npcclone001013	CommonNpc		白狼（低）	1	7		2				npc\petm_c_1501	icon\monster\monster009.png	#N/A	0		1.5	5	npc_foundplayer	1	0	1		10		hand_0																																			102	48	2		AnimalMon00108		0	180	5	300			"clone001_xg_liuxue,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1		-1	20																																														
npcclone001101	CommonNpc		蛇（低）	1	7		2				npc\monster117	icon\monster\monster117.png	0.989951	1		1.5	5	npc_foundplayer	1	0	20		10		hand_0																																			102	48	1				0	180	5	300				0	-1			npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		0.1	1			1001			1		-1	20																																														
npcclone001009	CommonNpc		江湖恶棍（低）	1	2		2				npc\monster132	icon\monster\monster132.png	0.907274	0		1.5	5	npc_foundplayer	1	0	0		10		hand1_1	0													8000-8006						8000-8014															102	49	2		NormalMon_Kongq_01		0	180	5	300			"clone001_xg_fanwei1,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
npcclone001029	CommonNpc		恶童子（低）	1	2		2				npc\monster102	icon\monster\monster102.png	0.75	0		1.5	5	npc_foundplayer	1	0	0		10		hand1_1	0													8007-8015						8000-8014															102	50	2		NormalMon_Kongq_01		0	180	5	300		clone001_yuancheng	"clone001_xg_fanwei1,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
npcclone001001	CommonNpc		孔雀庄丁（低）	1	2		2				npc\fbnpc00001	icon\monster\fbnpc00001.png	0.858898	0		1.5	5	npc_foundplayer	1	0	0		10		hand1_1																		8000-8007																	102	49	2		NormalMon_Kongq_01		0	180	5	300			"clone001_xg_liliang,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
npcclone001017	CommonNpc		孔雀豹卫（低）	1	2		2				npc\monster105	icon\monster\monster105.png	1.091011	0		1.5	5	npc_foundplayer	1	0	0		10	lsp_r_npcitem060	lspear1_1	33	lsp_stand_1												8016-8020		8007		8000-8007		8013															52	50	2		NormalMon_Kongq_01		0	180	5	300			"clone001_xg_jiafangyu,1,50;clone001_xg_jialiliang,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
npcclone001033	CommonNpc		孔雀熊卫（低）	1	2		2				npc\monster458	icon\monster\monster458.png	0.925	0		1.5	5	npc_foundplayer	1	0	0		10																																					52	50	2		NormalMon_Kongq_01		0	180	5	300			"clone001_xg_liliang,1,50"	0	-1		funnpcclone001001	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0			1500	0	20	1000		5	1			1001			1			20																																														
