STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
26001	taskitem_12001	1	0	1	18802
26002	taskitem_12002	1	0	1	18802
26003	taskitem_12003	1	0	1	18802
26004	taskitem_12004	1	0	1	18802
26005	taskitem_12005	1	0	1	18802
26006	taskitem_12014	1	0	1	18806
26007	taskitem_12017	1	0	1	18806
26008	taskitem_12018	1	0	1	18807
26009	taskitem_12019	1	0	1	18807
26010	taskitem_12021	1	0	1	18808
26011	taskitem_12023	1	0	7	
26012	taskitem_12037	1	0	1	18814
26013	taskitem_12038	1	0	1	18814
26014	taskitem_12039	1	0	1	18814
26015	taskitem_12040	1	0	1	18814
26016	taskitem_12041	1	0	1	18814
26017	taskitem_12042	1	0	1	18814
26018	taskitem_12043	1	0	1	18814
26019	taskitem_12044	1	0	1	18814
26020	taskitem_12045	1	0	1	18814
26021	taskitem_12046	1	0	1	18814
26022	taskitem_12047	1	0	1	18814
26023	taskitem_12048	1	0	1	18814
26024	taskitem_12049	1	0	1	18814
26025	taskitem_12050	1	0	1	18814
26026	taskitem_12053	1	0	1	18817
26027	taskitem_12065	1	0	1	18822
26028	taskitem_12067	1	0	1	18825
26029	taskitem_12069	1	0	1	18830
26030	taskitem_12023	1	0	6	18809
26031	taskitem_12054	1	0	1	18818
26032	taskitem_12055	1	0	1	18819
26033	taskitem_12022	0	1	1	18808
26034	key_shaolin_fancai	0	1	1	
26035	key_shaolin_xin	1	0	1	18863
26036	key_shaolin_qizi	0	1	1	18872
26037	key_shaolin_yaowan	0	1	1	
26038	qy_120401_shaolin_ks1	1	0	1	18883
26039	qy_120401_shaolin_ks2	1	0	1	18884
26040	qy_120401_shaolin_ks3	1	0	1	18885
26041	qy_120401_shaolin_ks4	1	0	1	18886
26042	qy_120401_shaolin_ks5	1	0	1	18887
26043	qy_120401_shaolin_ks6	1	0	1	18888
26044	qy_120401_shaolin_ks7	1	0	1	18889
26045	qy_120401_shaolin_ks8	1	0	1	18890
26046	qy_120401_shaolin_ks9	1	0	1	18891
26047	qy_120401_shaolin_ks10	1	0	1	18892
26048	qy_120401_shaolin_ks11	1	0	1	18893
26049	qy_120401_shaolin_ks12	1	0	1	18894
26050	qy_120401_shaolin_ks13	1	0	1	18895
26051	qy_120401_shaolin_ks14	1	0	1	18896
26052	qy_120401_shaolin_ks15	1	0	1	18897
26053	qy_120401_shaolin_js1	1	0	1	
26054	qy_120401_shaolin_js2	1	0	1	18866
26055	qy_120401_shaolin_js3	1	0	1	
26056	qy_120401_shaolin_js4	1	0	1	
26057	qy_120401_shaolin_js5	1	0	1	
26058	qy_120401_shaolin_js6	1	0	1	
26059	qy_120401_shaolin_js7	1	0	1	
26060	qy_120401_shaolin_js8	1	0	1	
26061	qy_120401_shaolin_js9	1	0	1	
26062	qy_120401_shaolin_js10	1	0	1	
26063	qy_120401_shaolin_ks16	1	0	1	18898
26064	qy_120401_shaolin_ks17	1	0	1	18899
26065	qy_120401_shaolin_ks18	1	0	1	18900
26066	qy_120401_shaolin_js1	0	1	1	
26067	qy_120401_shaolin_js2	0	1	1	
26068	qy_120401_shaolin_js3	0	1	1	
26069	qy_120401_shaolin_js4	0	1	1	
26070	qy_120401_shaolin_js5	0	1	1	
26071	qy_120401_shaolin_js6	0	1	1	
26072	qy_120401_shaolin_js7	0	1	1	
26073	qy_120401_shaolin_js8	0	1	1	
26074	qy_120401_shaolin_js9	0	1	1	
26075	qy_120401_shaolin_js10	0	1	1	
26076	qy_120401_shaolin_js11	0	1	1	
26077	qy_120401_shaolin_js12	0	1	1	
26078	qy_120401_shaolin_js13	0	1	1	
26079	qy_120401_shaolin_js14	0	1	1	
26080	qy_120401_shaolin_js15	0	1	1	
26081	qy_120401_shaolin_js16	0	1	1	
26082	qy_120401_shaolin_js17	0	1	1	
26083	qy_120401_shaolin_js18	0	1	1	
26084	qy_120401_shaolin_ks1	0	1	1	18856
26085	qy_120401_shaolin_ks2	0	1	1	18863
26086	qy_120401_shaolin_ks3	0	1	1	18867
26087	qy_120401_shaolin_ks4	0	1	1	18874
26088	qy_120401_shaolin_ks5	0	1	1	18877
26089	qy_120401_shaolin_ks6	0	1	1	18878
26090	qy_120401_shaolin_ks7	0	1	1	18879
26091	qy_120401_shaolin_ks8	0	1	1	18880
26092	qy_120401_shaolin_ks9	0	1	1	18881
26093	qy_120401_shaolin_ks10	0	1	1	18882
26094	qy_120401_shaolin_ks11	0	1	1	
26095	qy_120401_shaolin_ks12	0	1	1	
26096	qy_120401_shaolin_ks13	0	1	1	
26097	qy_120401_shaolin_ks14	0	1	1	
26098	qy_120401_shaolin_ks15	0	1	1	
26099	qy_120401_shaolin_ks16	0	1	1	
26100	qy_120401_shaolin_ks17	0	1	1	
26101	qy_120401_shaolin_ks18	0	1	1	
26102	key_shaolin_shuitong	0	1	1	18875
