STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
32780		1	1	1	
32781		1	1	1	
32782		1	1	1	
32783		1	1	1	
32784		1	1	1	
32785		1	1	1	
32786		1	1	1	
32787		1	1	1	
32788		1	1	1	
32789		1	1	1	
32790		1	1	1	
32791		1	1	1	
32792		1	1	1	
32793		1	1	1	
32794		1	1	1	
32795		1	1	1	
32796		1	1	1	
32797		1	1	1	
32798		1	1	1	
32799		1	1	1	
32800		1	1	1	
32801		1	1	1	
32802		1	1	1	
32803		1	1	1	
32804		1	1	1	
32805		1	1	1	
32806		1	1	1	
32807		1	1	1	
32808		1	1	1	
32809		1	1	1	
32810		1	1	1	
32811		1	1	1	
32812		1	1	1	
32813		1	1	1	
32814		1	1	1	
32815		1	1	1	
32816		1	1	1	
32817		1	1	1	
32818		1	1	1	
32819		1	1	1	
32820		1	1	1	
32821		1	1	1	
32822		1	1	1	
