STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
3600	useitem_yhg_005	1	0	10	
3601	useitem_yhg_006	0	1	1	39236
3602	useitem_yhg_007	0	0	1	
3603	useitem_yhg_008	0	1	1	39241
3604	skillitem_yhg_task01	0	1	1	
3605	item_yhg_hd_005	0	1	1	39242
3606	useitem_yhg_010	0	1	1	
3607	useitem_yhg_011	0	1	1	
3608	useitem_yhg_012	0	1	1	
3640	item_yihuagong_rm_01	1	1	1	39315
3641	item_yihuagong_rm_02	1	1	1	39315
3642	item_yihuagong_rm_03	1	1	1	39315
3643	item_yihuagong_rm_04	1	1	1	39315
3655	taskitem_yhg_rm_pt_01	1	1	1	39320
3650					
3610	yhgitem_moyujian001	1	0	2	39500
3611	useitem_caifuzi001	1	0	1	
3612	useitem_rougui001	1	0	1	
3613	useitem_duyecao001	1	0	1	
3614	yhgitem_huoluomiyao001	1	0	1	39507
3615					
3616					
3617					
3656	taskitem_yhg_rm_pt_03	1	1	1	39320
3657	taskitem_yhg_rm_pt_05	1	1	1	39320
3618	task_item_yihuagong_yc_1	1	1	1	39410
3619	task_item_yihuagong_yc_2	1	1	1	39411
3799	useitem_yhg_006a	0	1	1	39254
3798	useitem_yhg_007a	0	0	1	
3797	skillitem_yhg_task01	0	1	1	
3620	yhgitem_shunvdan001	1	0	2	39516
3796	item_yhg_hd_005	0	1	1	39263
3795	useitem_yhg_010a	0	1	1	
3794	useitem_yhg_011a	0	1	1	
3793	useitem_yhg_012a	0	1	1	
3621	task_item_yihuagong_yc_5	1	1	1	39412
3622	task_item_yihuagong_yc_6	1	1	1	39412
3658	taskitem_yhg_rm_pt_07	1	1	1	39323
3659	taskitem_yhg_rm_pt_09	1	1	1	
3609	useitem_yhg_008a	0	1	1	39262
3623	taskitem_yhg_lzpz01	0	1	1	
3624	taskitem_yhg_lzpz02	0	1	1	
3625	taskitem_yhg_lzpz03	0	1	1	
3626	taskitem_yhg_lzpz04	0	1	1	
3660	yhg_mhjh_001	1	0	1	39282
3792	taskitem_yhg_zc_01		1	1	39436
3661	item_yhg_taskcz_01	1	0	1	39505
3662	useitem_thd_cc008	1	1	1	39581
3663	useitem_thd_cc009	1	1	1	39582
3664	useitem_thd_cc010	1	0	1	39583
3665	item_thd_cc017	0	1	1	39590
3666	useitem_thd_cc007	1	1	1	39580
3667	item_thd_cc014	0	1	1	39579
