STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
7001	taskitem_2y	1	1	1	
7002	useitem_007mm	1	0	1	48008
7003	useitem_1y	1	0	1	
7004	useitem_2y	1	0	1	
7005	useitem_3y	1	0	1	
7006	taskitem_7y	1	1	1	
7007	taskitem_11y	1	0	1	48043
7008	useitem_4y	1	0	1	48045
7009	useitem_5y	1	0	1	
7010	useitem_6y	1	0	1	48058
7011	useitem_7y	1	1	1	48063
7012	useitem_7y	0	1	1	
7013	taskitem_15y	1	0	1	
7014	taskitem_15y	0	1	1	48066
7015	useitem_8y	1	0	1	48067
7016	useitem_8y	0	1	1	48070
7017	taskitem_18y	1	1	1	48070
7018	taskitem_15y	1	0	1	48080
7019	taskitem_19y	1	0	1	48080
7020	useitem_9y	1	0	1	48138
7021	useitem_10y	1	0	1	48148
7022	useitem_11y	1	0	1	
7023	useitem_12y	1	0	1	48172
7024	useitem_13y	1	0	1	48180
7025	useitem_14y	1	0	1	48096
7026	useitem_15y	1	0	1	48112
7027	taskitem_32y	1	0	1	48128
7028	taskitem_33y	1	0	1	48128
7029	taskitem_32y	0	1	1	48130
7030	taskitem_33y	0	1	1	48130
7031	taskitem_36y	1	1	1	48191
7032	taskitem_39y	1	0	1	48201
7033	taskitem_41y	1	1	1	48214
7034	useitem_17y	1	0	1	48210
7035	useitem_16y	1	0	1	48206
7036	useitem_19y	1	0	1	48240
7037	useitem_20y	1	0	1	48249
7038	useitem_21y	1	0	1	48274
7039	useitem_18y	1	0	1	48235
7040	taskitem_50y	1	1	1	48283
7041	taskitem_51y	0	1	1	48292
7042	taskitem_52y	0	1	1	48306
7043	taskitem_53y	0	1	1	48306
7044	useitem_22y	1	0	1	48300
7045	useitem_23y	1	0	1	48303
7046	useitem_24y	1	0	1	48309
7047	useitem_25y	1	0	1	48318
7048	taskitem_56y	0	1	1	48332
7049	useitem_26y	1	1	1	48335
7050	taskitem_56y	1	0	1	48338
7051	taskitem_60y	1	0	1	48342
7052	taskitem_61y	0	1	1	48347
7053	taskitem_61y	1	1	1	48350
7054	useitem_28y	1	0	1	48372
7055	taskitem_62y	1	0	1	48377
7056	useitem_14m	1	0	1	48433
7057	useitem_15m	1	0	1	48440
7058	taskitem_66y	0	1	1	48379
7059	taskitem_68y	1	0	1	48385
7060	taskitem_71y	0	1	1	
7061	taskitem_72y	1	0	1	48389
7062	taskitem_39m	1	0	1	48472
7063	taskitem_40m	1	0	1	48474
7064	taskitem_41m	0	1	1	48475
7065	taskitem_42m	1	1	1	48476
7066	taskitem_43m	1	1	1	48478
7067	taskitem_44m	1	1	1	48478
7068	taskitem_47m	1	0	1	48488
7069	taskitem_51m	1	0	1	48493
7070	useitem_17m	1	0	1	48494
7071	useitem_18m	1	0	1	48494
7072	useitem_31y	1	0	1	48534
7073	taskitem_79y	0	1	1	48541
7074	useitem_33y	1	0	1	48553
7075	useitem_35y	1	0	1	48555
7076	taskitem_42y	0	1	1	48228
7077	useitem_27y	1	0	1	48351
7078	taskitem_63y	0	1	1	48374
7079	useitem_30y	1	0	1	48415
7080	useitem_29y	1	0	1	48402
7081	taskitem_14y	0	1	1	48058
7082	taskitem_82y	0	1	1	48555
7083	useitem_1y	1	0	1	
7084	taskitem_yl057	1	0	1	
7085	taskitem_yl058	1	0	1	
7086	taskitem_yl059	1	0	1	
7087	useitem_111m	0	1	1	
7088	useitem_115m	1	0	1	
7089	taskitem_yl063	1	0	1	
7090	taskitem_yl060	1	0	1	
7091	taskitem_yl061	1	0	1	
7092	taskitem_039mm	0	1	1	48002
7093	useitem_008mm	1	0	1	48008
7094	useitem_009mm	1	0	1	
7095	task_jl_48017	0	1	1	48017
7096	task_jl_48017	1	0	1	48018
