STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
25001	key_em_qinbixin2	1	0	1	18405
25002	key_em_xinjian	1	0	1	18402
25003	key_em_shitou1	1	0	1	
25004	key_em_mixin	1	0	1	
25005	key_em_xinwu	1	0	1	18401
25006	qy_em_xinjian18433	1	0	1	18433
25007	key_em_lingniao	1	0	1	18490
25008	key_em_lingniao	0	1	1	18496
25009	qy_em_xiangnang	0	1	1	18442
25010	key_120301_em3nKey2	1	1	1	18470
25011	key_qy_em_yaofang	1	0	1	18434
25012	key_qy_em_dashijiedemiling	1	1	1	18481
25013	key_120301_em3nKey1	1	1	1	
