STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
15	taskitem_22g	1	0	1	
16	taskitem_hy085	0	1	1	22042
17	useitem_11g	1	0	1	
18	useitem_12g	1	0	1	
20	useitem_14g	1	0	1	
21	useitem_15g	0	0	1	22107
22	useitem_16g	1	0	1	22117
24	useitem_18g	1	0	1	22119
25	useitem_19g	1	0	1	22130
26	taskitem_34g	0	1	1	22132
27	useitem_20g	1	0	1	22134
28	taskitem_29g	0	1	1	
29	taskitem_41g	1	0	1	22164
30	taskitem_43g	0	1	1	22168
31	useitem_22g	1	0	1	22169
32	useitem_67y	1	0	1	22190
33	taskitem_163y	1	1	2	22194
34	useitem_69y	1	0	1	22210
36	taskitem_164y	0	1	1	22195
19	useitem_13g	1	0	1	22014
13	sword_rw_001	1	0	1	22031
14	mount_2_001qd	1	0	1	22033
11	useitem_044hy	0	1	1	22017
12	taskitem_hy083	0	1	1	22017
37	useitem_010mm	1	0	1	22081
38		1	0	1	
39	taskitem_041mm	0	1	1	22053
40	renwu_tsxjl_01	1	0	1	22064
41	useitem_010mm	0	1	1	22085
42	key_tsxjl_02	1	0	3	
43	task_suzhou_01	0	1	1	22080
44	taskitem_042mm	1	1	1	22062
45	taskitem_hy086	1	1	1	22062
46	renwu_tsxjl_02	1	0	1	22064
47	renwu_tsxjl_03	1	0	1	22064
48	useitem_011mm	1	0	1	22082
