STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
32720	taskitem_013pc	0	1	1	82716
32721		1	1	1	
32722		1	1	1	
32723		1	1	1	
32724		1	1	1	
32725		1	1	1	
32726		1	1	1	
32727		1	1	1	
32728		1	1	1	
32729		1	1	1	
32730		1	1	1	
32731		1	1	1	
32732		1	1	1	
32733		1	1	1	
32734		1	1	1	
32735		1	1	1	
32736		1	1	1	
32737		1	1	1	
32738		1	1	1	
32739		1	1	1	
32740		1	1	1	
32741		1	1	1	
32742		1	1	1	
32743		1	1	1	
32744		1	1	1	
32745		1	1	1	
32746		1	1	1	
32747		1	1	1	
32748		1	1	1	
32749		1	1	1	
32750		1	1	1	
32751		1	1	1	
32752		1	1	1	
32753		1	1	1	
32754		1	1	1	
32755		1	1	1	
32756		1	1	1	
32757		1	1	1	
32758		1	1	1	
32759		1	1	1	
32760		1	1	1	
32761		1	1	1	
32762		1	1	1	
