STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
27750	taskitem_hy033	0	1	1	84354
27751	taskitem_175sl	0	1	1	
27752	taskitem_96y	0	1	1	
27753	taskitem_030sj	0	1	1	84355
27754	taskitem_76m	0	1	1	84352
27755		1	1	1	
27756		1	1	1	
27757		1	1	1	
27758		1	1	1	
27759		1	1	1	
27760		1	1	1	
27761		1	1	1	
27762		1	1	1	
27763		1	1	1	
27764		1	1	1	
27765		1	1	1	
27766		1	1	1	
27767		1	1	1	
27768		1	1	1	
27769		1	1	1	
27770		1	1	1	
27771		1	1	1	
27772		1	1	1	
27773		1	1	1	
27774		1	1	1	
27775		1	1	1	
27776		1	1	1	
27777		1	1	1	
27778		1	1	1	
27779		1	1	1	
27780		1	1	1	
27781		1	1	1	
27782		1	1	1	
27783		1	1	1	
27784		1	1	1	
27785		1	1	1	
27786		1	1	1	
27787		1	1	1	
27788		1	1	1	
27789		1	1	1	
27790		1	1	1	
27791		1	1	1	
27792		1	1	1	
