STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
25600	taskitem_173b	1	0	1	84972
25602	useitem_86b	1	0	1	84986
25603	useitem_87b	1	0	1	84987
25604	useitem_88b	1	0	1	84988
25605	useitem_89b	1	1	1	84989
25606	useitem_90b	1	0	1	84990
25607	useitem_91b	1	1	1	84991
25608	useitem_92b	1	1	1	84992
25609	taskitem_177b	1	0	1	84991
25610	taskitem_179b	1	1	1	84991
25611	taskitem_178b	0	1	1	84991
25612	taskitem_176b	0	1	1	84990
25613	taskitem_009jx	1	0	1	84989
25614	taskitem_010jx	0	1	1	84989
25615	taskitem_yd_010	0	1	1	84952
