STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
18000	taskitem_01020	1	0	1	
18001	taskitem_01021	1	0	1	
18002	taskitem_01022	1	0	1	
18003	yaopin10002	1	0	1	
18004	taskitem_01184	1	0	10	
18005	taskitem_01024	1	0	1	
18006	hcitem_0801013	1	0	1	
18007	buliao0054	1	0	1	
18008	hcitem_0801007	1	0	1	
18009	taskitem_01054	1	0	1	
18010	taskitem_01023	1	0	1	
18011	taskitem_01065	1	0	1	
18012	taskitem_01034	1	1	1	
18013	taskitem_01182	1	0	1	
18014	taskitem_01189	1	0	1	
18015	taskitem_01077	1	0	1	
18016	taskitem_01191	1	0	1	
18017	taskitem_01192	1	0	1	
18111	qy_qiandengzhen0020	1	0	1	10008
18018	taskitem_01039	0	1	1	
18019	taskitem_01181	0	1	1	
18020	taskitem_01071	1	0	1	
18021	taskitem_01076	0	1	1	
18022	taskitem_01183	0	1	1	
18023	taskitem_01187	0	1	10	
18024	taskitem_01165	1	0	1	
18025	taskitem_01078	1	0	1	
