STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
30750	taskitem_035sj	0	1	1	84512
30751		1	1	1	
30752		1	1	1	
30753		1	1	1	
30754		1	1	1	
30755		1	1	1	
30756		1	1	1	
30757		1	1	1	
30758		1	1	1	
30759		1	1	1	
30760		1	1	1	
30761		1	1	1	
30762		1	1	1	
30763		1	1	1	
30764		1	1	1	
30765		1	1	1	
30766		1	1	1	
30767		1	1	1	
30768		1	1	1	
30769		1	1	1	
30770		1	1	1	
30771		1	1	1	
30772		1	1	1	
30773		1	1	1	
30774		1	1	1	
30775		1	1	1	
30776		1	1	1	
30777		1	1	1	
30778		1	1	1	
30779		1	1	1	
30780		1	1	1	
30781		1	1	1	
30782		1	1	1	
30783		1	1	1	
30784		1	1	1	
30785		1	1	1	
30786		1	1	1	
30787		1	1	1	
30788		1	1	1	
30789		1	1	1	
30790		1	1	1	
30791		1	1	1	
30792		1	1	1	
