STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
27000	key_qy_gb006	1	1	1	17601
27001	key_qy_gb007	1	1	1	17602
27002	key_qy_gb301_ling	1	0	1	17609
27003	key_qy_gbsm_lp11	1	0	1	17618
27004	key_qy_gb302_ling	1	0	1	17612
27005	key_qy_gb303_ling	1	0	1	17616
27006	key_qy_gb304_ling	1	0	1	17619
27007	key_qy_gb401_ling	1	0	1	17621
27008	key_qy_gb402_ling	1	0	1	17622
27009	key_qy_gb403_ling	1	0	1	17623
27010	key_qy_gb404_ling	1	0	1	17624
27011	key_qy_gb405_ling	1	0	1	17625
27012	key_qy_gb408_ling	1	0	1	
27013	key_qy_gb413_ling	1	0	1	17632
27014	key_qy_gb413_lingb	1	0	1	17632
27015	key_qy_gb413_lingc	1	0	1	17632
27016	key_qy_gb301_lingx	1	0	1	17609
27017	key_qy_gb301_lingy	1	0	1	17609
27018	key_qy_gb304_ditu	1	0	1	17617
27019	key_qy_em_jindilingpai	1	0	1	17703
