STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
30825		1	1	1	
30826		1	1	1	
30827		1	1	1	
30828		1	1	1	
30829		1	1	1	
30830		1	1	1	
30831		1	1	1	
30832		1	1	1	
30833		1	1	1	
30834		1	1	1	
30835		1	1	1	
30836		1	1	1	
30837		1	1	1	
30838		1	1	1	
30839		1	1	1	
30840		1	1	1	
30841		1	1	1	
30842		1	1	1	
30843		1	1	1	
30844		1	1	1	
30845		1	1	1	
30846		1	1	1	
30847		1	1	1	
30848		1	1	1	
30849		1	1	1	
30850		1	1	1	
30851		1	1	1	
30852		1	1	1	
30853		1	1	1	
30854		1	1	1	
30855		1	1	1	
30856		1	1	1	
30857		1	1	1	
30858		1	1	1	
30859		1	1	1	
30860		1	1	1	
30861		1	1	1	
30862		1	1	1	
30863		1	1	1	
30864		1	1	1	
30865		1	1	1	
30866		1	1	1	
30867		1	1	1	
