STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
5001	useitem_8h	1	1	1	50003
5002	taskitem_8h	1	0	1	50003
5003	taskitem_34h	1	0	1	50003
5004	useitem_15h	1	1	1	50003
5007	useitem_23h	1	1	1	50038
5009	taskitem_25h	1	0	1	50053
5011	taskitem_19h	1	0	1	50061
5015	taskitem_19h	1	0	1	50066
5016	taskitem_19h	1	1	1	50068
5018	taskitem_22h	1	1	1	50075
5019	useitem_14h	1	0	1	50080
5020	taskitem_23h	1	1	1	50085
5021	useitem_12h	1	1	1	
5022	useitem_12h	1	0	1	50091
5023	taskitem_16d	1	0	1	50106
5024	taskitem_20d	1	0	1	50115
5025	taskitem_17d	1	0	1	50121
5026	taskitem_18d	1	0	1	50121
5027	useitem_3d	1	0	1	50121
5028	taskitem_22d	1	1	1	50125
5029	taskitem_22d	1	0	1	50127
5032	taskitem_25d	1	1	1	50139
5033	taskitem_26d	1	0	1	50140
5036	taskitem_27d	1	0	1	50147
5037	useitem_8d	1	1	1	50154
5038	taskitem_30d	1	0	1	
5040	taskitem_32d	0	1	1	50171
5041	taskitem_33d	1	0	1	50174
5046	useitem_1e	0	1	1	50211
5048	taskitem_3m	1	0	1	50232
5050	taskitem_17e	1	0	1	50236
5052	useitem_3e	1	0	1	50251
5053	taskitem_26e	1	1	1	50252
5054	taskitem_27e	1	1	1	50252
5055	taskitem_31e	1	0	1	50253
5056	useitem_4e	1	0	1	50259
5058	taskitem_33e	1	1	1	50271
5060	useitem_8e	1	0	1	50280
5063	taskitem_39e	1	1	1	50287
5064	taskitem_1l	1	0	1	50291
5065	taskitem_2l	1	0	1	50291
5067	useitem_2l	1	0	1	50296
5069	taskitem_4l	1	0	3	50311
5070	useitem_4l	1	0	1	50312
5071	useitem_5l	1	0	1	50316
5072	useitem_6l	1	0	1	50319
5073	taskitem_6l	1	0	1	50323
5074	taskitem_8l	1	1	1	50331
5075	taskitem_9l	0	1	1	50332
5076	useitem_7l	1	0	1	50334
5077	taskitem_8l	1	1	1	50336
5080	taskitem_3k	1	1	1	50356
5081	useitem_2k	1	1	1	50371
5082	useitem_3k	1	0	1	50371
5083	useitem_4k	1	0	1	50376
5084	useitem_5k	1	0	1	50380
5085	taskitem_13k	1	1	1	50381
5086	taskitem_5j	1	0	1	50385
5087	useitem_6j	1	0	1	
5088	useitem_7j	1	0	1	50416
5089	useitem_8j	1	0	1	
5090	useitem_9j	1	0	1	
5091	useitem_6k	1	0	1	50438
5092	taskitem_24k	1	0	2	50439
5093	useitem_7k	1	0	2	50442
5095	taskitem_19k	1	1	1	50453
5096	useitem_9k	1	0	1	50461
5097	taskitem_21k	1	0	1	50465
5098	useitem_8l	1	0	1	50485
5099	taskitem_12l	1	1	1	
5100	useitem_9l	1	0	1	50496
5101	taskitem_16l	1	1	1	50509
5102	taskitem_17l	1	0	1	50511
5103	useitem_10l	1	1	1	
5104	useitem_11l	1	0	1	50516
5105	taskitem_18l	1	0	1	50519
5106	useitem_12l	1	0	1	50522
5107	useitem_13l	1	0	1	50528
5108	taskitem_31j	1	1	1	50535
5109	taskitem_24j	1	0	1	50546
5110	taskitem_25j	1	1	1	50552
5111	useitem_10j	1	0	1	50561
5112	taskitem_29j	1	0	1	50569
5113	useitem_11j	1	0	1	50573
5114	useitem_12h	1	0	1	
5115	taskitem_22d	1	1	1	50123
5116	taskitem_2m	1	1	1	50156
5117	taskitem_31d	0	1	1	
5118	taskitem_35d	0	1	1	50181
5119	taskitem_36d	0	1	1	50186
5120	taskitem_17e	0	1	1	50237
5121	taskitem_4m	1	0	1	50241
5122	taskitem_24e	1	0	1	50251
5123	taskitem_5m	0	1	1	50251
5124	taskitem_22h	0	1	1	50073
5125	taskitem_9k	0	1	1	50380
5126	taskitem_18h	0	1	1	50057
5127	taskitem_21d	0	1	1	50118
5128	taskitem_12e	0	1	1	50217
5129	taskitem_18j	0	1	1	50421
5130	taskitem_28j	0	1	1	50567
5000					
5045					50209
5047					50227
5131	taskitem_021cyh	0	1	1	50026
5132	taskitem_023cyh	1	0	1	50004
5133	taskitem_025cyh	0	1	1	50005
5134	useitem_013cyh	1	0	1	50006
5005	taskitem_9h	0	1	1	50003
5006	taskitem_26h	0	1	1	50003
