STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
31000	key_120301_school04_miling	1	0	1	18052;18046;18047;18050;18051
31001	key_120301_school04_miling	0	1	1	18025;18065;18066;18081;18089
31010	key_120301_school04_bianzi	1	1	1	18042;18043;18044;18080
31011	key_120301_school04_zhuizi	1	1	1	18042;18043;18044;18080
31012	key_120301_school04_jiazi	1	1	1	18042;18043;18044;18080
31013	key_120301_school04_fengmi	1	1	1	18042;18043;18044;18080
31014	key_120301_school04_lieying	1	1	1	18041
31015	key_120301_school04_qingbao	1	1	1	
31016	key_120301_school04_weizhuang	1	1	1	
31017	key_120301_school04_zitiao	1	1	1	18069
31018	key_120301_school04_tuzhi	1	1	1	18045
31019	key_120301_school04_bianzi	0	1	1	
31020	key_120301_school04_zhuizi	0	1	1	
31021	key_3njdboss_jl01	1	0	1	
