STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
39600		1	1	1	
39601		1	1	1	
39602		1	1	1	
39603		1	1	1	
39604		1	1	1	
39605		1	1	1	
39606		1	1	1	
39607		1	1	1	
39608		1	1	1	
39609		1	1	1	
39610		1	1	1	
39611		1	1	1	
39612		1	1	1	
39613		1	1	1	
39614		1	1	1	
39615		1	1	1	
39616		1	1	1	
39617		1	1	1	
39618		1	1	1	
39619		1	1	1	
39620		1	1	1	
39621		1	1	1	
39622		1	1	1	
39623		1	1	1	
39624		1	1	1	
39625		1	1	1	
39626		1	1	1	
39627		1	1	1	
39628		1	1	1	
39629		1	1	1	
39630		1	1	1	
39631		1	1	1	
39632		1	1	1	
39633		1	1	1	
39634		1	1	1	
39635		1	1	1	
39636		1	1	1	
39637		1	1	1	
39638		1	1	1	
39639		1	1	1	
39640		1	1	1	
39641		1	1	1	
39642		1	1	1	
